Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
TRANSPORT FLEET PASSENGER SERV,8110,"CLOTHING, UNIFORM AND LAUNDRY",2012-01-03,3161418,23360,1197.50,THE STITCH FACTORY LTD,312364,Clothing,UNIFORMS & STAFF WEAR
CORPORATE ROOM BOOKINGS,8440,FEE EXPENSES,2012-01-03,3162169,18473,2735.90,ST MARY'S (CONFERENCE & CATERING) LTD,376186,Catering,CATERERS
ENERGY -SCHEME,6190,WATER SERVICES-INVOICED,2012-01-03,3167550,800686764,48252.91,YORKSHIRE WATER,362345,Utilities,WATER COMPANIES
OBSOLETE HEATING,1157,DWELLINGS MAIN CONTRACT,2012-01-03,3167714,11050147,101223.40,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
OBSOLETE HEATING,1157,DWELLINGS MAIN CONTRACT,2012-01-03,3167715,11050148,26990.60,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
RESPONSIVE REPAIRS,6030,NON CONTRACT TV AERIALS,2012-01-03,3168413,73962,2309.96,NEW CHANNELS LTD,207092,Domestic Goods,SATELLITE TELEVISION - EQUIPME
CONTRACT,8490,OTHER PROFESSIONAL FEES,2012-01-03,3169410,0408143-2011-11,655.69,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
NEW BANK HOUSE,6020,REPAIRS AND MTCE - PROGRAMMED,2012-01-03,3170488,58124776,1011.64,PHS GROUP PLC,207528,Cleaning and Janitorial,TOWEL SUPPLY & WASHROOM SERVIC
TOWN HALL,6020,REPAIRS AND MTCE - PROGRAMMED,2012-01-03,3170489,58124765,1074.75,PHS GROUP PLC,207528,Cleaning and Janitorial,TOWEL SUPPLY & WASHROOM SERVIC
REDVERS HOUSE,6020,REPAIRS AND MTCE - PROGRAMMED,2012-01-03,3170490,58124766,794.78,PHS GROUP PLC,207528,Cleaning and Janitorial,TOWEL SUPPLY & WASHROOM SERVIC
PROJECT MANAGEMENT,5750,TRAINING EXPENDITURE,2012-01-03,3171964,11039156-011,995.00,SHEFFIELD HALLAM UNIVERSITY,301311,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
ADOPTION SERVICE,8550,OTHER SERVICES,2012-01-03,3173225,1020,680.80,SHEFFIELD CROSSROADS LTD.,208372,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173603,3467717,606.90,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173604,3467714,685.50,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173627,3467715,858.00,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173628,3467716,606.90,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173630,3467713,606.90,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF INCLUSION CENTRE (HHES),5610,AGENCY STAFF - INVOICE,2012-01-03,3173822,3466457,563.55,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
E-BUSINESS PROGRAMME,8460,CONSULTANTS FEES,2012-01-03,3174801,3211/3212,710.00,INSIGHT MANAGEMENT & SYSTEMS,424598,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
GENERAL COMM AREAS - INC AREA,8560,HOUSING AREA CONSULT ALLOWANCE,2012-01-03,3174848,16005249874,819.88,COMET SERVICE DEPARTMENT,204008,Domestic Goods,ELECTRICAL GOODS - SALES
LEARNING & YOUNG PEOPLE,8060,MATERIALS AND SUPPLIES GENERAL,2012-01-03,3175138,2812548,680.00,SVS MULTIMEDIA,436702,ICT,AUDIO-VISUAL EQUIPMENT & SUPPL
SHEAF SQUARE/HOWARD ST,6030,REPAIRS AND MTCE - RESPONSIVE,2012-01-03,3175187,52062,2660.52,OCMIS IRRIGATION (UK) LTD.,395558,Unclassified Trade,IRRIGATION SYSTEMS
SCC BALANCE SHEET,1540,DEMOLITION CONTROL ACCOUNT,2012-01-03,3175831,3042,16000.00,DSR DEMOLITION LIMITED,561662,Construction,DEMOLITION & DISMANTLING CONTR
ACCOMMODATION STRATEGY,9650,OTHER SERVICE RECHARGES,2012-01-03,3175853,12933,579.98,PETER HOUSLEY REMOVALS,207489,Transport,REMOVALS & STORAGE - HOUSEHOLD
WINTER GARDEN,6020,REPAIRS AND MTCE - PROGRAMMED,2012-01-03,3175890,INV76331,853.20,LITETASK LTD,408042,Transport,Distribution Services
WINTER GARDEN,6020,REPAIRS AND MTCE - PROGRAMMED,2012-01-03,3175947,1105,1053.00,CRB DOOR SYSTEMS LTD,541144,Construction,DOORS - REPAIRING
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2012-01-03,3176058,1353715365,255088.00,PRICEWATERHOUSE COOPERS,320665,Financial Services,ACCOUNTANTS
NORFOLK PARK DRAINAGE SCHEME,1194,OTHER FEES,2012-01-03,3176064,SS095/9,961.00,J PUGH LEWIS LIMITED,322371,Construction,FENCING CONTRACTORS
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2012-01-03,3176369,3IN/10190861,850.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
RS AUDITS & SCHEME COMPLETION,1192,DESIGN FEES,2012-01-03,3176558,SL0061438,814.00,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
SPECIALIST MARKETS,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2012-01-03,3176647,16432,2338.30,POWER COMMAND LTD,460454,Vehicles Not Buses,GENERATORS - SALES & SERVICE
WORK CHOICE,9120,OTHER AGENCIES,2012-01-03,3177081,40743,800.00,WILLIAMS LEA,548768,ICT,DOCUMENT MANAGEMENT
CAR PARKING MANAGEMENT,8370,PRINTING,2012-01-03,3177145,3183,756.00,NAGELS MULTI GRAPHIC,535877,Facilities Management,PRINTERS
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2012-01-03,3177249,802239368,530.00,CITY & GUILDS,424267,Education,EXAMINATION BOARDS
CUSTOMER SERVICE,8490,TRANSLATN/SIGN/INTERPRET FEES,2012-01-03,3177284,260009-S/H,3963.75,SHEFFIELD LANGUAGE SERVICES,463597,Human Resources,TRAINING SERVICES
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2012-01-03,3177302,3IN/10191159,3747.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
WICKER / SMITHFIELDS,1194,OTHER FEES,2012-01-03,3177323,PL02447/9(F),12031.66,BALFOUR BEATTY CIVIL ENGINEERING LTD,531234,Construction,CIVIL ENGINEERS
EP DOOR ENTRY WORKS,1161,NC&A MAIN CONTRACT,2012-01-03,3177380,SH02430/5,219400.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
WHITEWAYS - TRANSFORMATION PCP,1192,DESIGN FEES,2012-01-03,3177382,ED02331/21,84000.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
NEETS 16+,9120,OTHER AGENCIES,2012-01-03,3177407,4791,641.30,HEELEY CITY FARM,301277,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SEP (ERDF/SP),9120,OTHER AGENCIES,2012-01-03,3177423,SLS/71002895,33800.00,REMPLOY,505892,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD EMPLOYABILITY PROJEC,9120,OTHER AGENCIES,2012-01-03,3177425,SLS/71002896,12800.00,REMPLOY,505892,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PARTNERSHIP & GRANT AID MH,9160,PARTNERSHIP CONTRACTS,2012-01-03,3177473,PCFQ4-11/12,15482.50,ST WILFRID'S DAY CENTRE SHEFFIELD,361331,Unclassified Non Trade,RELIGIOUS ORGANISATIONS
SHELTERED HOUSING GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2012-01-03,3177519,T00007689,1618.80,TEAL FURNITURE LIMITED,482632,Furniture,CONTRACT FURNISHERS
VACANTS TEAM,8420,ADVERTISING AND PUBLICITY,2012-01-03,3177545,55986418,1715.04,AD MAG,297595,Education,NEWSPAPER & MAGAZINE PUBLISHER
INTER AGENCY FEES,9120,OTHER AGENCIES,2012-01-03,3178012,1789512,4379.00,COVENTRY CITY COUNCIL,329395,Unclassified Non Trade,LOCAL GOVERNMENT
SCHOOLS PROCUREMENT CATEGORY,5610,AGENCY STAFF,2012-01-03,3178018,TIN11948092,1195.58,MICHAEL PAGE UK LIMITED,347153,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
HR ADMINISTRATION,8100,RECHARGEABLE PURCHASES,2012-01-03,3178025,TARINV/15116523,700.00,TIMES EDUCATIONAL SUPPLEMENT,297123,Education,NEWSPAPER & MAGAZINE PUBLISHER
TASK FOSTERING,7160,CAR PARKING SPACES AND FEES,2012-01-03,3178040,148219,1300.00,APCOA PARKING UK LTD,532128,Traffic Management,CAR PARKING & GARAGING
EMTAS,8440,FEE EXPENSES,2012-01-03,3178044,SMEC3129,503.00,SHEFFIELD MEDIA & EXHIBITION CENTRE LTD,309310,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2012-01-03,3178071,F00572847,560.00,LEEDS METROPOLITAN UNIVERSITY,403136,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2012-01-03,3178072,F00572848,560.00,LEEDS METROPOLITAN UNIVERSITY,403136,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2012-01-03,3178073,F00572849,560.00,LEEDS METROPOLITAN UNIVERSITY,403136,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2012-01-03,3178074,F00572850,560.00,LEEDS METROPOLITAN UNIVERSITY,403136,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2012-01-03,3178131,3IN/10191414,3747.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
CROOKESMOOR CENTRAL COSTS,6030,REPAIRS AND MTCE - RESPONSIVE,2012-01-03,3178178,8317,1750.00,AMK FENCE-IN  LTD,202934,Construction,FENCING CONTRACTORS
GOING LOCAL,8560,PARTICIPATION DEVELOPMENT PROJ,2012-01-03,3178194,SMA0325784,1622.06,WILKINSONS,304360,Building Construction Materials,DO IT YOURSELF SHOPS
MANAGEMENT TEAM LD,5010,GENERAL BASIC PAY,2012-01-03,3178204,2100067987,7105.15,SHEFFIELD CARE TRUST,455262,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
COMPLEX NEEDS,5010,GENERAL BASIC PAY,2012-01-03,3178206,2100067986,1442.01,SHEFFIELD CARE TRUST,455262,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING,5610,AGENCY STAFF,2012-01-03,3178209,2100067983,8044.30,SHEFFIELD CARE TRUST,455262,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2012-01-03,3178425,SIN038956,5000.00,BUSINESS IN THE COMMUNITY,304358,Human Resources,BUSINESS & TRADE ORGANISATIONS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2012-01-03,3178427,SIN039183,5000.00,BUSINESS IN THE COMMUNITY,304358,Human Resources,BUSINESS & TRADE ORGANISATIONS
ELECTORAL REGISTRATION,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2012-01-03,3178431,421498,1030.98,NEOPOST FINANCE LIMITED,207084,Financial Services,LEASING SERVICES
SNIPS,8180,GRANTS,2012-01-03,3178476,1883,15255.75,SHEFFIELD MENCAP & GATEWAY,328741,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LSE SUB-CONTRACTORS,8440,FEE EXPENSES,2012-01-03,3178490,40899,630.00,MANOR COMMUNITY CHILDCARE CENTRE LTD,311892,Social Community Care,NURSERIES & CRECHES
BURGLAR ALARMS,6030,REPAIRS TO TENANTED PROPERTIES,2012-01-03,3178532,RESPONSIVE/136/11,3482.80,TELSTAR SECURITY,299814,Facilities Management,SECURITY EQUIPMENT
SEN TRANSPORT,7140,PUBLIC TRANSPORT COSTS,2012-01-03,3178549,80965565,669.30,DONCASTER MBC,369105,Unclassified Non Trade,LOCAL GOVERNMENT
YOUNG APPRENTICESHIPS,9120,OTHER AGENCIES,2012-01-03,3179379,4000301918,2546.17,SHEFFIELD TEACHING HOSPITAL NHS,309216,Unclassified Non Trade,HOSPITALS
INCOME MANAGEMENT UNIT,8420,ADVERTISING AND PUBLICITY,2012-01-03,3179398,908606,600.00,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
SOCIAL SERVICES LOCATION PLACE,9050,OTHER LOCAL AUTHORITIES,2012-01-03,3179403,10383279,14110.14,CAMBRIDGESHIRE COUNTY COUNCIL,362266,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES ACCOMODATION,6080,CONTRACT CLEANING,2012-01-03,3179413,905208/924372,33696.16,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES ACCOMODATION,6110,CLEANING/DOMESTIC MAT./SUPPLY,2012-01-03,3179414,908299,817.68,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
DISTRICT TEAM,8440,FEE EXPENSES,2012-01-03,3179415,11674,1800.00,RICHMOND ENVIRONMENTAL SERVICES,331472,Environmental Services,DRAIN & SEWER CLEARANCE
AGENCY STAFF,5610,AGENCY STAFF - INVOICE,2012-01-03,3181308,CE0223035985D1,128862.89,REED,341818,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
INVESTMENT PLANNING,8440,FEE EXPENSES,2012-01-03,3181326,APEX200372,850.00,THE INNOVATION GROUP,447908,Human Resources,BUSINESS INFORMATION SERVICES
PFI 3 UNITARY CHARGE,6270,SERVICE / PFI UNITARY CHARGE,2012-01-03,3181474,ASSL/12/01,603606.14,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
SCHOOL CPD SERVICES,8440,FEE EXPENSES,2012-01-03,3181550,2415,905.00,ECM CONNECTIONS LTD,511386,Consultancy,BUSINESS & MANAGEMENT CONSULTA
TINSLEY GREEN SURE START,6150,ELECTRICITY,2012-01-03,3179477,27140622,581.10,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179601,J443847 050212,569.56,REDACTED PERSONAL DATA,524834,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179602,J443848 050212,1058.20,REDACTED PERSONAL DATA,524882,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179605,J443852 050212,2986.64,REDACTED PERSONAL DATA,525135,Social Community Care,Social Community Care
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179606,J443853 050212,528.64,REDACTED PERSONAL DATA,520987,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179608,J443855 050212,717.44,REDACTED PERSONAL DATA,525457,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179609,J443856 050212,694.88,REDACTED PERSONAL DATA,525516,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179610,J443857 050212,1475.24,REDACTED PERSONAL DATA,525515,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179612,J443859 050212,557.36,REDACTED PERSONAL DATA,525635,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179613,J443860 050212,803.40,REDACTED PERSONAL DATA,525636,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179615,J443862 050212,727.20,REDACTED PERSONAL DATA,525640,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179616,J443863 050212,540.00,REDACTED PERSONAL DATA,525642,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179617,J443864 050212,716.00,REDACTED PERSONAL DATA,525984,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179619,J443866 050212,1113.24,REDACTED PERSONAL DATA,526021,Social Community Care,Social Community Care
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179623,J443870 050212,684.00,REDACTED PERSONAL DATA,526486,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179624,J443871 050212,621.92,REDACTED PERSONAL DATA,526536,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179627,J443874 050212,2867.92,REDACTED PERSONAL DATA,540105,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179628,J443875 050212,591.36,REDACTED PERSONAL DATA,540292,Social Community Care,Social Community Care
PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179629,J443876 050212,618.32,REDACTED PERSONAL DATA,540311,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179632,J443879 050212,1119.04,REDACTED PERSONAL DATA,540310,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179633,J443880 050212,734.56,REDACTED PERSONAL DATA,540596,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179634,J443881 050212,1669.24,REDACTED PERSONAL DATA,540813,Social Community Care,Social Community Care
PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179636,J443883 050212,625.20,REDACTED PERSONAL DATA,541259,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179637,J443884 050212,1416.32,REDACTED PERSONAL DATA,540814,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179639,J443886 050212,1351.72,REDACTED PERSONAL DATA,540945,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179652,J443899 050212,2346.28,REDACTED PERSONAL DATA,541652,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179654,J443901 050212,1006.52,REDACTED PERSONAL DATA,541720,Social Community Care,Social Community Care
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-01-03,3179655,J443902 050212,769.16,REDACTED PERSONAL DATA,541730,Unclassified Non Trade,Unclassified Non Trade
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179656,J443903 050212,525.16,REDACTED PERSONAL DATA,541899,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179660,J443907 050212,991.00,REDACTED PERSONAL DATA,542341,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179662,J443909 050212,646.64,REDACTED PERSONAL DATA,542204,Social Community Care,Social Community Care
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179663,J443910 050212,584.76,REDACTED PERSONAL DATA,542628,Unclassified Non Trade,Unclassified Non Trade
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179664,J443911 050212,648.92,REDACTED PERSONAL DATA,542635,Unclassified Non Trade,Unclassified Non Trade
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179668,J443915 050212,3083.20,REDACTED PERSONAL DATA,542808,Unclassified Non Trade,Unclassified Non Trade
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179669,J443916 050212,2109.56,REDACTED PERSONAL DATA,542807,Unclassified Non Trade,Unclassified Non Trade
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179670,J443917 050212,2420.92,REDACTED PERSONAL DATA,542799,Unclassified Non Trade,Unclassified Non Trade
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179671,J443918 050212,988.88,REDACTED PERSONAL DATA,542993,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179673,J443920 050212,728.04,REDACTED PERSONAL DATA,543032,Social Community Care,Social Community Care
PURCHASING,9190,DIRECT PAYMENTS,2012-01-03,3179679,J443927 050212,546.52,REDACTED PERSONAL DATA,543427,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179681,J443929 050212,1693.84,REDACTED PERSONAL DATA,543415,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179682,J443930 050212,1790.88,REDACTED PERSONAL DATA,543443,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179684,J443932 050212,735.52,REDACTED PERSONAL DATA,543818,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179686,J443934 050212,649.92,REDACTED PERSONAL DATA,543944,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179693,J443941 050212,602.52,REDACTED PERSONAL DATA,544389,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179698,J443946 050212,780.80,REDACTED PERSONAL DATA,544259,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179701,J443949 050212,571.60,REDACTED PERSONAL DATA,544516,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179706,J443954 050212,820.92,REDACTED PERSONAL DATA,544826,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179708,J443956 050212,1627.40,REDACTED PERSONAL DATA,544832,Social Community Care,Social Community Care
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-01-03,3179709,J443957 050212,1354.16,REDACTED PERSONAL DATA,545218,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179710,J443958 050212,690.36,REDACTED PERSONAL DATA,545342,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179711,J443959 050212,921.84,REDACTED PERSONAL DATA,545349,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179713,J443961 050212,1754.68,REDACTED PERSONAL DATA,545488,Social Community Care,Social Community Care
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-01-03,3179714,J443962 050212,650.20,REDACTED PERSONAL DATA,545506,Social Community Care,Social Community Care
