Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
CLAIMS,8740,MOTOR VEHICLE,2011-07-01,3068002,ERS INVOICE52963,1500.00,REDACTED PERSONAL DATA,549302,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,MOTOR VEHICLE,2011-07-01,3068003,ERS INVOICE52964,1404.00,THOMPSONS CLIENT ACCOUNT,505870,Legal Services,SOLICITORS
EAST RIDING RHB LOANS HAL,1194,OTHER FEES,2011-07-01,3068004,ERS INVOICE52965,7441.75,M FOREMAN BUILDERS LTD,545852,Construction,BUILDERS
CLAIMS,8740,MOTOR VEHICLE,2011-07-01,3068005,ERS INVOICE52966,1202.30,ACROMAS INSURANCE COMPANY LTD,525211,Financial Services,INSURANCE - OTHER
CONTRACT PROVIDER 2010/11,9120,OTHER AGENCIES,2011-07-01,3024844,40282,523.36,FLOWER ESTATE FAMILY ACTION (GROUP A/C),418616,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CONTRACT PROVIDER 2010/11,9120,OTHER AGENCIES,2011-07-01,3027961,INV001154,613.50,SHEFFIELD NORTH CITY LEARNING CENTRE,397078,Education,EDUCATIONAL SERVICES
ECONOMIC,8460,CONSULTANTS FEES,2011-07-01,3041028,81,3150.00,ROSE REGENERATION LIMITED,548701,Unclassified Non Trade,DEVELOPMENT AGENCIES
CHILDRENS' FESTIVAL,8440,FEE EXPENSES,2011-07-01,3058440,178,10150.00,SARA UNWIN LTD,423448,Leisure Services,"EXHIBITION, EVENT & TRADE FAIR"
TRAINING,5750,TRAINING EXPENDITURE,2011-07-01,3059539,40878,2000.00,SHEFFIELD MENTAL HEALTH C.A.B.,316902,Medical,COUNSELLING & ADVICE SERVICES
CAR PARKING MANAGEMENT,8210,LICENCES EXPENSES,2011-07-01,3062682,0900000081-025,6608.16,AIRWAVE SOLUTIONS LIMITED,504320,ICT,TELECOMMUNICATION SERVICES
CONTRACT PROVIDER 2010/11,9120,OTHER AGENCIES,2011-07-01,3062867,FDP0266,546.00,FAMILY DEVELOPMENT PROJECT,315505,Social Community Care,CHILDCARE SERVICES
SOVEREIGN HOUSE,6080,CONTRACT CLEANING,2011-07-01,3063649,80213,1128.47,SERVICEMASTER (C.S.) SHEFFIELD,208319,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
GALVANISE,8440,FEE EXPENSES,2011-07-01,3063923,9828,3500.00,IRIS ASSOCIATES LIMITED,504531,Facilities Management,DESIGNERS - GRAPHIC
BUSINESS GROWTH,8460,CONSULTANTS FEES,2011-07-01,3064051,133,1650.00,RELOCATE2SHEFFIELD LTD,360440,Transport,RELOCATION SERVICES
YOUNG APPRENTICESHIPS,9120,OTHER AGENCIES,2011-07-01,3064698,SCH0588,2987.84,DONCASTER ROTH & DIST (MOTOR TRADES)GTA,204434,Human Resources,TRAINING CENTRES
NLDC 2010/11,9120,OTHER AGENCIES,2011-07-01,3064709,40714,3603.00,BROOMHALL FORUM,479084,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
NLDC 2010/11,9120,OTHER AGENCIES,2011-07-01,3064712,581-12,1549.00,TINSLEY FORUM,303283,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9120,OTHER AGENCIES,2011-07-01,3064715,504,1150.00,DART,541974,Human Resources,TRAINING SERVICES
PURCHASING ELDERLY,8490,TRANSLATN/SIGN/INTERPRET FEES,2011-07-01,3064739,16017,500.75,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
PROVIDER INNOVATION FUND,5850,ANNUAL FUNDING REQUIREMENT,2011-07-01,3065414,1148,700.00,REACH 4 THE STARS,548479,Education,EDUCATIONAL TRAINING PROVIDERS
NEETS 16+,8370,PRINTING,2011-07-01,3065424,117,565.00,RENTON PRODUCTIONS,545082,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-07-01,3065461,438,23521.00,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2011-07-01,3065597,7243638,673.19,SHEFFIELD NEWSPAPERS LTD,208391,Education,NEWSPAPER & MAGAZINE PUBLISHER
NEETS 16+,9120,OTHER AGENCIES,2011-07-01,3065663,I0050409,4155.00,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
YOUTH JUSTICE ISSP GRANT,7140,PUBLIC TRANSPORT COSTS,2011-07-01,3065699,SL0061191,1139.20,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
NEETS 16+,9120,OTHER AGENCIES,2011-07-01,3065766,100098,5386.70,SPRINT TRAINING LTD,375572,Leisure Services,MOTOR SPORTS
TRANSPORT FLEET MANAGEMENT,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-07-01,3066282,924825,768.00,GLASS'S INFORMATION SERVICES LTD,205153,Human Resources,INFORMATION SERVICES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-07-01,3066283,924831,2173.00,SNAP ON DIAGNOSTICS,208518,Environmental Services,"TESTING, INSPECTION & CALIBRAT"
TRANSPORT FLEET MANAGEMENT,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-07-01,3066284,924823,810.00,AUTODATA LIMITED,483201,Education,PUBLISHERS
LAND AND PROPERTY,8420,ADVERTISING AND PUBLICITY,2011-07-01,3066309,FPK076,660.00,SG PROPERTY AGENTS T/A BAIRSTOW EVES,538311,Unclassified Trade,ESTATE AGENTS
DELEGATED BUDGETS,8470,LEGAL FEES,2011-07-01,3066310,127009,690.00,MR A J LORD,486218,Legal Services,BARRISTERS
CARE4YOU EQUIPMENT,8110,"CLOTHING, UNIFORM AND LAUNDRY",2011-07-01,3066417,13020,2794.60,BLUE DIAMOND HYGIENE SUPPLIES,203403,Cleaning and Janitorial,TOWEL SUPPLY & WASHROOM SERVIC
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3066482,HHP(L)50A,4311.48,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
ECS MEALS,8150,CONTRACT CATERING,2011-07-01,3066482,HHP(L)50A,2018.89,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3066488,GP53A,542.49,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
ECS MEALS,8150,CONTRACT CATERING,2011-07-01,3066488,GP53A,3083.49,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
PARTNERSHIP & GRANT AID MH,9160,PARTNERSHIP CONTRACTS,2011-07-01,3066490,PCFQ2-11/12,15482.50,ST WILFRID'S DAY CENTRE SHEFFIELD,361331,Unclassified Non Trade,RELIGIOUS ORGANISATIONS
LOCAL HOUSING COMPANY,1146,L&B PROFESSIONAL FEES,2011-07-01,3066513,57203810,25295.00,DLA PIPER UK LLP,204413,Legal Services,SOLICITORS
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3066538,50000384/92024718,14995.77,CHARTWELLS,321443,Catering,CATERERS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2011-07-01,3066775,C86120,2734.66,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2011-07-01,3066781,C85792,567.12,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
KETTLEBRIDGE BIOMASS STORE,1161,NC&A MAIN CONTRACT,2011-07-01,3066785,110302,121920.00,FORTNUM & WOOLLEY LTD,553832,Construction,BUILDING SERVICES
ADMIN SUPPORT,8390,STATIONERY,2011-07-01,3066808,57668,699.00,MERCATOR COMPUTER SYSTEMS LTD.,206823,Facilities Management,MARKET RESEARCH
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3067097,92025158/92026210,5495.92,CHARTWELLS,321443,Catering,CATERERS
ECS MEALS,8150,CONTRACT CATERING,2011-07-01,3067097,92025158/92026210,268444.76,CHARTWELLS,321443,Catering,CATERERS
ECS MEALS,8140,GROCERIES,2011-07-01,3067100,92026211,44583.80,CHARTWELLS,321443,Catering,CATERERS
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3067103,1904/90303498,4067.35,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
ECS MEALS,8140,GROCERIES,2011-07-01,3067103,1904/90303498,9871.53,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3067107,1904/90300511,4879.04,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
ECS MEALS,8140,GROCERIES,2011-07-01,3067107,1904/90300511,3798.27,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3067114,WF(L)48A,3534.55,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
ECS MEALS,8140,GROCERIES,2011-07-01,3067114,WF(L)48A,10053.52,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
QUANTITY SURVEYORS,8460,CONSULTANTS FEES,2011-07-01,3067117,L16000/SL578,2665.55,SLEATHS LTD,320740,Consultancy,QUANTITY SURVEYORS
PROJECT MANAGEMENT - SCHEME,8440,FEE EXPENSES,2011-07-01,3067121,3958,500.00,ENVIRONMENTAL DRAINAGE SOLUTIONS LTD,373384,Environmental Services,DRAINAGE CONTRACTORS
RESOURCES EFFICIENCY NORTH,8460,CONSULTANTS FEES,2011-07-01,3067124,DR/251,7500.00,PARKINSON PROCUREMENT SOLUTIONS LTD,487014,Consultancy,BUSINESS & MANAGEMENT CONSULTA
ECS MEALS,8130,CATERING SUPPLIES,2011-07-01,3067129,MH(L)48A,3499.10,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
ECS MEALS,8140,GROCERIES,2011-07-01,3067129,MH(L)48A,18402.37,ACADEMY SERVICES (SHEFFIELD) LTD,438883,Financial Services,LEASING SERVICES
BUSINESS SUPPORT,8410,GENERAL OFFICE EXPENSES,2011-07-01,3067161,CG0009,500.00,CUPOLA CONTEMPORARY ART LTD,438394,Leisure Services,ART GALLERIES & FINE ART DEALE
REHOUSING SERVICES,8370,PRINTING,2011-07-01,3067232,872107,1256.51,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
BUSINESS GROWTH,5610,AGENCY STAFF,2011-07-01,3067308,GEN0977,1385.37,DLA PIPER UK LLP,204413,Legal Services,SOLICITORS
BUSINESS GROWTH,5610,AGENCY STAFF,2011-07-01,3067309,GEN0976,1385.37,DLA PIPER UK LLP,204413,Legal Services,SOLICITORS
BURNGREAVE NEW DEAL,8440,FEE EXPENSES,2011-07-01,3067312,6289,1297.00,ASK4 BUSINESS LTD,519129,ICT,BROADBAND SERVICES
IT CLIENT,8620,COMPUTER MAINTENANCE,2011-07-01,3067318,871747,5869.20,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
RESOURCES EFFICIENCY NORTH,9120,OTHER AGENCIES,2011-07-01,3067319,30002326,24258.94,EAST RIDING OF YORKSHIRE COUNTY COUNCIL,343520,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES GENERAL,8380,PHOTOCOPYING,2011-07-01,3067320,871484,10718.61,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
KEY STAGE 4 INCLUSION CENTRE,5610,AGENCY STAFF - INVOICE,2011-07-01,3067336,3436665,613.50,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
KEY STAGE 4 INCLUSION CENTRE,5610,AGENCY STAFF - INVOICE,2011-07-01,3067338,3436667,914.00,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
CHILDRENS' FESTIVAL,8440,FEE EXPENSES,2011-07-01,3067350,823,1300.00,MUSEUMS SHEFFIELD,519265,Leisure Services,MUSEUMS
NEETS 16+,9120,OTHER AGENCIES,2011-07-01,3067352,100100,525.60,SPRINT TRAINING LTD,375572,Leisure Services,MOTOR SPORTS
CASTLE MARKETS,8550,OTHER SERVICES,2011-07-01,3067353,CN17717149,1774.35,OCS GROUP UK LTD TA CANNON HYGIENE LTD,203709,Cleaning and Janitorial,HYGIENE & CLEANSING SERVICES
ECONOMIC,8270,SUBSCRIPTIONS,2011-07-01,3067373,8500299146,33750.00,MANCHESTER CITY COUNCIL,311077,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES ACCOMODATION,6020,REPAIRS AND MTCE - PROGRAMMED,2011-07-01,3067384,869878,4800.93,NEIGHBOURHOODS DIRECTORATE (HOMES),402953,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES ACCOMODATION,6030,REPAIRS AND MTCE - RESPONSIVE,2011-07-01,3067384,869878,879.60,NEIGHBOURHOODS DIRECTORATE (HOMES),402953,Unclassified Non Trade,LOCAL GOVERNMENT
YOUTH SERVICES,9120,OTHER AGENCIES,2011-07-01,3067392,64,11666.67,THE DUKE OF EDINBURGH'S,387932,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
CONTRACT,8050,FURNITURE PURCHASES,2011-07-01,3067405,13503,768.00,PYRAMID CARPETS,243612,Building Construction Materials,CARPETS & RUGS - RETAIL
LOCALITY 2 ACCOMMODATION,5610,AGENCY STAFF,2011-07-01,3067448,2100064235,18159.40,SHEFFIELD HEALTH AND SOCIAL CARE,336425,Unclassified Non Trade,HEALTH AUTHORITIES
ITC,8440,FEE EXPENSES,2011-07-01,3067701,6509,1275.00,QUBA NEW MEDIA LTD,321509,Facilities Management,WEB SITE DESIGN
DERWENT HOUSE,6210,RENTS,2011-07-01,3067721,18661,45530.96,LONDON & REGIONAL (SHEFFIELD) LIMITED,325006,Unclassified Trade,LETTING AGENTS
DERWENT HOUSE,6270,SERVICE / PFI UNITARY CHARGE,2011-07-01,3067722,18801,56194.59,LONDON & REGIONAL (SHEFFIELD) LIMITED,325006,Unclassified Trade,LETTING AGENTS
DERWENT HOUSE,6210,RENTS,2011-07-01,3067723,18800,155000.00,LONDON & REGIONAL (SHEFFIELD) LIMITED,325006,Unclassified Trade,LETTING AGENTS
DERWENT HOUSE,6270,SERVICE / PFI UNITARY CHARGE,2011-07-01,3067726,18662,17070.62,LONDON & REGIONAL (SHEFFIELD) LIMITED,325006,Unclassified Trade,LETTING AGENTS
CAR PARKING MANAGEMENT,8540,SECURITY SERVICES,2011-07-01,3067729,C1104130,924.12,COBALT TELEPHONE TECHNOLOGIES LTD,525994,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
CAR PARKING MANAGEMENT,8540,SECURITY SERVICES,2011-07-01,3067730,C1103130,1286.63,COBALT TELEPHONE TECHNOLOGIES LTD,525994,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
CAR PARKING MANAGEMENT,8540,SECURITY SERVICES,2011-07-01,3067731,C1105130,1036.62,COBALT TELEPHONE TECHNOLOGIES LTD,525994,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
CASTLE MARKETS,6030,REPAIRS AND MTCE - RESPONSIVE,2011-07-01,3067753,18835,643.13,TFS SYSTEMS LIMITED,208791,Facilities Management,FIRE ALARM SYSTEMS
PERFORMANCE PLANNING,8330,TENANTS SATISFACTION SURVEY,2011-07-01,3067813,233,2080.00,VIEWPOINT RESEARCH COMMUNITY INTEREST CO,511698,Facilities Management,MARKET RESEARCH
CONTRACT PROVIDER 2010/11,9120,OTHER AGENCIES,2011-07-01,3068039,40721,1200.00,SOUTHEY DEVELOPMENT FORUM,422647,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
CAR PARKING MANAGEMENT,8370,PRINTING,2011-07-01,3067437,1099348643,3079.33,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
ACRES HILL,6160,GAS,2011-07-01,3067459,A3645613/S1862821,1500.26,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
CARBROOK HALL,6160,GAS,2011-07-01,3067461,A3645613/S1862978,1301.63,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
COMMUNITY LAW,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2011-07-01,3067463,1099410376,503.78,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
CONSOLIDATED LOANS FUND,8780,DEBT MANAGEMENT EXPENSES,2011-07-01,3067728,738938,15525.00,SECTOR TREASURY SERVICES LTD,507875,Consultancy,INVESTMENT CONSULTANTS
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2011-07-01,3067587,J382727 030711,649.68,REDACTED PERSONAL DATA,328070,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067619,JNA0049,624.00,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067621,RFL0038,618.00,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067622,SI073,1816.96,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
PHYSICAL DISABILITIES PURCHASI,9190,CITYWIDE SPOT,2011-07-01,3067623,SMD0032,3903.20,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067624,3811,8580.24,NEW ERA HOUSING AUTHORITY,505956,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-07-01,3067626,14271,1598.00,QUALITY HOMECARE (BARNSLEY) LTD,440841,Social Community Care,HOME CARE SERVICES
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-07-01,3067632,18372,562.88,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-07-01,3067637,18396,598.43,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067639,2100064455,4720.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067640,2100064456,2973.27,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067641,2100064458,613.44,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067642,2100064460,1840.32,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067643,2100064461,2223.72,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-07-01,3067644,2100064463,4294.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
