Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-07-02,3669566,ERS INVOICE102917,968.00,DR MINI C VARGHESE,567541,,DOCTORS
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-07-02,3669567,ERS INVOICE102918,1161.60,REDACTED PERSONAL DATA,579914,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
P&TC STAFFING,7160,CAR PARKING SPACES AND FEES,2014-07-02,3639269,484,1000.20,ST VINCENT'S NEW CHURCH,532071,,PLACES OF WORSHIP
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2014-07-02,3639332,TI01265,2409.11,LANGUAGELINE SOLUTIONS,471915,,TRANSLATORS & INTERPRETERS
P&TC STAFFING,6210,RENTS,2014-07-02,3642588,7272,25022.00,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
PPG2 - ACRES HILL PMY,1148,SURVEY COSTS,2014-07-02,3644485,7865,1816.00,EURO ENVIRONMENTAL LTD,399641,,ASBESTOS SURVEYS & REMOVALS
CHILDRENS' FESTIVAL,8440,FEE EXPENSES,2014-07-02,3655025,SIN002180,1000.00,MUSEUMS SHEFFIELD,519265,,MUSEUMS
P&TC STAFFING,7160,CAR PARKING SPACES AND FEES,2014-07-02,3655605,486,1000.20,ST VINCENT'S NEW CHURCH,532071,,PLACES OF WORSHIP
CHILDREN MISSING - EDUCATION,8350,MISCELLANEOUS EXPENSES,2014-07-02,3657146,14LAC-131,2593.50,WELFARE CALL (LAC) LIMITED,490607,,EDUCATIONAL SERVICES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3657719,25,3795.66,BETHANY SCHOOL,339961,,SCHOOLS - LOCAL AUTHORITY
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3657724,5,1708.00,BETHANY SCHOOL,339961,,SCHOOLS - LOCAL AUTHORITY
OUTDOOR EDUCATION,8110,"CLOTHING, UNIFORM AND LAUNDRY",2014-07-02,3660183,CAS12519,788.40,CASTLES UK (MATRESSES) LTD,483047,,BED & MATTRESS MNFRS
OUTDOOR EDUCATION,8130,CATERING SUPPLIES,2014-07-02,3660872,41806,594.00,O'REILLYS DELI,588775,,CATERING FOOD & DRINK SUPPLIER
OUTDOOR EDUCATION,8130,CATERING SUPPLIES,2014-07-02,3660873,41806,377.00,O'REILLYS DELI,588775,,CATERING FOOD & DRINK SUPPLIER
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3663485,14/3468,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663487,14/3467,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663500,14/3466,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3663502,14/3465,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
IS DEVELOPMENT - DE DEL,8620,COMPUTER & HARDWARE PURCHASES,2014-07-02,3663551,E0017671,35000.00,NORTH LINCOLNSHIRE COUNCIL,314387,,LOCAL GOVERNMENT
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663562,14/3455,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663566,14/3456,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663567,14/3457,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663569,14/3458,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3663571,14/3459,1830.17,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
OUTDOOR EDUCATION,8270,SUBSCRIPTIONS,2014-07-02,3663575,7012,295.00,SANDERSON MAUGHAN LTD,568675,,ADVERTISING SERVICES
OUTDOOR EDUCATION,8130,CATERING SUPPLIES,2014-07-02,3663578,41807,1012.00,O'REILLYS DELI,588775,,CATERING FOOD & DRINK SUPPLIER
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3663580,14/3460,1143.85,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663581,14/3461,996.84,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-07-02,3663582,14/3462,539.30,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663583,14/3463,1454.38,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-07-02,3663584,14/3464,996.84,PACES SHEFFIELD LIMITED,295794,,RESIDENTIAL CARE HOMES
SHEFFIELD TRADING STANDARDS,8550,OTHER SERVICES,2014-07-02,3663590,91308593457,535.50,WEST YORKSHIRE TRADING STANDARDS SERVICE,317626,,INSTITUTES - PROFESSIONAL
EXPANSION -FSM PROV (INFANTS),1167,RENOVATIONS & REFURBISHMENTS,2014-07-02,3664143,INV0089688,2320.50,SICO EUROPE LTD.,208430,,FURNITURE MNFRS - HOME & OFFIC
EXPANSION -FSM PROV (INFANTS),1167,RENOVATIONS & REFURBISHMENTS,2014-07-02,3664146,INV0089690,1547.00,SICO EUROPE LTD.,208430,,FURNITURE MNFRS - HOME & OFFIC
EXPANSION -FSM PROV (INFANTS),1167,RENOVATIONS & REFURBISHMENTS,2014-07-02,3664147,INV0089689,1547.00,SICO EUROPE LTD.,208430,,FURNITURE MNFRS - HOME & OFFIC
OUTDOOR EDUCATION,6080,CONTRACT CLEANING,2014-07-02,3664663,6381,291.50,POPPIES PEAK DISTRICT LTD,548756,,CLEANING SERVICES - DOMESTIC
OUTDOOR EDUCATION,7010,ROUTINE VEHICLE REPAIR & MTCE,2014-07-02,3664664,7061,290.00,LOVERS LEAP GARAGE,445105,,GUEST HOUSES
OUTDOOR EDUCATION,8350,MISCELLANEOUS EXPENSES,2014-07-02,3665019,257108944,1193.75,YORKSHIRE PURCHASING ORGANISATION,295997,,PURCHASING SERVICES
THE MOOR INDOOR MARKET,8110,"CLOTHING, UNIFORM AND LAUNDRY",2014-07-02,3665097,922190521,474.48,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
OUTDOOR EDUCATION,8010,EQUIPMENT PURCHASE AND REPAIR,2014-07-02,3665168,29133,590.00,BUFFALO SYSTEMS LTD,577154,,OUTDOOR CLOTHING & EQUIPMENT
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2014-07-02,3665646,1932251,860.92,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2014-07-02,3665648,1923466,254.67,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2014-07-02,3665650,1923464,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2014-07-02,3665651,1923442,650.83,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2014-07-02,3665653,1923422,509.34,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
OUTDOOR EDUCATION,8010,EQUIPMENT PURCHASE AND REPAIR,2014-07-02,3666260,369732,1085.00,BOLDSCAN LIMITED,563339,,"MARQUEES, TENTS & PORTABLE FLO"
THE MOOR INDOOR MARKET,8440,FEE EXPENSES,2014-07-02,3666277,INV-235,4600.00,BRANDS INCORPORATED LIMITED,596297,,BUSINESS & MANAGEMENT CONSULTA
SERVICE DEVELOPMENT TEAM,8490,COACHING FEES,2014-07-02,3666280,23,400.00,PENNY REA,392850,,EDUCATIONAL SERVICES
CHILDRENS' FESTIVAL,8440,FEE EXPENSES,2014-07-02,3666885,213,960.00,RATIONALE,595624,,THEATRE COMPANIES
