Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809028,16889 20150331 50359,295.2,REDACTED PERSONAL DATA,368064,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809029,169136 20150331 50359,320.9,REDACTED PERSONAL DATA,478793,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809030,169337 20150331 50359,468.5,REDACTED PERSONAL DATA,529676,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809031,169390 20150331 50359,414.7,REDACTED PERSONAL DATA,391015,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809032,169836 20150331 50359,254.2,REDACTED PERSONAL DATA,434259,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809036,172302 20150331 50359,441.62,REDACTED PERSONAL DATA,571457,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809037,172307 20150331 50359,274.22,REDACTED PERSONAL DATA,598397,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809042,175100 20150331 50359,434.38,REDACTED PERSONAL DATA,592070,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809048,179524 20150331 50359,414.7,REDACTED PERSONAL DATA,338804,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809049,179550 20150331 50359,435.5,REDACTED PERSONAL DATA,455209,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809050,179693 20150331 50359,1973.36,REDACTED PERSONAL DATA,521983,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809052,180012 20150331 50359,320.9,REDACTED PERSONAL DATA,551185,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809060,181996 20150331 50359,295.2,REDACTED PERSONAL DATA,333598,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809061,183476 20150331 50359,295.2,REDACTED PERSONAL DATA,502694,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809062,18403 20150331 50359,614,REDACTED PERSONAL DATA,333624,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809064,184267 20150331 50359,513.96,REDACTED PERSONAL DATA,455207,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809065,184501 20150331 50359,496.72,REDACTED PERSONAL DATA,401269,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809066,184782 20150331 50359,468.5,REDACTED PERSONAL DATA,373269,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809067,106060 20150331 50359,311.46,REDACTED PERSONAL DATA,598360,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809069,185556 20150331 50359,2239.71,REDACTED PERSONAL DATA,462682,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809071,186377 20150331 50359,502.16,REDACTED PERSONAL DATA,487461,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809072,186449 20150331 50359,414.7,REDACTED PERSONAL DATA,379322,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809073,186584 20150331 50359,254.2,REDACTED PERSONAL DATA,397135,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809074,187151 20150331 50359,311.46,REDACTED PERSONAL DATA,547122,Social Community Care,CAREFIRST DIRECT PAYMENTS
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809075,187601 20150331 50359,320.9,REDACTED PERSONAL DATA,429150,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809077,187984 20150331 50359,1904.00,REDACTED PERSONAL DATA,467299,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809078,100191 20150331 50359,1028.00,REDACTED PERSONAL DATA,332848,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809079,10618 20150331 50359,295.2,REDACTED PERSONAL DATA,332987,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809083,189972 20150331 50359,254.2,REDACTED PERSONAL DATA,561897,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809084,190677 20150331 50359,288.12,REDACTED PERSONAL DATA,618234,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809085,190942 20150331 50359,511.86,REDACTED PERSONAL DATA,566337,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809086,190991 20150331 50359,414.7,REDACTED PERSONAL DATA,505899,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809087,191065 20150331 50359,702.6,REDACTED PERSONAL DATA,444008,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809088,191303 20150331 50359,535.2,REDACTED PERSONAL DATA,588855,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809089,191415 20150331 50359,1313.50,REDACTED PERSONAL DATA,567597,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809089,191415 20150331 50359,929.18,REDACTED PERSONAL DATA,567597,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809092,191514 20150331 50359,381.7,REDACTED PERSONAL DATA,450449,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809093,191801 20150331 50359,1439.20,REDACTED PERSONAL DATA,492572,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809094,191832 20150331 50359,638,REDACTED PERSONAL DATA,473384,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809096,19266 20150331 50359,638,REDACTED PERSONAL DATA,332852,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809097,193350 20150331 50359,678,REDACTED PERSONAL DATA,471003,,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2015-04-02,3809098,193537 20150331 50359,829.08,REDACTED PERSONAL DATA,525359,,CHILDCARE SERVICES
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809099,193819 20150331 50359,468.5,REDACTED PERSONAL DATA,368040,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809100,193850 20150331 50359,254.2,REDACTED PERSONAL DATA,368088,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809104,194685 20150331 50359,468.5,REDACTED PERSONAL DATA,440691,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809105,194971 20150331 50359,304.34,REDACTED PERSONAL DATA,480781,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809106,195074 20150331 50359,778,REDACTED PERSONAL DATA,333341,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809107,19623 20150331 50359,577.96,REDACTED PERSONAL DATA,333147,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809107,19623 20150331 50359,2004.00,REDACTED PERSONAL DATA,333147,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809109,196541 20150331 50359,638,REDACTED PERSONAL DATA,515242,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809113,197337 20150331 50359,1917.14,REDACTED PERSONAL DATA,483157,,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2015-04-02,3809114,197817 20150331 50359,348.57,REDACTED PERSONAL DATA,569598,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809119,199041 20150331 50359,414.7,REDACTED PERSONAL DATA,459717,,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2015-04-02,3809120,199243 20150331 50359,802,REDACTED PERSONAL DATA,577465,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809122,199392 20150331 50359,320.9,REDACTED PERSONAL DATA,518473,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809123,107211 20150331 50359,288.12,REDACTED PERSONAL DATA,593427,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809124,199909 20150331 50359,400.8,REDACTED PERSONAL DATA,461893,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809125,199936 20150331 50359,254.2,REDACTED PERSONAL DATA,450523,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809130,202495 20150331 50359,558,REDACTED PERSONAL DATA,489499,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809132,203296 20150331 50359,535.2,REDACTED PERSONAL DATA,463795,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809134,108769 20150331 50359,632.36,REDACTED PERSONAL DATA,584042,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809135,203957 20150331 50359,862,REDACTED PERSONAL DATA,569169,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809136,204113 20150331 50359,661.52,REDACTED PERSONAL DATA,479993,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809137,204229 20150331 50359,311.46,REDACTED PERSONAL DATA,527409,,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2015-04-02,3809138,204642 20150331 50359,794.5,REDACTED PERSONAL DATA,584573,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809139,205558 20150331 50359,407.54,REDACTED PERSONAL DATA,537889,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809141,207629 20150331 50359,2233.80,REDACTED PERSONAL DATA,487226,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809143,207975 20150331 50359,414.7,REDACTED PERSONAL DATA,474647,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809144,20809 20150331 50359,597,REDACTED PERSONAL DATA,333830,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809145,108779 20150331 50359,334.8,REDACTED PERSONAL DATA,445176,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809150,210431 20150331 50359,638,REDACTED PERSONAL DATA,502737,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809151,210508 20150331 50359,758,REDACTED PERSONAL DATA,493410,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809153,212008 20150331 50359,367.8,REDACTED PERSONAL DATA,555120,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809157,212910 20150331 50359,320.9,REDACTED PERSONAL DATA,566648,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809158,213411 20150331 50359,534.98,REDACTED PERSONAL DATA,502164,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809160,214317 20150331 50359,268.1,REDACTED PERSONAL DATA,571249,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809161,214328 20150331 50359,254.2,REDACTED PERSONAL DATA,486958,,ADOPTION & FOSTERING
ADOPTION SERVICE,9270,ADOPTION ALLOWANCES,2015-04-02,3809162,21439 20150331 50359,280.26,REDACTED PERSONAL DATA,338747,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809162,21439 20150331 50359,944,REDACTED PERSONAL DATA,338747,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809164,214697 20150331 50359,334.8,REDACTED PERSONAL DATA,509060,,CHILDCARE SERVICES
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809166,215348 20150331 50359,367.8,REDACTED PERSONAL DATA,477472,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809167,109853 20150331 50359,414.7,REDACTED PERSONAL DATA,368099,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809168,215467 20150331 50359,621.84,REDACTED PERSONAL DATA,485770,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809173,216565 20150331 50359,320.9,REDACTED PERSONAL DATA,506170,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809174,216631 20150331 50359,254.2,REDACTED PERSONAL DATA,333047,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809175,216870 20150331 50359,254.2,REDACTED PERSONAL DATA,333164,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809176,217370 20150331 50359,353.08,REDACTED PERSONAL DATA,537668,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809187,217912 20150331 50359,268.1,REDACTED PERSONAL DATA,333717,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809188,217936 20150331 50359,414.7,REDACTED PERSONAL DATA,368015,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809194,217943 20150331 50359,414.7,REDACTED PERSONAL DATA,472721,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809195,217957 20150331 50359,367.8,REDACTED PERSONAL DATA,450972,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809201,110569 20150331 50359,533.06,REDACTED PERSONAL DATA,552284,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809202,217984 20150331 50359,414.7,REDACTED PERSONAL DATA,466697,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809204,218032 20150331 50359,468.5,REDACTED PERSONAL DATA,406111,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809206,218044 20150331 50359,254.2,REDACTED PERSONAL DATA,368091,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809207,218047 20150331 50359,334.8,REDACTED PERSONAL DATA,455957,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809213,218170 20150331 50359,268.1,REDACTED PERSONAL DATA,333469,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809217,218270 20150331 50359,367.8,REDACTED PERSONAL DATA,431040,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809219,218299 20150331 50359,482.4,REDACTED PERSONAL DATA,425879,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809223,111606 20150331 50359,253.88,REDACTED PERSONAL DATA,418311,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809230,220492 20150331 50359,414,REDACTED PERSONAL DATA,505305,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809231,221155 20150331 50359,468.5,REDACTED PERSONAL DATA,333786,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809234,11170 20150331 50359,438,REDACTED PERSONAL DATA,587757,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809235,221634 20150331 50359,320.9,REDACTED PERSONAL DATA,525512,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809239,223602 20150331 50359,254.2,REDACTED PERSONAL DATA,514074,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2015-04-02,3809240,223954 20150331 50359,414.7,REDACTED PERSONAL DATA,506535,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809241,224122 20150331 50359,320.9,REDACTED PERSONAL DATA,487228,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2015-04-02,3809244,224702 20150331 50359,604,REDACTED PERSONAL DATA,545493,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809245,111911 20150331 50359,1426.00,REDACTED PERSONAL DATA,338765,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809246,225284 20150331 50359,902.14,REDACTED PERSONAL DATA,521455,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-04-02,3809249,226624 20150331 50359,678,REDACTED PERSONAL DATA,511885,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2015-04-02,3809250,227720 20150331 50359,284.98,REDACTED PERSONAL DATA,490065,,ADOPTION & FOSTERING
