Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON BUS SERVICES LTD,London Central Bus Company Ltd,Bus Contract Payments,1006\1900044539,2020-07-24,3459056.48,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSP SYSTEMS UK LTD,Civil Engineering Construction Works,1031\5109774268,2020-07-06,3295906.82,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109769151,2020-07-15,3206847.00,
LONDON BUS SERVICES LTD,London United Busways Limited,Bus Contract Payments,1006\1900044542,2020-07-24,3172931.87,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSP SYSTEMS UK LTD,Civil Engineering Construction Works,1031\5109785716,2020-07-22,3126814.19,
RAIL FOR LONDON LIMITED,QW Rail Leasing Limited,Franchise/Concession Fixed Fee,1020\5109782332,2020-07-08,2965260.38,
LONDON BUS SERVICES LTD,Blue Triangle Buses Ltd,Bus Contract Payments,1006\1900044453,2020-07-10,2919998.68,
LONDON BUS SERVICES LTD,East London Bus & Coach Company Ltd,Bus Contract Payments,1006\1900044537,2020-07-24,2874989.21,
LONDON UNDERGROUND LTD,GBM Services Limited,Operational Cleaning,1005\5109788625,2020-07-22,2656474.97,
LONDON BUS SERVICES LTD,London Sovereign LTD,Bus Contract Payments,1006\1900044459,2020-07-10,2619208.09,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109779196,2020-07-20,2616002.52,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109770284,2020-06-29,2588242.09,
SURFACE TRANSPORT CORP,Royal Borough of Kingston Upon Tham,Borough Services - Claim Against Pr Yr Accrual,1002\1900065078,2020-07-13,2251363.04,
SURFACE TRANSPORT CORP,London Borough of Enfield,Borough Services - Claim Against Pr Yr Accrual,1002\1900064896,2020-07-13,2246000.00,
LUL NOMINEE SSL LIMITED,Thales GTS UK Ltd,Civil Engineering Construction Works,1031\5109785772,2020-07-24,2191991.20,
LONDON BUS SERVICES LTD,Abellio London Ltd,Bus Contract Payments,1006\1900044531,2020-07-24,2138494.96,
LONDON BUS SERVICES LTD,Arriva London South Limited,Bus Contract Payments,1006\1900044534,2020-07-24,2133791.48,
RAIL FOR LONDON LIMITED,London Rail Leasing Limited,Vehicle Operating Leases,1020\5109781136,2020-06-30,2112338.84,
SURFACE TRANSPORT CORP,London Borough Of Havering,Borough Services - Claim Against Pr Yr Accrual,1002\1900064931,2020-07-13,1976694.00,
LONDON UNDERGROUND LTD,GBM Services Limited,Operational Cleaning,1005\5109789047,2020-07-22,1920974.06,
LONDON BUS SERVICES LTD,CT Plus Limited,Bus Contract Payments,1006\1900044456,2020-07-10,1920514.52,
LONDON BUS SERVICES LTD,STAGECOACH SERVICESLTD,Bus Contract Payments,1006\1900044547,2020-07-24,1907620.25,
RAIL FOR LONDON LIMITED,QW Rail Leasing Limited,Franchise/Concession Fixed Fee,1020\5109782344,2020-07-08,1613728.70,
RAIL FOR LONDON LIMITED,Cleshar Contract Services Limited,Maintenance of Plant & Equipment,1020\5109785857,2020-07-13,1535036.19,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109779826,2020-07-22,1496528.71,
LONDON BUS SERVICES LTD,Metroline West Limited,Bus Contract Payments,1006\1900044545,2020-07-24,1490576.54,
SURFACE TRANSPORT CORP,Morgan Sindall  plc,Contracted Services - Highway Bridges,1002\5109772923,2020-07-01,1445988.74,
LONDON BUS SERVICES LTD,Metrobus Limited,Bus Contract Payments,1006\1900044543,2020-07-24,1315325.53,
RAIL FOR LONDON LIMITED,Tram Operations Limited,Franchise/Concession Fixed Fee,1020\5109774955,2020-07-01,1290205.50,
LONDON BUS SERVICES LTD,ABELLIO LONDON LIMITED,Bus Contract Payments,1006\1900044532,2020-07-24,1261445.77,
SURFACE TRANSPORT CORP,London Borough of Sutton,Borough Services - Claim Against Pr Yr Accrual,1002\1900065049,2020-07-13,1162086.00,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,A13 PFI Service Costs,1002\5109784846,2020-07-15,1012500.00,
LONDON BUS SERVICES LTD,Hr Richmond Ltd T/a Epsom Buses,Bus Contract Payments,1006\1900044464,2020-07-10,1000182.27,
LONDON UNDERGROUND LTD,Lanes Group Plc,Building Maintenance & Repairs,1005\5109778968,2020-07-20,994852.29,
LONDON UNDERGROUND LTD,ALSTOM NL SERV PROV (USE 10002477),TLL Lease Costs,1005\5109780948,2020-07-22,972677.77,
LONDON BUS SERVICES LTD,Blue Triangle Buses Ltd,Bus Contract Payments,1006\1900044535,2020-07-24,963930.55,
LONDON UNDERGROUND LTD,ABB Power Grids UK Limited,Traction Current,1005\5109781607,2020-07-06,956480.80,
LONDON BUS SERVICES LTD,Docklands Minibus Ltd,Bus Contract Payments,1006\1900044454,2020-07-10,948638.88,
LONDON UNDERGROUND LTD,HAYLEY GROUP LIMITED (EDI),COVID 19 planning,1005\5109773790,2020-07-08,930000.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP LIMITED (EDI),COVID 19 planning,1005\5109775681,2020-07-13,930000.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP LIMITED (EDI),COVID 19 planning,1005\5109780029,2020-07-22,930000.00,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Radio Systems Equipment & Maintenance,1005\5109770105,2020-06-29,899667.00,
LONDON BUS SERVICES LTD,London Sovereign LTD,Bus Contract Payments,1006\1900044541,2020-07-24,859313.75,
LONDON UNDERGROUND LTD,ALSTOM NL SERV PROV (USE 10002477),Civil Engineering Construction Works,1005\5109776229,2020-07-06,826287.35,
CYCLE HIRE SCHEME,Serco Ltd,Concession Maintenance Charge,1016\5109782541,2020-07-13,811248.60,
DOCKLANDS LIGHT RAILWAY,Pittville Leasing Ltd,Civil Engineering Construction Works,1012\5109781108,2020-07-08,796271.61,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109779045,2020-07-08,793507.61,
LONDON UNDERGROUND LTD,Interserve (Facilities Mgmt) Ltd,Security Services (Guards),1005\5109778127,2020-07-06,713246.91,
LONDON BUS SERVICES LTD,Trapeze ITS Switzerland GmbH,Maintenance of Plant & Equipment,1006\5109776352,2020-07-17,693541.62,
LONDON BUS SERVICES LTD,Trapeze ITS Switzerland GmbH,Maintenance of Plant & Equipment,1006\5109776353,2020-07-17,693541.62,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LIMITED,Track General Maintenance,1005\5109789766,2020-07-22,683380.13,
LONDON BUS SERVICES LTD,CT Plus Limited,Bus Contract Payments,1006\1900044538,2020-07-24,632736.09,
LONDON UNDERGROUND LTD,Skanska Construction UK Ltd t/a IS,Civil Engineering Construction Works,1005\5109778978,2020-06-29,623088.63,
DOCKLANDS LIGHT RAILWAY,EDF Energy,Electricity,1012\5109785799,2020-07-22,621814.69,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Computer Software,1002\5109770650,2020-07-01,619600.74,
TRANSPORT TRADING LTD,SOUTHWARK COUNCIL,Rates,1004\1901673118,2020-06-30,601692.00,
LONDON UNDERGROUND LTD,H M Revenue & Customs,Payroll Suspense,1005\1900214607,2020-07-22,586350.41,
SURFACE TRANSPORT CORP,Battersea Project Land Company Ltd,Other Joint Funding Contributions,1002\1900065530,2020-07-13,568400.00,
LONDON BUS SERVICES LTD,Sullivan Bus & Coach Ltd,Bus Contract Payments,1006\1900044466,2020-07-10,555093.94,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109770645,2020-07-01,514867.01,
LUL NOMINEE BCV LIMITED,Interfleet Technology Limited,Maintenance Materials,1033\5109778494,2020-07-01,512184.00,
DOCKLANDS LIGHT RAILWAY,Dyer & Butler Ltd,Civil Engineering Construction Works,1012\5109779199,2020-07-06,506112.05,
LONDON TRANSPORT PROPERTY,Capita Business Services Ltd,IT Consultancy,1005\5109780097,2020-07-22,504634.00,
LONDON UNDERGROUND LTD,H M Revenue & Customs,Payroll Suspense,1005\1900214650,2020-07-22,490797.00,
LONDON UNDERGROUND LTD,Engie Services Ltd,Equipment Repairs & Maintenance,1005\5109770756,2020-07-08,485462.84,
TRANSPORT TRADING LTD,Interserve (Facilities Mgmt) Ltd,Security Services (Guards),1004\5109780156,2020-07-06,479230.68,
TRANSPORT TRADING LTD,Interserve (Facilities Mgmt) Ltd,Security Services (Guards),1004\5109779079,2020-06-29,477610.51,
LONDON RIVER SERVICES LTD,Briggs Marine Contractors Limited,Operator Costs,1007\5109779067,2020-07-22,476186.25,
RAIL FOR LONDON LIMITED,Mott MacDonald Railways Approvals,Professional Engineering Services,1020\5109778649,2020-07-20,474816.69,
TRANSPORT TRADING LTD,KIDBROOKE PARTNERSHIP LLP,Purchase of Associates Loan Notes (Activity),1004\1901673176,2020-07-02,474810.00,
LONDON UNDERGROUND LTD,Engie Services Ltd,Equipment Repairs & Maintenance,1005\5109779141,2020-07-20,467698.64,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Civil Engineering Construction Works,1020\5109772631,2020-07-06,465328.78,
SURFACE TRANSPORT CORP,Royal Borough of Kingston Upon Tham,Borough Services - Claim Against Pr Yr Accrual,1002\1900065077,2020-06-29,451210.23,
LONDON UNDERGROUND LTD,Engie Services Ltd,Equipment Repairs & Maintenance,1005\5109770757,2020-07-08,435755.65,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109778151,2020-07-20,411756.00,
SURFACE TRANSPORT CORP,British Waterways London,Borough Services - Claim Against Pr Yr Accrual,1002\1900065029,2020-06-29,400737.62,
LONDON UNDERGROUND LTD,Engie Services Ltd,Fire and Safety Equipment,1005\5109772799,2020-07-06,399221.92,
LONDON UNDERGROUND LTD,Thales GTS UK Ltd,Civil Engineering Construction Works,1005\5109785826,2020-07-24,383570.27,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109778146,2020-07-20,371075.00,
LONDON UNDERGROUND LTD,One Transport Limited,Travel to/from work (Unsocial Hours),1005\5109790961,2020-07-21,369633.94,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109772533,2020-07-01,364025.32,
DOCKLANDS LIGHT RAILWAY,Mace Macro Ltd,Professional Engineering Services,1012\5109769868,2020-06-29,357592.28,
LONDON BUS SERVICES LTD,Tower Transit Operations Ltd,Bus Contract Payments,1006\1900044512,2020-07-23,352344.56,
LONDON UNDERGROUND LTD,Services Support (BTP) LTD,BTP PFI Service Costs,1005\5109778239,2020-06-29,346485.66,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LIMITED,Track General Maintenance,1031\5109789777,2020-07-22,344296.29,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002\5109787272,2020-07-20,339186.41,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Civil Engineering Construction Works,1012\5109785922,2020-07-20,336465.13,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Computer Software,1002\5109776164,2020-07-15,332765.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901673090,2020-06-30,332500.00,
LONDON BUS SERVICES LTD,Hr Richmond Ltd T/a Epsom Buses,Bus Contract Payments,1006\1900044546,2020-07-24,329025.97,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109787686,2020-07-22,321422.37,
LONDON BUS SERVICES LTD,Docklands Minibus Ltd,Bus Contract Payments,1006\1900044536,2020-07-24,313331.54,
SURFACE TRANSPORT CORP,Metropolitan Police Authority,MPS Employment Costs SM,1002\5109770003,2020-06-29,311086.24,
RAIL FOR LONDON LIMITED,MTR Corporation (Crossrail) Ltd,Management & Support Consultancy,1020\5109772116,2020-07-01,305310.47,
LONDON TRANSPORT PROPERTY,NETWORK RAIL INFRASTRUCTURE,Planning & Development Consultancy,1001\5109779249,2020-07-01,304067.79,
SURFACE TRANSPORT CORP,British Waterways London,Borough Services - Claim Against Pr Yr Accrual,1002\1900065028,2020-06-29,299122.80,
LUL NOMINEE BCV LIMITED,Interfleet Technology Limited,Professional Engineering Services,1033\5109767753,2020-07-20,291614.33,
SURFACE TRANSPORT CORP,RiverLinx Limited,Civil Engineering Construction Works,1002\5109781926,2020-07-08,287620.23,
TFL CORPORATE,HP Inc UK LTD,Computer Hardware,1001\5109789814,2020-07-22,287040.63,
SURFACE TRANSPORT CORP,Siemens Traffic Controls,Cameras,1002\5109773945,2020-07-08,276079.13,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214617,2020-07-22,275561.04,
RAIL FOR LONDON LIMITED,MTR Corporation (Crossrail) Ltd,Management & Support Consultancy,1020\5109772121,2020-07-01,274700.33,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109787848,2020-07-22,273370.00,
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005\5109776797,2020-07-07,272554.00,
LUL NOMINEE BCV LIMITED,Siemens Mobility Limited,Signalling Systems,1033\5109785927,2020-07-22,271068.68,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214616,2020-07-22,268125.45,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214609,2020-07-15,267536.49,
LONDON UNDERGROUND LTD,THALES GROUND TRANSP SYSTEMS UK LTD,Civil Engineering Construction Works,1005\5109785824,2020-07-22,267052.63,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005\5109788738,2020-07-20,263366.55,
RAIL FOR LONDON LIMITED,DMA,Professional Engineering Services,1020\5109781802,2020-07-10,255225.00,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109770243,2020-06-29,254998.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109778232,2020-07-20,253279.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109781419,2020-07-01,251928.73,
SURFACE TRANSPORT CORP,London Borough of Bexley,Borough Services - Claim Against Pr Yr Accrual,1002\1900065100,2020-07-08,250546.30,
LONDON TRANSPORT PROPERTY,Macleod Simmonds Ltd,Quantity Surveyor fees,1001\1700005504,2020-07-17,249849.60,
LONDON TRANSPORT PROPERTY,GORDON INGRAM ASSOCIATES,Planning & Development Consultancy,1004\5109789350,2020-07-20,240000.00,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214610,2020-07-15,238983.10,
SURFACE TRANSPORT CORP,Greater London Authority,Section 159 Payments,1002\1900065624,2020-07-20,238619.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901673170,2020-06-30,236208.00,
LONDON UNDERGROUND LTD,Bombardier Transportation UK Ltd,Fleet Tsssa Contract,1005\5109781658,2020-07-22,235978.27,
TRANSPORT TRADING LTD,Connected Living London (BTR) Ltd,Direct Construction Cost,1004\1901673269,2020-07-22,235872.00,
TFL CORPORATE,Capita Business Services Ltd,Maintenance of Telecommunications Equipment,1001\5109775029,2020-07-08,232893.85,
SURFACE TRANSPORT CORP,Sopra Steria Ltd,Computer Software,1002\5109773472,2020-07-08,232724.50,
TFL CORPORATE,MediaEdge:CIA,Production Artwork And Design For Marketing,1001\5109775461,2020-07-01,232419.49,
LONDON TRANSPORT PROPERTY,Jacobs U.K Limited,Planning & Development Consultancy,1005\5109777201,2020-07-15,231856.13,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,A13 PFI Service Costs,1002\5109784845,2020-07-15,229578.47,
LONDON BUS SERVICES LTD,Trapeze Group (UK),Software Maintenance,1006\5109781444,2020-07-20,225975.01,
LONDON TRANSPORT PROPERTY,Herbert Smith LLP,Legal Fees,1001\5109783245,2020-07-06,225000.00,
LUL NOMINEE BCV LIMITED,AMALGAMATED CONSTRUCTION LIMITED,Signalling Systems,1033\5109778781,2020-07-01,224399.89,
SURFACE TRANSPORT CORP,Siemens Traffic Controls,Maintenance of Plant & Equipment,1002\5109785750,2020-07-22,214802.37,
TRANSPORT TRADING LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1004\5109779190,2020-06-29,212611.01,
TFL CORPORATE,Probrand Ltd,Software Maintenance,1001\5109774988,2020-07-08,211775.00,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002\5109787260,2020-07-20,211401.61,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Maintenance of Plant & Equipment,1002\5109776598,2020-07-01,208902.24,
SURFACE TRANSPORT CORP,Siemens Traffic Controls,Cameras,1002\5109773944,2020-07-08,206809.68,
LONDON BUS SERVICES LTD,London General Transport Serv,Bus Contract Payments,1006\1900044506,2020-07-23,206722.27,
LONDON TRANSPORT PROPERTY,CBRE LIMITED,Planning & Development Consultancy,1004\5109761676,2020-07-01,205925.00,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005\5109788222,2020-07-22,205783.87,
TRANSPORT TRADING LTD,Global Outdoor Media Limited,Purchase of Associates Loan Notes (Activity),1004\5109775162,2020-07-06,198000.00,
SURFACE TRANSPORT CORP,London Councils,Taxicard Funding,1002\1900065325,2020-07-06,197501.00,
LONDON TRANSPORT PROPERTY,CBRE LIMITED,Planning & Development Consultancy,1004\5109765331,2020-07-01,196975.00,
TRANSPORT TRADING LTD,EDF Energy,Electricity,1004\1901673273,2020-07-22,195947.67,
SURFACE TRANSPORT CORP,CSTS Ltd,Maintenance of Plant & Equipment,1002\5109784895,2020-07-20,192021.82,
LONDON TRANSPORT PROPERTY,CPC Project Services LLP,MR Construction Costs,1005\5109783124,2020-07-22,188726.95,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109778305,2020-07-20,186870.22,
LONDON UNDERGROUND LTD,Schindler Ltd,Lift Maintenance,1005\5109791138,2020-07-22,186488.72,
RAIL FOR LONDON LIMITED,MTR Corporation (Crossrail) Ltd,Management & Support Consultancy,1020\5109772130,2020-07-01,186463.17,
LONDON TRANSPORT PROPERTY,Capita Business Services Ltd,IT Consultancy,1005\5109776824,2020-07-15,183702.54,
LONDON BUS SERVICES LTD,Sullivan Bus & Coach Ltd,Bus Contract Payments,1006\1900044548,2020-07-24,183175.93,
LONDON BUS SERVICES LTD,GBM Services Limited,Office Cleaning,1006\5109786083,2020-07-22,182723.84,
SURFACE TRANSPORT CORP,London Councils,Taxicard Funding,1002\1900065324,2020-06-30,182505.00,
SURFACE TRANSPORT CORP,London Councils,Taxicard Funding,1002\1900065326,2020-07-06,182505.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109778300,2020-07-20,182294.60,
TFL CORPORATE,Capita Business Services Ltd,Maintenance of Telecommunications Equipment,1001\5109770855,2020-07-01,176816.83,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,Signalling Systems,1005\5109779110,2020-07-22,172797.00,
SURFACE TRANSPORT CORP,CAPITA SYMONDS,Software Maintenance,1002\5109779814,2020-07-22,172128.00,
SURFACE TRANSPORT CORP,Interoute Networks Ltd,Telephony Fixed,1002\5109781635,2020-07-13,171748.77,
TFL CORPORATE,Capita Business Services Ltd,Maintenance of Telecommunications Equipment,1001\5109770852,2020-07-01,169535.57,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005\5109788117,2020-07-22,168868.84,
LONDON TRANSPORT PROPERTY,CPC Project Services LLP,MR Construction Costs,1005\5109778832,2020-06-30,167583.95,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LIMITED,Track General Maintenance,1005\5109782310,2020-07-06,165179.76,
LONDON TRANSPORT PROPERTY,Ashurst LLP,Legal Fees,1002\5109775907,2020-07-08,163014.00,
TRANSPORT TRADING LTD,ITSO Limited,Computer Software,1004\5109786459,2020-07-16,161905.42,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109769889,2020-06-29,161680.00,
TRANSPORT TRADING LTD,ITSO Limited,Computer Software,1004\5109776351,2020-06-30,159663.72,
LONDON TRANSPORT PROPERTY,Gallagher Bassett Internat. Ltd,Claim Settlements,1001\1900071054,2020-07-06,159085.25,
SURFACE TRANSPORT CORP,London Borough of Wandsworth - BSP,Borough Services - Claim Against Pr Yr Accrual,1002\1900065111,2020-07-08,158920.00,
TRANSPORT TRADING LTD,Global Outdoor Media Limited,Purchase of Associates Loan Notes (Activity),1004\5109775803,2020-06-29,157585.71,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Computer Software,1002\5109770652,2020-07-01,153421.76,
LONDON TRANSPORT PROPERTY,COMPUTACENTER,IT Consultancy,1001\5109782651,2020-07-08,153010.64,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901673140,2020-06-30,152152.00,
TFL CORPORATE,Computacenter Plc,Software Maintenance,1001\5109773419,2020-07-01,151989.19,
SURFACE TRANSPORT CORP,Costain Limited,Contracted Services - Highway Bridges,1002\5109785848,2020-07-22,150591.78,
DOCKLANDS LIGHT RAILWAY,Pod-Trak Ltd,Civil Engineering Construction Works,1012\5109781572,2020-07-03,148157.34,
SURFACE TRANSPORT CORP,Royal Borough of Kingston Upon Tham,Borough Services - Claim Against Pr Yr Accrual,1002\1900065090,2020-06-29,144860.28,
LONDON UNDERGROUND LTD,Lanes Group Plc,Civil Engineering Construction Works,1005\5109790940,2020-07-22,144666.84,
LONDON UNDERGROUND LTD,HMRC (METRONET),Payroll Suspense,1005\1900214651,2020-07-22,144443.00,
RAIL FOR LONDON LIMITED,Heathrow Airport Ltd,Franchise/Concession Fixed Fee,1020\5109775901,2020-07-01,143847.61,
SURFACE TRANSPORT CORP,CSTS Ltd,Contracted Services - Tunnels,1002\5109774247,2020-07-08,142425.80,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214606,2020-07-15,142377.66,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214611,2020-07-22,141080.24,
LUL NOMINEE BCV LIMITED,Siemens Mobility Limited,Signalling Systems,1033\5109779639,2020-07-22,139928.74,
SURFACE TRANSPORT CORP,Multiplex Construction Europe Ltd,Other Joint Funding Contributions,1002\1900065323,2020-07-06,137700.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004\1901673167,2020-06-30,135660.00,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214668,2020-07-22,135042.56,
LONDON BUS SERVICES LTD,Arriva London North Ltd,Bus Contract Payments,1006\1900044504,2020-07-23,133666.62,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Computer Software,1002\5109770373,2020-07-01,133021.41,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005\1900214604,2020-07-15,132935.60,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Maintenance of Plant & Equipment,1002\5109776555,2020-07-01,132204.87,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109765221,2020-06-29,131207.97,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,Maintenance of Plant & Equipment,1002\5109780147,2020-07-20,130960.12,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,Maintenance of Plant & Equipment,1002\5109786173,2020-07-22,130960.12,
DOCKLANDS LIGHT RAILWAY,PROGRESS RAIL SERVICES UK LTD,Civil Engineering Construction Works,1012\5109774963,2020-07-08,130507.00,
RAIL FOR LONDON LIMITED,EDF Energy,Traction Current,1020\5109787282,2020-07-22,130329.29,
LONDON BUS SERVICES LTD,Metroline Travel Limited,Bus Contract Payments,1006\1900044509,2020-07-23,126810.12,
LUL NOMINEE SSL LIMITED,ArmadilloLED,Signalling Systems,1031\5109775294,2020-07-06,126360.00,
