Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109124771,2017-08-02,910079.00,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Civil Engineering Construction Works,1002\5109124927,2017-08-02,894195.98,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Maintenance of Plant & Equipment,1005\5109125959,2017-08-16,859037.39,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109134199,2017-08-16,856123.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900052896,2017-08-09,842192.35,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900039410,2017-08-18,826039.91,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,Borough Services - Claim Against Pr Yr Accrual,1002\1900052827,2017-07-31,817070.75,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109108728,2017-07-26,798775.89,
LONDON UNDERGROUND LTD,COSTAIN LTD,Civil Engineering Construction Works,1005\5109126494,2017-08-16,782027.75,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109108876,2017-07-31,727029.02,
TFL CORPORATE,NETWORK RAIL,Planning & Development Consultancy,1001\5109127113,2017-08-16,712845.20,
TFL CORPORATE,THE BOSTON CONSULTING GROUP UK LLP,Management & Support Consultancy,1001\5109118220,2017-08-16,705566.00,
SURFACE TRANSPORT CORP,VOLKER FITZPATRICK LTD,Contracted Services - Highway Bridges,1002\5109111874,2017-07-26,676493.39,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900052916,2017-08-09,671050.00,
TFL CORPORATE,THE BOSTON CONSULTING GROUP UK LLP,Management & Support Consultancy,1001\5109097521,2017-07-26,667038.00,
LONDON UNDERGROUND LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1005\5109122701,2017-08-07,657551.94,
LONDON UNDERGROUND LTD,C SPENCER LIMITED,MR Construction Costs,1005\5109131355,2017-08-16,629989.48,
TFL CORPORATE,NETWORK RAIL,Planning & Development Consultancy,1001\5109110611,2017-07-31,617823.05,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109127856,2017-08-16,601666.93,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Management & Support Consultancy,1020\5109120111,2017-08-16,599000.00,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5109126485,2017-08-16,598188.83,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900039413,2017-08-18,598022.74,
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,Borough Services - Claim Against Pr Yr Accrual,1002\1900052961,2017-08-14,595013.83,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109116155,2017-08-02,587208.68,
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109105774,2017-07-26,580948.66,
LUL NOMINEE SSL LIMITED,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Telecommunications Equipment,1031\5109119771,2017-07-26,578207.06,
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,Civil Engineering Construction Works,1020\5109126505,2017-08-07,572488.55,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900039420,2017-08-18,568779.75,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901533351,2017-07-31,564369.00,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800034428,2017-07-31,563402.00,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Bombardier Capability Payments,1033\5109125180,2017-08-02,560561.57,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109124880,2017-08-02,550100.95,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,Operator Costs,1007\5109111697,2017-08-07,544834.46,
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services - Claim Against Pr Yr Accrual,1002\1900052940,2017-08-14,528375.80,
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109127465,2017-08-16,514939.48,
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Telecommunications Equipment,1033\5109119766,2017-07-26,513573.31,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900039414,2017-08-18,509956.56,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Road Maintenance,1002\5109124945,2017-08-02,504766.91,
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,Purchase of Associates Loan Notes (Activity),1004\5109112398,2017-08-14,499179.29,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900199089,2017-08-07,498837.43,
RAIL FOR LONDON LIMITED,HOCHTIEF UK CONSTRUCTION LTD,Civil Engineering Construction Works,1020\5109129765,2017-08-14,491663.97,
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,Civil Engineering Construction Works,1020\5109112342,2017-08-02,466576.73,
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,Maintenance of Telecommunications Equipment,1031\5109108627,2017-07-26,461108.39,
TUBELINES LTD,THALES RAIL SIGNALLING SOLUTIONS,Sub-Contractor,766627,2017-08-18,459295.39,
TUBELINES LTD,KONE PLC,Maintenance,765161,2017-07-28,457175.92,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900053002,2017-08-14,454125.70,
TUBELINES LTD,SCHWEERBAU GMBH & CO.KG,Hire Plant & Equipment,765570,2017-08-04,439800.00,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109124724,2017-08-02,436658.91,
RAIL FOR LONDON LIMITED,ARCADIS,Professional Engineering Services,1020\5109122618,2017-07-31,433851.84,
TFL CORPORATE,COMPUTACENTER,Software Maintenance,1001\5109101788,2017-07-24,429817.19,
TFL CORPORATE,KPMG,Management & Support Consultancy,1001\5109112603,2017-08-09,415232.88,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800034429,2017-07-31,412922.00,
LONDON UNDERGROUND LTD,SIEMENS,Traction Current,1005\5109111548,2017-08-07,400169.96,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,Borough Services,1002\1900052771,2017-07-31,399313.00,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Civil Engineering Construction Works,1002\5109115341,2017-08-07,397204.27,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109115342,2017-08-02,388180.20,
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,Purchase of Associates Loan Notes (Activity),1004\5109130371,2017-08-14,385775.00,
LONDON UNDERGROUND LTD,ATKINS LIMITED,Civil Engineering Construction Works,1005\5109123015,2017-08-16,385124.16,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900039360,2017-08-04,383613.82,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109134184,2017-08-16,382864.90,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109119899,2017-07-26,382864.90,
LONDON UNDERGROUND LTD,SPENCE LIMITED,Civil Engineering Construction Works,1005\5109127105,2017-08-09,381032.02,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900053011,2017-08-14,379021.73,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Maintenance Materials,1033\5109120091,2017-07-26,378847.62,
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance,765571,2017-08-04,377037.70,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109124738,2017-08-02,376995.18,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900052880,2017-08-14,368300.11,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900039415,2017-08-18,364985.31,
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1012\5109108575,2017-07-31,358200.00,
LUL NOMINEE SSL LIMITED,VOESTALPINE VAE UK LTD,Track General Maintenance,1031\5109115241,2017-07-31,347952.81,
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,Ticket & Pass Production,1004\5109110992,2017-08-09,346800.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900052901,2017-08-09,342835.49,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900052660,2017-07-31,341339.78,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109108772,2017-07-26,340441.98,
TFL CORPORATE,CAP GEMINI UK PLC,Computer Hardware,1001\5109105061,2017-07-26,339255.83,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900052984,2017-08-14,335085.63,
TUBELINES LTD,KONE PLC,Maintenance,765568,2017-08-04,332341.98,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,766224,2017-08-11,331573.01,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Road Maintenance,1002\5109117024,2017-08-02,323821.40,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109100769,2017-07-24,319705.78,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109106946,2017-07-24,319705.78,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900199026,2017-07-26,319435.32,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Road Maintenance,1002\5109115418,2017-08-02,314510.10,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1005\5109102313,2017-07-26,313494.69,
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109120757,2017-08-02,312754.34,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,766225,2017-08-11,312625.98,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109120127,2017-07-31,310991.58,
SURFACE TRANSPORT CORP,THE CITY OF LONDON POLICE,MPS Employment Costs SM,1002\5109111849,2017-08-02,309334.00,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900039417,2017-08-18,305586.97,
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,VCS Repayments & Commission,1008\1900004098,2017-08-07,302194.45,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,766228,2017-08-11,300786.28,
TRANSPORT TRADING LTD,ABM GROUP UK LTD,Office Cleaning,1004\5109122656,2017-08-16,297491.07,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,766226,2017-08-11,296216.42,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1005\5109122655,2017-08-16,294458.05,
LONDON UNDERGROUND LTD,DELOITTE,Management & Support Consultancy,1005\5109113180,2017-08-09,285348.75,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109122365,2017-08-16,283456.90,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109111624,2017-08-02,281639.04,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109106454,2017-08-07,280657.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900053034,2017-08-14,278496.85,
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,766231,2017-08-11,275861.65,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Road Maintenance,1002\5109116146,2017-08-02,269715.56,
TUBELINES LTD,MCGINLEY SUPPORT SERVICES LTD,Track Labour,767664,2017-08-11,268363.24,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900052970,2017-08-14,267631.20,
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1031\5109122359,2017-08-16,267594.43,
SURFACE TRANSPORT CORP,ASHURST LLP,Legal Fees,1002\5109112403,2017-07-26,265982.10,
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1031\5109111615,2017-08-02,265776.59,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,766229,2017-08-11,265752.15,
PUBLIC CARRIAGE OFFICE,NSL LTD,PCO Outsourced Services,1003\5109110823,2017-07-26,264999.86,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109108741,2017-07-26,264660.00,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109115792,2017-08-09,264000.00,
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,Borough Services - Claim Against Pr Yr Accrual,1002\1900052861,2017-08-09,262330.00,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901533395,2017-07-31,261476.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900052765,2017-07-31,257794.35,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052782,2017-07-31,257559.18,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109111710,2017-07-26,255195.34,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109119856,2017-08-16,255195.34,
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1033\5109108614,2017-07-26,254885.03,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Security,764786,2017-08-04,253231.81,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109127374,2017-08-07,248557.11,
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,Professional Engineering Services,1020\5109125813,2017-08-07,248476.77,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109129758,2017-08-16,243572.84,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5109123060,2017-08-16,243350.00,
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1002\5109120810,2017-08-16,241989.04,
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services - Claim Against Pr Yr Accrual,1002\1900052939,2017-08-14,238370.00,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901494276,2017-07-25,238223.32,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,765070,2017-07-28,238158.93,
