Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,TLT CLIENT ACCOUNT,Purchase of Land & Buildings,1005\1900208633,2019-04-26,2500000.00,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109522188,2019-04-24,2478697.10,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109505942,2019-04-24,2336417.45,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042340,2019-04-26,2104955.27,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042337,2019-04-26,1987957.53,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042353,2019-04-26,1954274.84,
TFL CORPORATE,COMPUTACENTER,Computer Hardware,1001\5109505794,2019-04-17,1904419.79,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109505321,2019-04-10,1852661.06,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900042295,2019-04-12,1787215.14,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109502460,2019-04-10,1755387.00,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900042355,2019-04-26,1696404.00,
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109508833,2019-04-12,1677630.94,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900042351,2019-04-26,1668726.05,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109513211,2019-04-10,1642077.51,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109506757,2019-04-01,1503669.86,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,Road Maintenance,1002\5109505566,2019-04-01,1497756.52,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509357,2019-04-10,1486479.97,
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Equipment Repairs & Maintenance,1031\5109512982,2019-04-10,1475746.18,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5109499967,2019-04-10,1468836.00,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1031\5109510708,2019-04-03,1411555.90,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109513508,2019-04-24,1402372.90,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARKING & DAGENHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900058532,2019-04-10,1393000.00,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109495431,2019-04-08,1390905.03,
TFL CORPORATE,KPMG,Planning & Development Consultancy,1001\5109493878,2019-04-18,1351685.94,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109523819,2019-04-26,1336335.52,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109500758,2019-04-03,1262311.48,
LONDON UNDERGROUND LTD,LONDON PENSIONS FUND AUTHORITY,Payroll Suspense,1005\1900208273,2019-04-01,1254603.00,
LUL NOMINEE BCV LIMITED,SIEMENS,Signalling Systems,1033\5109507535,2019-04-24,1234625.29,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Road Maintenance,1002\5109502505,2019-04-01,1200536.56,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109505729,2019-04-01,1197076.39,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900042349,2019-04-26,1125505.45,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5109522848,2019-04-24,1084411.44,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109505318,2019-04-10,1070000.00,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900042296,2019-04-12,1053842.72,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109515268,2019-04-10,1037268.49,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900042305,2019-04-12,1036293.87,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109505567,2019-04-01,1032675.21,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109505272,2019-04-01,983324.80,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109505939,2019-04-24,972677.77,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109513116,2019-04-10,941396.58,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900058471,2019-04-01,939738.00,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109502487,2019-04-01,907316.87,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900042341,2019-04-26,896163.21,
TFL CORPORATE,GOWLING WLG,Purchase of Land & Buildings,1001\1900065047,2019-04-08,886038.13,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109506517,2019-04-08,880073.17,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF NEWHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900058472,2019-04-01,865988.12,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042338,2019-04-26,860743.63,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109503201,2019-04-15,843111.80,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900042347,2019-04-26,827064.02,
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,Taxicard Funding,1002\1900058528,2019-04-10,823714.86,
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,Taxicard Funding,1002\1900058647,2019-04-26,822956.26,
LONDON UNDERGROUND LTD,REASSURE LIMITED,Management & Support Consultancy,1005\5109519676,2019-04-25,812554.39,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900058467,2019-04-01,811595.68,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109503039,2019-04-03,785948.92,
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,Civil Engineering Construction Works,1012\5109492383,2019-04-10,776850.35,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109508538,2019-04-25,773762.14,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1005\5109510722,2019-04-03,763365.17,
TFL CORPORATE,COMPUTACENTER,Software Maintenance,1001\5109512507,2019-04-24,742320.35,
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109513754,2019-04-24,725412.14,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109522264,2019-04-24,723993.45,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109508545,2019-04-25,720845.68,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109518028,2019-04-24,710471.30,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509356,2019-04-10,701894.20,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Management & Support Consultancy,1020\5109512177,2019-04-24,686106.88,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Management & Support Consultancy,1020\5109517518,2019-04-17,685481.28,
TFL CORPORATE,COMPUTACENTER,Software Maintenance,1001\5109512514,2019-04-24,683668.39,
LUL NOMINEE SSL LIMITED,INTERSERVE,Security Services (Guards),1031\5109499672,2019-04-01,682410.64,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109507825,2019-04-03,677163.51,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900058470,2019-04-01,671074.70,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,Contracted Services - Roads,1002\5109505171,2019-04-01,667957.45,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,Borough Services - Claim Against Pr Yr Accrual,1002\1900058590,2019-04-24,667610.29,
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109508834,2019-04-10,637742.63,
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1020\5109499514,2019-04-03,635427.06,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901664833,2019-04-02,592644.00,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109508569,2019-04-24,591685.62,
SURFACE TRANSPORT CORP,PINSENTS MASONS,Planning & Development Consultancy,1002\5109508738,2019-04-08,574036.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAVERING,Borough Services - Claim Against Pr Yr Accrual,1002\1900058468,2019-04-01,571747.89,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109508526,2019-04-25,559349.30,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900042342,2019-04-26,555911.62,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109500827,2019-04-15,553245.85,
SURFACE TRANSPORT CORP,PINSENTS MASONS,Planning & Development Consultancy,1002\5109502110,2019-04-01,550000.00,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Software Maintenance,1001\5109501479,2019-04-15,545895.00,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800038625,2019-04-05,528911.70,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900058469,2019-04-01,525692.48,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509329,2019-04-17,522133.51,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900042307,2019-04-12,520744.65,
TFL CORPORATE,O2 UK LTD,Software Maintenance,1001\5109503087,2019-04-01,516599.00,
LUL NOMINEE BCV LIMITED,GBM SERVICES LTD,Operational Cleaning,1033\5109522205,2019-04-24,511827.45,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509349,2019-04-10,508663.26,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109492880,2019-04-01,504740.14,
RAIL FOR LONDON LIMITED,PROGRESS RAIL SERVICES UK LTD,Professional Engineering Services,1020\5109513172,2019-04-05,495035.61,
TFL CORPORATE,NETWORK RAIL,Planning & Development Consultancy,1001\5109504546,2019-04-15,493727.04,
LONDON UNDERGROUND LTD,TURNER & TOWNSEND LLP,Management & Support Consultancy,1005\5109509383,2019-04-17,491502.84,
LONDON UNDERGROUND LTD,OTB ENGINEERING LTD,MR Construction Costs,1005\5109513519,2019-04-08,483670.28,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109518020,2019-04-15,483342.66,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109517882,2019-04-26,478986.53,
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1033\5109507321,2019-04-01,474011.24,
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1031\5109497209,2019-04-10,465912.51,
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1031\5109503072,2019-04-03,458596.80,
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109496516,2019-04-01,453116.83,
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,Operational Cleaning,1031\5109522202,2019-04-24,452664.99,
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,Civil Engineering Construction Works,1031\5109514593,2019-04-17,443810.97,
TFL CORPORATE,COMPUTACENTER,Computer Hardware,1001\5109492752,2019-04-03,434474.32,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5109509191,2019-04-26,430000.00,
SURFACE TRANSPORT CORP,ATKINS LIMITED,Professional Engineering Services,1002\5109513733,2019-04-24,429838.01,
LONDON UNDERGROUND LTD,CLANCY DOCWRA LTD,Civil Engineering Construction Works,1005\5109522914,2019-04-24,428720.07,
LONDON UNDERGROUND LTD,NATIVE LAND LTD,Planning & Development Consultancy,1005\5109522834,2019-04-24,419815.16,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109522318,2019-04-24,413090.57,
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,Civil Engineering Construction Works,1012\5109502938,2019-04-17,412950.00,
TRANSPORT TRADING LTD,HEATHROW EXPRESS,JFT Suspense  - TTL,1004\1901665667,2019-04-10,412793.10,
TFL CORPORATE,GREATER LONDON AUTHORITY,Management & Support Consultancy,1001\5109496230,2019-04-03,408390.00,
TUBE LINES LTD,AURORA LIFTS LTD,Maintenance,805162,2019-04-03,403711.97,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509347,2019-04-08,402307.66,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5109505842,2019-04-15,400950.00,
RAIL FOR LONDON LIMITED,RAIL OPERATIONS (UK) LTD,Vehicle Repairs & Maintenance,1020\5109507635,2019-04-12,399297.03,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109496541,2019-04-01,399187.76,
TRANSPORT TRADING LTD,TECHNOLOGY DESKING LIMITED,Furniture & Equipment,1004\5109505172,2019-04-01,391684.50,
LUL NOMINEE SSL LIMITED,INTERSERVE,Track General Maintenance,1031\5109506139,2019-04-24,391088.00,
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109508835,2019-04-10,380952.44,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109501561,2019-04-15,377796.91,
LUL NOMINEE BCV LIMITED,INTERSERVE,Track General Maintenance,1033\5109506130,2019-04-24,377702.51,
DOCKLANDS LIGHT RAILWAY,RJ POWER RAIL LIMITED,Civil Engineering Construction Works,1012\5109505686,2019-04-01,376541.20,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5109505852,2019-04-15,375887.50,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109512858,2019-04-18,365584.57,
RAIL FOR LONDON LIMITED,KELTBRAY LIMITED,Civil Engineering Construction Works,1020\5109496977,2019-04-01,363205.29,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5109505850,2019-04-15,361565.00,
LUL NOMINEE BCV LIMITED,MARL INTERNATIONAL LTD,Maintenance Materials,1033\5109520840,2019-04-18,350000.00,
DOCKLANDS LIGHT RAILWAY,MACE LTD,Professional Engineering Services,1012\5109497841,2019-04-10,349565.24,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109522209,2019-04-24,349309.56,
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,Vehicle Repairs & Maintenance,1006\5109497025,2019-04-03,348480.00,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900042343,2019-04-26,348322.62,
LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109513165,2019-04-10,346755.66,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109508688,2019-04-26,342283.44,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800038624,2019-04-05,339770.00,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900042352,2019-04-26,335523.85,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901665580,2019-04-03,327500.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109501569,2019-04-15,325330.45,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109513872,2019-04-10,321522.43,
TUBE LINES LTD,SIEMENS,Traffic Signals,1025\5109500250,2019-04-15,317091.87,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109500833,2019-04-15,316211.77,
LONDON UNDERGROUND LTD,LYNCH I.E.I. LIMITED,MR Construction Costs,1005\5109518606,2019-04-17,315506.18,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109501590,2019-04-15,311398.03,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109516783,2019-04-17,307893.60,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900065064,2019-04-05,307523.22,
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,Planning & Development Consultancy,1005\5109513029,2019-04-24,302916.64,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Vehicle Repairs & Maintenance,1006\5109494297,2019-04-03,300706.00,
TFL CORPORATE,QINETIQ COMMERCE DECISIONS LTD.,Software Maintenance,1001\5109492964,2019-04-03,300000.00,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109505070,2019-04-01,298789.63,
LUL NOMINEE BCV LIMITED,SIEMENS,Signalling Systems,1033\5109515860,2019-04-24,293914.23,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5109505845,2019-04-15,292906.25,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5109502995,2019-04-01,292230.63,
DOCKLANDS LIGHT RAILWAY,AECOM INFRASTRUCTURE & ENVIR UK LTD,Professional Engineering Services,1012\5109513170,2019-04-10,290812.52,
TFL CORPORATE,KPMG,Planning & Development Consultancy,1001\5109513721,2019-04-10,286216.25,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\1901665845,2019-04-26,285024.35,
LUL NOMINEE SSL LIMITED,GIFFEN GROUP LTD,Civil Engineering Construction Works,1031\5109514760,2019-04-24,282700.21,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109509394,2019-04-17,281685.57,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900058527,2019-04-10,277400.00,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109512199,2019-04-25,276078.50,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109493519,2019-04-03,269655.61,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109486782,2019-04-01,268260.61,
TFL CORPORATE,TNS UK LTD,Planning & Development Consultancy,1001\5109505512,2019-04-01,267879.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109514274,2019-04-08,263461.21,
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5109495798,2019-04-08,262665.00,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109506460,2019-04-01,261945.13,
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,CCS Service Contract,1002\5109502288,2019-04-10,261223.33,
LONDON UNDERGROUND LTD,LYNCH I.E.I. LIMITED,MR Construction Costs,1005\5109504401,2019-04-01,260789.61,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109500838,2019-04-15,260000.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109517878,2019-04-26,259050.50,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Civil Engineering Construction Works,1005\5109505697,2019-04-01,257116.49,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109508529,2019-04-25,255488.07,
