Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900044289,2020-05-29,2056184.20,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109764754,2020-05-27,2052668.76,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900044220,2020-05-15,1897628.33,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900044305,2020-05-29,1897172.88,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109760942,2020-05-13,1868214.29,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109761241,2020-05-13,1652444.93,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Highway Bridges,1002\5109745984,2020-05-04,1614368.53,
TFL CORPORATE,ARCO LTD,Protective Clothing,1001\5109759825,2020-05-18,1575000.00,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5109756164,2020-05-04,1549958.00,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900044303,2020-05-29,1469228.80,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900044301,2020-05-29,1316129.28,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109751510,2020-05-26,1290205.50,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900044290,2020-05-29,1261737.04,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900044307,2020-05-29,1218758.56,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Highway Bridges,1002\5109759228,2020-05-27,1018693.40,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109752923,2020-05-13,1014984.91,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109760945,2020-05-13,1012500.00,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900044228,2020-05-15,997860.77,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109755555,2020-05-04,991444.27,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109751306,2020-05-13,983888.89,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109754995,2020-05-28,972677.77,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900044293,2020-05-29,955934.43,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109757498,2020-05-18,949999.05,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900044218,2020-05-15,948638.88,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5109762472,2020-05-20,879477.54,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900044299,2020-05-29,862681.27,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109751330,2020-05-04,825963.58,
LONDON BUS SERVICES LTD,BAMFORD BUS COMPANY LIMITED,Vehicle Purchases,1006\5109739584,2020-05-04,812652.84,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109736330,2020-05-04,799505.54,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109759282,2020-05-29,780212.79,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900064790,2020-05-04,765000.00,
DOCKLANDS LIGHT RAILWAY,CONST. Y AUX. DE FERROCARRILES S.A,Vehicle Purchases,1012\5109751100,2020-05-07,738651.03,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109745463,2020-05-06,730423.35,
TFL CORPORATE,ESRI (UK) LIMITED,Software Maintenance,1001\5109758299,2020-05-27,700000.00,
LONDON UNDERGROUND LTD,TOWER SUPPLIES,Signalling Systems,1005\5109761205,2020-05-27,700000.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900064805,2020-05-20,640552.08,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,MR Construction Costs,1005\5109756544,2020-05-06,629191.34,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109761958,2020-05-27,622061.37,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900064871,2020-05-27,621234.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF RICHMOND UPON THAMES,Borough Services - Claim Against Pr Yr Accrual,1002\1900064789,2020-05-04,616333.00,
SURFACE TRANSPORT CORP,INTEROUTE NETWORK LTD,Maintenance of Telecommunications Equipment,1002\5109748318,2020-05-13,610419.96,
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,Computer Hardware,1012\5109762451,2020-05-28,605450.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901672684,2020-05-06,601692.00,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109755037,2020-05-04,598681.86,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900044296,2020-05-29,598019.06,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Professional Engineering Services,1020\5109751942,2020-05-20,592227.37,
SURFACE TRANSPORT CORP,SILVERTOWN HOMES LIMITED,Building Maintenance & Repairs,1002\5109739329,2020-05-07,560499.42,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900044230,2020-05-15,545076.60,
TRANSPORT TRADING LTD,CONNECTED LIVING LONDON (BTR) LTD,Direct Construction Cost,1004\1901672852,2020-05-27,526272.00,
LONDON UNDERGROUND LTD,TOWER SUPPLIES,Signalling Systems,1005\5109764068,2020-05-20,525000.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109745455,2020-05-06,510548.19,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109751525,2020-05-18,508891.43,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900064940,2020-05-05,485647.69,
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109757419,2020-05-11,479708.74,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,Operator Costs,1007\5109754918,2020-05-27,476186.35,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5109742071,2020-05-04,475959.85,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,Operator Costs,1007\5109740543,2020-05-06,466462.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109759386,2020-05-29,465227.15,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Civil Engineering Construction Works,1012\5109764104,2020-05-20,464094.00,
DOCKLANDS LIGHT RAILWAY,CONST. Y AUX. DE FERROCARRILES S.A,Vehicle Purchases,1012\5109751098,2020-05-07,461924.44,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900064787,2020-05-04,446572.23,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109758165,2020-05-18,435684.91,
LONDON UNDERGROUND LTD,OTIS LIMITED,MR Construction Costs,1005\5109755842,2020-05-20,431739.09,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109760976,2020-05-27,410846.62,
LONDON UNDERGROUND LTD,HMRC,Payroll Suspense,1005\1900214098,2020-05-22,403007.00,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109748749,2020-05-13,396958.82,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900064788,2020-05-04,383375.62,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109764674,2020-05-27,372253.58,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109754217,2020-05-20,371868.78,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109751734,2020-05-18,371074.89,
LUL NOMINEE BCV LIMITED,SIEMENS,Signalling Systems,1033\5109756126,2020-05-27,367312.94,
TFL CORPORATE,CPO,Purchase of Land & Buildings,1001\1900070688,2020-05-04,364225.00,
TFL CORPORATE,LEMONGRASS CONSULTING LIMITED,Computer Software,1001\5109764584,2020-05-26,357542.25,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109748744,2020-05-13,356050.61,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109740037,2020-05-11,352618.00,
TRANSPORT TRADING LTD,GLOBAL OUTDOOR MEDIA LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109752247,2020-05-11,352230.16,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900044265,2020-05-29,351756.63,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900064801,2020-05-20,347800.02,
LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109757512,2020-05-06,346881.65,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109751611,2020-05-18,338127.14,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901672659,2020-05-06,332500.00,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5109741741,2020-05-27,329434.59,
TRANSPORT TRADING LTD,BEMROSEBOOTH LIMITED,Ticket & Pass Production,1004\5109748279,2020-05-13,321000.00,
TFL CORPORATE,SPECIALIST COMPUTER CENTRES LTD,Software Maintenance,1001\5109755948,2020-05-27,318254.67,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900044304,2020-05-29,316526.15,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109754307,2020-05-20,315476.31,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900044294,2020-05-29,312516.72,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109754892,2020-05-27,299539.57,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109763821,2020-05-20,291326.97,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109761439,2020-05-20,286415.12,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109749157,2020-05-13,276079.13,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109745462,2020-05-18,275469.56,
SURFACE TRANSPORT CORP,ASHURST LLP,Legal Fees,1002\5109748756,2020-05-04,274059.40,
TFL CORPORATE,DAISY COMMUNICATIONS LTD,Computer Hardware,1001\5109764303,2020-05-27,273115.80,
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,Building Maintenance & Repairs,1031\5109738336,2020-05-20,264714.48,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5109761669,2020-05-18,264484.64,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900064791,2020-05-04,262569.00,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5109748648,2020-05-13,259565.73,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5109757692,2020-05-06,257445.60,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1005\5109758838,2020-05-27,256068.15,
TUBE LINES LTD,RAIL SAFETY & STANDARDS BOARD,Other Professional Fees,1025\5109758173,2020-05-20,255250.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109751588,2020-05-18,253279.00,
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5109763497,2020-05-19,253034.54,
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,Planning & Development Consultancy,1005\5109756290,2020-05-27,250801.58,
TFL CORPORATE,ATKINS LIMITED,Planning & Development Consultancy,1001\5109758122,2020-05-27,249951.60,
TFL CORPORATE,TNS UK LTD,Planning & Development Consultancy,1001\5109751154,2020-05-13,249924.00,
TFL CORPORATE,LINKS SIGNS LTD,Non Permanent Signage And Way Finding,1001\5109764057,2020-05-21,249610.00,
TFL CORPORATE,NETWORK RAIL,Planning & Development Consultancy,1001\5109757525,2020-05-27,248388.93,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5109744972,2020-05-04,246800.00,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900070721,2020-05-06,243987.91,
LONDON UNDERGROUND LTD,TOWER SUPPLIES,Signalling Systems,1005\5109766649,2020-05-27,240000.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900064786,2020-05-04,239038.75,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5109763418,2020-05-27,238514.04,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Computer Hardware,1005\5109739913,2020-05-04,237862.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901672737,2020-05-06,236208.00,
LONDON UNDERGROUND LTD,BOMBARDIER TRANSPORT UK,Fleet Tsssa Contract,1005\5109766524,2020-05-27,235978.27,
LONDON UNDERGROUND LTD,BOMBARDIER TRANSPORT UK,Fleet Tsssa Contract,1005\5109766528,2020-05-27,235978.27,
TFL CORPORATE,HP INC UK LTD,Computer Hardware,1001\5109756382,2020-05-20,232041.23,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109763819,2020-05-20,231282.27,
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,Computer Hardware,1012\5109762464,2020-05-20,230205.76,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109760944,2020-05-13,229578.47,
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Photography & Video,1004\5109766486,2020-05-27,228583.33,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900044255,2020-05-29,227049.68,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5109751125,2020-05-04,224618.51,
LONDON UNDERGROUND LTD,SANDS BUSINESS SOLUTIONS LTD,Software Maintenance,1005\5109740244,2020-05-14,220098.00,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5109758103,2020-05-27,219914.04,
TFL CORPORATE,TURNER & TOWNSEND LLP,Management & Support Consultancy,1001\5109756598,2020-05-27,219302.60,
SURFACE TRANSPORT CORP,CSTS LTD,Maintenance of Plant & Equipment,1002\5109761573,2020-05-27,219214.71,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901672853,2020-05-27,217773.72,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109756125,2020-05-18,214963.26,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Civil Engineering Construction Works,1012\5109754750,2020-05-04,213409.77,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5109759910,2020-05-13,210884.63,
TRANSPORT TRADING LTD,GLOBAL OUTDOOR MEDIA LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109747585,2020-05-04,207289.50,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109749151,2020-05-13,206809.68,
LONDON UNDERGROUND LTD,NATIVE LAND LTD,Planning & Development Consultancy,1005\5109756575,2020-05-04,201423.62,
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,MR Construction Costs,1005\5109759492,2020-05-18,195911.50,
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5109761208,2020-05-18,194294.21,
TUBE LINES LTD,INSIGHT DIRECT UK LIMITED,Software Maintenance,1025\5109738155,2020-05-18,192168.00,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900044252,2020-05-29,190608.92,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109758124,2020-05-06,186323.42,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900064796,2020-05-20,184638.34,
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5109764689,2020-05-27,183515.41,
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1020\5109748033,2020-05-13,183260.40,
LONDON UNDERGROUND LTD,NCP SERVICES LTD,Costs of Disp Inv Prop - TTL Planning,1005\5109754689,2020-05-20,183242.92,
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005\5109755548,2020-05-27,183224.61,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109754236,2020-05-20,182425.81,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109758123,2020-05-06,182224.50,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900044306,2020-05-29,180070.01,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900044262,2020-05-29,177601.09,
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5109761257,2020-05-18,175252.20,
TFL CORPORATE,OVE ARUP & PARTNERS LTD,Planning & Development Consultancy,1001\5109754555,2020-05-04,174870.14,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900044257,2020-05-29,173160.76,
SURFACE TRANSPORT CORP,CAPITA SYMONDS LTD,Software Maintenance,1002\5109755117,2020-05-27,172128.00,
TFL CORPORATE,SHL GROUP LTD,Recruitment Agency Fees,1001\5109754459,2020-05-06,169812.50,
SURFACE TRANSPORT CORP,INTEROUTE NETWORK LTD,Telephony Fixed,1002\5109748274,2020-05-13,168368.77,
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,Professional Engineering Services,1012\5109751341,2020-05-04,168172.17,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109745452,2020-05-06,167208.59,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109755743,2020-05-04,164256.97,
TFL CORPORATE,COMPUTACENTER PLC,Computer Consumables,1001\5109758134,2020-05-27,164239.70,
TRANSPORT TRADING LTD,AUSTRIA CARD GESELLSCHAFT M.B.H.,Ticket & Pass Production,1004\5109744610,2020-05-06,163380.00,
DOCKLANDS LIGHT RAILWAY,DELATIM LIMITED,Civil Engineering Construction Works,1012\5109754476,2020-05-12,162809.10,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Vehicle Repairs & Maintenance,1006\5109751743,2020-05-20,162520.46,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109754268,2020-05-20,161284.75,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5109762134,2020-05-27,161030.00,
TRANSPORT TRADING LTD,BEMROSEBOOTH LIMITED,Ticket & Pass Production,1004\5109756529,2020-05-27,160500.00,
TFL CORPORATE,OVE ARUP & PARTNERS LTD,Planning & Development Consultancy,1001\5109762355,2020-05-27,160000.00,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109752407,2020-05-20,159406.24,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900044256,2020-05-29,158785.88,
SURFACE TRANSPORT CORP,PELL FRISCHMANN CONSULTANTS LTD,Contracted Services - Highway Bridges,1002\5109761433,2020-05-27,158487.47,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Professional Engineering Services,1005\5109751984,2020-05-27,157957.68,
SURFACE TRANSPORT CORP,CSTS LTD,Contracted Services - Tunnels,1002\5109748693,2020-05-13,157692.61,
LONDON UNDERGROUND LTD,DELOITTE,Management & Support Consultancy,1005\5109752105,2020-05-20,157553.75,
LUL NOMINEE SSL LIMITED,LENDLEASE JACOBS JOINT VENTURE,MR Construction Costs,1031\5109756100,2020-05-04,156936.68,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109764350,2020-05-27,156766.17,
