Organisational Unit,Payment Date,Amount,Beneficiary Name
Soc Serv Adults,2014-12-08,501.16,YORKSHIRE HOUSING LTD
Soc Serv Adults,2014-12-08,958.44,YORKSHIRE HOUSING LTD
Soc Serv Adults,2014-12-08,2756.38,YORKSHIRE HOUSING LTD
Soc Serv Children & Young Peop,2014-12-30,2500.00,COTTINGLEY CORNERSTONE CENTRE
Soc Serv Children & Young Peop,2014-12-22,19500.00,PREMIER SIPP - 41 BANK STREET
Localities,2014-12-15,900.00,FRIZINGHALL COMMUNITY ASSOCIATION
Localities,2014-12-30,11659.17,LIDGET GREEN PRIMARY SCHOOL
Financial Services,2014-12-12,6527.00,MAZARS LLP
Financial Services,2014-12-12,24561.00,MAZARS LLP
Financial Services,2014-12-15,2000.00,MAZARS LLP
Pensions & Investments,2014-12-12,4854.00,MAZARS LLP
Pensions & Investments,2014-12-19,644.00,SGS UNITED KINGDOM LTD
Pensions & Investments,2014-12-10,57085.00,AON HEWITT
Education Client Team,2014-12-01,8514.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-01,2376.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-01,37597.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-01,45513.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-19,24140.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-19,10091.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-19,6727.00,PROSPECTS SERVICES LTD
Education Client Team,2014-12-19,10284.00,PROSPECTS SERVICES LTD
Soc Serv Adults,2014-12-19,25000.00,AGE UK BRADFORD AND DISTRICT
Soc Serv Adults,2014-12-15,8814.82,HUNTLEIGH HEALTHCARE LTD
Soc Serv Adults,2014-12-15,2491.92,HUNTLEIGH HEALTHCARE LTD
Soc Serv Adults,2014-12-30,2997.20,HUNTLEIGH HEALTHCARE LTD
Soc Serv Adults,2014-12-19,84480.08,THE CARER'S RESOURCE
Soc Serv Adults,2014-12-24,11456.58,BRADFORD HOSPITAL NHS TRUST
Soc Serv Adults,2014-12-08,208603.90,SAINT JOHN OF GOD HOSPITALLER SERVI
Democratic Services,2014-12-03,2306.35,MEDIACOM NORTH LTD
Democratic Services,2014-12-12,853.34,MEDIACOM NORTH LTD
Democratic Services,2014-12-12,865.06,MEDIACOM NORTH LTD
Democratic Services,2014-12-22,804.25,MEDIACOM NORTH LTD
Democratic Services,2014-12-24,2060.29,MEDIACOM NORTH LTD
Development Services,2014-12-03,2949.09,MEDIACOM NORTH LTD
Development Services,2014-12-12,2133.33,MEDIACOM NORTH LTD
Development Services,2014-12-12,1775.59,MEDIACOM NORTH LTD
Development Services,2014-12-22,545.47,MEDIACOM NORTH LTD
Legal Services,2014-12-03,6826.67,MEDIACOM NORTH LTD
Legal Services,2014-12-12,1023.99,MEDIACOM NORTH LTD
Legal Services,2014-12-12,2048.00,MEDIACOM NORTH LTD
Legal Services,2014-12-22,682.67,MEDIACOM NORTH LTD
Markets,2014-12-08,5650.00,ENVENTURE CONSULTANCY LTD
Markets,2014-12-05,6525.12,JB DISPLAY SERVICES LTD
Soc Serv Children & Young Peop,2014-12-17,795.00,HOLLIDAY CREATIVE MARKETING
"Theatres, Arts & Festivals",2014-12-03,4895.00,MEDIACOM NORTH LTD
"Theatres, Arts & Festivals",2014-12-03,4272.00,MEDIACOM NORTH LTD
"Theatres, Arts & Festivals",2014-12-03,847.00,MEDIACOM NORTH LTD
"Theatres, Arts & Festivals",2014-12-03,2073.70,MEDIACOM NORTH LTD
"Theatres, Arts & Festivals",2014-12-12,1885.02,MEDIACOM NORTH LTD
Emp Relations & Resourcing,2014-12-12,5600.00,GATENBY SANDERSON
Emp Relations & Resourcing,2014-12-12,5014.00,GATENBY SANDERSON
Emp Relations & Resourcing,2014-12-24,3460.75,GATENBY SANDERSON
Emp Relations & Resourcing,2014-12-30,550.00,GATENBY SANDERSON
Emp Relations & Resourcing,2014-12-03,798.06,MEDIACOM NORTH LTD
Emp Relations & Resourcing,2014-12-12,828.50,MEDIACOM NORTH LTD
Legal Services,2014-12-19,1092.03,CLARE GARNHAM
Legal Services,2014-12-19,1101.04,CLARE GARNHAM
Legal Services,2014-12-03,4643.61,FARZANA TAI
Legal Services,2014-12-10,929.57,GUY SWIFFEN
Legal Services,2014-12-19,821.27,GUY SWIFFEN
Legal Services,2014-12-17,1400.00,IVAN HARRISON
Legal Services,2014-12-10,4057.00,MISS GEMMA MEREDITH-DAVIES
Legal Services,2014-12-12,6152.00,PHIL BOOTH
Legal Services,2014-12-08,1306.80,SIMON BURROWS
Soc Serv Adults,2014-12-19,6608.95,SOVA HEALTH CARE
Soc Serv Adults,2014-12-19,5287.16,SOVA HEALTH CARE
Soc Serv Adults,2014-12-24,5287.16,SOVA HEALTH CARE
Soc Serv Adults,2014-12-19,637.00,CARE UNIQUE LTD
Soc Serv Adults,2014-12-19,4849.13,DIGNICARE LIMITED
Soc Serv Children & Young Peop,2014-12-15,30313.61,BUTTERSHAW BUSINESS & ENTER COLLEGE
Soc Serv Children & Young Peop,2014-12-05,11445.21,ST JOSEPHS CATHOLIC COLLEGE
Soc Serv Children & Young Peop,2014-12-15,7065.45,WESTMINSTER (CE) PRIMARY SCHOOL
Highways Asset Management,2014-12-08,744.50,LAFARGE TARMAC TRADING LIMITED
Highways Asset Management,2014-12-08,820.26,LAFARGE TARMAC TRADING LIMITED
Plans & Performance,2014-12-12,759.27,ANDREW NEAL
Facilities Management,2014-12-12,612.61,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-12,3168.92,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-12,1458.75,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-12,1100.00,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-15,1339.60,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-17,779.80,R T REFRIGERATION & AIR CONDTIONING
Facilities Management,2014-12-17,1288.86,R T REFRIGERATION & AIR CONDTIONING
Housing,2014-12-03,1208.11,ACANTHUS WSM ARCHITECTS
Housing,2014-12-19,1208.11,ACANTHUS WSM ARCHITECTS
Housing,2014-12-30,1608.30,SNAPE MUNROE COMMERCIAL BUILDING
CT&S,2014-12-05,11614.90,A.I.R LTD
CT&S,2014-12-03,46800.00,ATG PRODUCTIONS
CT&S,2014-12-12,10911.40,AVALON PROMOTIONS LTD
CT&S,2014-12-19,3535.03,BEYOND THE BARRICADE LTD
CT&S,2014-12-19,8081.81,CHAMBERS MGT TOURING LTD
CT&S,2014-12-19,4489.61,ENTERTAINERS (Magic of Motown ) LTD
CT&S,2014-12-03,5099.72,FIERY LIGHT AQUA LTD
CT&S,2014-12-17,4818.98,HANDSHAKE LTD
CT&S,2014-12-03,27000.00,IMG ARTISTS (UK) LTD
CT&S,2014-12-03,2985.39,INDIVIDUAL ENTS LTD
CT&S,2014-12-12,800.00,IT'S MURDER (1999) LIMITED
CT&S,2014-12-12,2520.00,LAUGHLINES
CT&S,2014-12-17,1260.00,LAUGHLINES LTD
CT&S,2014-12-17,5353.28,NO THIRD ENTS LLP
CT&S,2014-12-05,3308.18,OPERA & BALLET INTERNATIONAL
CT&S,2014-12-19,3753.33,PARK PROMOTIONS LTD
CT&S,2014-12-12,9342.52,PHIL McINTYRE ENTS LTD
CT&S,2014-12-12,63484.73,PHINEAS TAYLOR LTD
CT&S,2014-12-19,7992.52,PURE RECORDS
CT&S,2014-12-03,72000.00,QDOS PANTOMIMES LTD
CT&S,2014-12-08,72000.00,QDOS PANTOMIMES LTD
CT&S,2014-12-15,72000.00,QDOS PANTOMIMES LTD
CT&S,2014-12-22,72000.00,QDOS PANTOMIMES LTD
CT&S,2014-12-22,72000.00,QDOS PANTOMIMES LTD
CT&S,2014-12-24,17881.51,SINGALONGA PRODUCTIONS LTD
CT&S,2014-12-05,2312.33,THE COMEDY STORE LTD
CT&S,2014-12-03,3360.00,WORLD ON STAGE LTD
Democratic Services,2014-12-19,550.00,BAND OF W YORKS FIRE & RESCUE SERVI
Economic Development Service,2014-12-22,5850.00,Q20 THEATRE
Landscape,2014-12-08,900.00,THE MAGNIFICENT AGENCY LTD
Localities,2014-12-01,600.00,PACO FIRST AID
"Museums, Galleries & Heritage",2014-12-03,649.33,YOUR CREATIVE BRAIN LTD
Soc Serv Children & Young Peop,2014-12-17,3295.52,A D WOODHEAD T/A WINDSTRUMENTS
Soc Serv Children & Young Peop,2014-12-17,2252.00,A D WOODHEAD T/A WINDSTRUMENTS
Soc Serv Children & Young Peop,2014-12-03,778.00,BECCY OWEN
Soc Serv Children & Young Peop,2014-12-15,600.00,BECCY OWEN
Soc Serv Children & Young Peop,2014-12-17,580.08,KALASANGAM
Soc Serv Children & Young Peop,2014-12-30,1000.00,Paritor Ltd
Soc Serv Children & Young Peop,2014-12-08,945.00,VICTORIA LORD
"Theatres, Arts & Festivals",2014-12-03,1891.90,CLASSICAL CONCERT CONSULTANCY
Soc Serv Children & Young Peop,2014-12-22,1015.34,CENTREPOINT SOHO LTD
Soc Serv Children & Young Peop,2014-12-30,639.47,CENTREPOINT SOHO LTD
Soc Serv Children & Young Peop,2014-12-30,2179.26,CENTREPOINT SOHO LTD
Soc Serv Children & Young Peop,2014-12-05,1304.61,LOCAL SOLUTIONS
Soc Serv Children & Young Peop,2014-12-05,792.00,NORLAND GUEST HOUSE LTD
Soc Serv Children & Young Peop,2014-12-05,14789.58,STONHAM HOUSING ASSOCIATION
Soc Serv Children & Young Peop,2014-12-30,1723.28,STONHAM HOUSING ASSOCIATION
Soc Serv Children & Young Peop,2014-12-30,1723.28,STONHAM HOUSING ASSOCIATION
Soc Serv Children & Young Peop,2014-12-30,1248.83,STONHAM HOUSING ASSOCIATION
Soc Serv Children & Young Peop,2014-12-30,1557.70,STONHAM HOUSING ASSOCIATION
Soc Serv Children & Young Peop,2014-12-19,3427.11,YORK ST JOHN UNIVERSITY
Soc Serv Children & Young Peop,2014-12-01,10000.00,AGE UK BRADFORD AND DISTRICT
Soc Serv Children & Young Peop,2014-12-01,10220.00,ANTP (BRADFORD DISTRICT)
Soc Serv Children & Young Peop,2014-12-01,20000.00,CARERS RESOURCE
Soc Serv Children & Young Peop,2014-12-01,4980.00,CARERS RESOURCE
Soc Serv Children & Young Peop,2014-12-01,7284.00,HALE HEALTH ACTION LOCAL ENGAGEMENT
Soc Serv Children & Young Peop,2014-12-01,6870.00,THE THORNBURY CENTRE
Facilities Management,2014-12-01,2284.50,ECONERGY LTD
Facilities Management,2014-12-15,1030.16,LIBERTY GAS GROUP LIMITED
Facilities Management,2014-12-15,746.41,LIBERTY GAS GROUP LIMITED
Facilities Management,2014-12-15,571.22,LIBERTY GAS GROUP LIMITED
Facilities Management,2014-12-17,559.16,LIBERTY GAS GROUP LIMITED
Pensions & Investments,2014-12-12,7175.00,SECTOR TREASURY SERVICES LTD
Soc Serv Children & Young Peop,2014-12-08,750.00,ADOPTION MATTERS
Soc Serv Children & Young Peop,2014-12-15,508.06,ADOPTION MATTERS
Soc Serv Children & Young Peop,2014-12-24,750.00,ADOPTION MATTERS
Soc Serv Children & Young Peop,2014-12-08,750.00,ADOPTION MATTERS
Soc Serv Children & Young Peop,2014-12-30,750.00,ADOPTION MATTERS
Soc Serv Children & Young Peop,2014-12-10,18000.00,BARNARDOS SOUTH EAST
Soc Serv Children & Young Peop,2014-12-19,18000.00,BRISTOL CITY COUNCIL
Soc Serv Children & Young Peop,2014-12-08,18000.00,CHESHIRE WEST AND CHESTER COUNCIL
Soc Serv Children & Young Peop,2014-12-05,1194.00,FAITH IN FAMILIES
Soc Serv Children & Young Peop,2014-12-15,27000.00,NOTTINGHAMSHIRE COUNTY COUNCIL
Facilities Management,2014-12-15,820.00,AARAN SHEET METAL LTD
Facilities Management,2014-12-05,572.00,AQUATRUST WATER & VENTILATION LTD
Facilities Management,2014-12-05,572.00,AQUATRUST WATER & VENTILATION LTD
Facilities Management,2014-12-30,572.00,AQUATRUST WATER & VENTILATION LTD
Facilities Management,2014-12-22,1292.50,AQUATRUST WATER & VENTILATION LTD
Facilities Management,2014-12-08,893.00,ARTISAN SECURITY DOORS
Facilities Management,2014-12-19,1185.65,LEEC LTD
Facilities Management,2014-12-08,1289.00,ROSSE SYSTEMS LTD
Facilities Management,2014-12-03,3839.68,S G ELLIS (ELECTRICAL CONTRACTORS)
Facilities Management,2014-12-15,507.09,S G ELLIS (ELECTRICAL CONTRACTORS)
Facilities Management,2014-12-19,773.18,S G ELLIS (ELECTRICAL CONTRACTORS)
Facilities Management,2014-12-15,1300.00,SALTS SECURITY SYSTEMS LTD
Facilities Management,2014-12-19,4000.00,SALTS SECURITY SYSTEMS LTD
Facilities Management,2014-12-08,514.28,AARAN SHEET METAL LTD
Facilities Management,2014-12-08,583.10,AARAN SHEET METAL LTD
Facilities Management,2014-12-08,503.10,AARAN SHEET METAL LTD
Facilities Management,2014-12-22,691.55,AARAN SHEET METAL LTD
Facilities Management,2014-12-22,708.07,AARAN SHEET METAL LTD
Facilities Management,2014-12-22,503.10,AARAN SHEET METAL LTD
Facilities Management,2014-12-05,64000.00,ACE ALUMINIUM & ARCHITECTURAL SERVI
Facilities Management,2014-12-22,125550.00,ACE ALUMINIUM & ARCHITECTURAL SERVI
Facilities Management,2014-12-08,1218.00,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-15,4037.85,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-15,25084.90,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-24,4230.00,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-24,3282.99,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-24,2272.50,ADVANCE CARPET TILES LTD
Facilities Management,2014-12-15,580.00,AJH PUMP SUPPLY & REPAIR LTD
Facilities Management,2014-12-15,1666.40,AJH PUMP SUPPLY & REPAIR LTD
Facilities Management,2014-12-30,1512.00,ALAN G NOBLE
Facilities Management,2014-12-08,4500.00,ALFRED BAGNALL & SONS (NORTH) LTD
Facilities Management,2014-12-12,55388.08,AQUA INTERIORS
Facilities Management,2014-12-15,502.98,AQUATRUST WATER & VENTILATION LTD
Facilities Management,2014-12-01,1709.00,ARTISAN SECURITY DOORS
Facilities Management,2014-12-22,1266.67,ATAG HEATING UK LTD
Facilities Management,2014-12-08,1086.02,BRADFABS LTD
Facilities Management,2014-12-08,5464.90,BROADFORD PLANT & TOOL HIRE
Facilities Management,2014-12-08,5464.90,BROADFORD PLANT & TOOL HIRE
Facilities Management,2014-12-08,588.80,BROADFORD PLANT & TOOL HIRE
Facilities Management,2014-12-12,574.00,BROADFORD PLANT & TOOL HIRE
Facilities Management,2014-12-30,995.00,BROADFORD PLANT & TOOL HIRE
Facilities Management,2014-12-08,1600.00,CONSTRUCTION DESIGN SOLUTIONS
Facilities Management,2014-12-19,975.00,DARVILLS REMOVALS & STORAGE LTD
Facilities Management,2014-12-22,695.00,DARVILLS REMOVALS & STORAGE LTD
Facilities Management,2014-12-17,9730.40,DAVISON FENCING LTD
Facilities Management,2014-12-30,6379.12,DAVISON FENCING LTD
Facilities Management,2014-12-01,1387.05,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-01,826.92,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-01,2132.96,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-05,30974.93,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-05,4920.00,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-05,17434.09,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-10,1275.00,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-10,5867.82,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-10,2572.57,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,721.19,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,512.30,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,3166.70,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,570.37,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,699.50,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-12,2897.32,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-22,648.59,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-22,1912.63,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-22,828.97,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-24,9069.02,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-24,740.16,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-24,1053.55,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-30,1483.00,EDMUNDSON ELECTRICAL LTD
Facilities Management,2014-12-08,650.00,EDWARD FOSTER & SONS (BFD) LTD
Facilities Management,2014-12-08,1300.00,EDWARD FOSTER & SONS (BFD) LTD
Facilities Management,2014-12-30,746.30,EDWARD FOSTER & SONS (BFD) LTD
Facilities Management,2014-12-01,94500.00,ELECKTEC LTD
Facilities Management,2014-12-01,600.00,ELECKTEC LTD
Facilities Management,2014-12-01,2523.00,ELECKTEC LTD
Facilities Management,2014-12-01,1000.00,ELECKTEC LTD
Facilities Management,2014-12-01,638.47,ELECKTEC LTD
Facilities Management,2014-12-01,570.49,ELECKTEC LTD
Facilities Management,2014-12-01,556.54,ELECKTEC LTD
Facilities Management,2014-12-08,756.11,ELECKTEC LTD
Facilities Management,2014-12-08,569.87,ELECKTEC LTD
Facilities Management,2014-12-12,666.69,ELECKTEC LTD
Facilities Management,2014-12-12,620.16,ELECKTEC LTD
Facilities Management,2014-12-12,1218.19,ELECKTEC LTD
Facilities Management,2014-12-12,523.79,ELECKTEC LTD
Facilities Management,2014-12-22,584.68,ELECKTEC LTD
Facilities Management,2014-12-24,1580.40,ELECKTEC LTD
Facilities Management,2014-12-08,807.52,ELLISON CONSTRUCTION LTD
Facilities Management,2014-12-03,1159.29,GAFFEY TECHNICAL SERVICES
Facilities Management,2014-12-05,5321.00,GRICE BROS & CO LTD
Facilities Management,2014-12-08,4574.50,GRICE BROS & CO LTD
Facilities Management,2014-12-08,880.00,H & H DECORATORS LTD
Facilities Management,2014-12-08,4310.00,H & H DECORATORS LTD
Facilities Management,2014-12-10,1420.00,H & H DECORATORS LTD
Facilities Management,2014-12-15,2850.00,H & H DECORATORS LTD
Facilities Management,2014-12-10,1077.82,H ELLIS & SONS
Facilities Management,2014-12-30,990.00,H ELLIS & SONS
Facilities Management,2014-12-03,9642.00,HAMWORTHY HEATING LTD
Facilities Management,2014-12-30,800.00,HEIGHTLIST SAFETY LTD
Facilities Management,2014-12-08,926.50,HORNE ENGINEERING LTD
Facilities Management,2014-12-22,3507.50,IAG DEVELOPMENTS LTD
Facilities Management,2014-12-22,2000.00,IAG DEVELOPMENTS LTD
Facilities Management,2014-12-24,916.75,J S MILLER CONTRACTS LTD
Facilities Management,2014-12-15,3431.00,JD FLOORING CONTRACTORS LTD
Facilities Management,2014-12-22,8973.00,KELVINAIR LTD
Facilities Management,2014-12-03,985.15,KINETIC SYSTEMS SUPPORT LLP
Facilities Management,2014-12-01,1200.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-19,4590.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-08,1200.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-08,1130.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-19,-1200.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-19,850.50,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-22,2100.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-22,15897.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-22,750.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-24,1200.00,KOMPLETE SERVICE (LEEDS) LTD
Facilities Management,2014-12-22,846.12,KONE PLC
Facilities Management,2014-12-24,818.03,LAMINFORM LTD
Facilities Management,2014-12-12,1288.00,LIBERTY GUARD (UK) LTD
Facilities Management,2014-12-22,680.00,LIBERTY GUARD (UK) LTD
Facilities Management,2014-12-15,3187.00,MARK PAYNTER (CONTRACTS) LTD
Facilities Management,2014-12-15,2650.00,MIDGLEY & PALMER CIVIL ENGINEERING
Facilities Management,2014-12-15,3950.00,MIDGLEY & PALMER CIVIL ENGINEERING
Facilities Management,2014-12-17,12670.00,MIDGLEY & PALMER CIVIL ENGINEERING
Facilities Management,2014-12-01,565.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-01,2401.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-01,797.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-12,1170.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-15,24680.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-30,1756.00,NPS FABRICATIONS LTD
Facilities Management,2014-12-24,3141.16,P G JOINERS & MANUFACTURERS
Facilities Management,2014-12-24,1338.00,P G JOINERS & MANUFACTURERS
Facilities Management,2014-12-24,628.00,P G JOINERS & MANUFACTURERS
Facilities Management,2014-12-08,2150.00,PRO-DOORS (NORTHERN) LIMITED
Facilities Management,2014-12-08,20000.00,RM PLASTERING SERVICES LTD
Facilities Management,2014-12-15,28000.00,RM PLASTERING SERVICES LTD
Facilities Management,2014-12-15,3280.00,ROSSE SYSTEMS LTD
Facilities Management,2014-12-05,49205.00,SALTS SECURITY SYSTEMS LTD
Facilities Management,2014-12-15,1900.00,SALTS SECURITY SYSTEMS LTD
Facilities Management,2014-12-03,1897.00,SIGRAM FLUE SYSTEMS
Facilities Management,2014-12-01,2443.00,SOLARSHADE
Facilities Management,2014-12-01,558.80,SUSPENDED CEILINGS LTD
Facilities Management,2014-12-15,5865.92,SUSPENDED CEILINGS LTD
Facilities Management,2014-12-15,810.00,SUSPENDED CEILINGS LTD
Facilities Management,2014-12-22,736.83,THE BSS GROUP PLC
Facilities Management,2014-12-24,1046.80,THE BSS GROUP PLC
Facilities Management,2014-12-22,14946.88,TORDOFF & WILKINSON
Facilities Management,2014-12-30,12705.11,TORDOFF & WILKINSON
Facilities Management,2014-12-10,1623.52,TRAVIS PERKINS TRADING CO LTD
Facilities Management,2014-12-10,1045.44,TRAVIS PERKINS TRADING CO LTD
Facilities Management,2014-12-10,1192.31,TRAVIS PERKINS TRADING CO LTD
Facilities Management,2014-12-03,8980.00,TRIAD CONTROLS LTD
Facilities Management,2014-12-05,7030.56,ULTIMATE COMMUNICATION SYSTEMS LTD
Facilities Management,2014-12-05,673.52,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-08,788.70,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-08,641.41,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-08,4573.54,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-08,528.00,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-10,825.00,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-12,739.13,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-15,1125.59,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-22,633.55,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-22,1497.82,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-24,1313.56,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-30,879.45,URIAH WOODHEAD & SON LTD
Facilities Management,2014-12-08,21794.35,WATERSHED (ROOFING) LTD
Facilities Management,2014-12-08,500.60,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-08,2445.30,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-12,1395.51,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-22,2470.40,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-24,643.42,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-24,654.56,WEB (M&E) PRODUCTS LTD
Facilities Management,2014-12-15,1630.00,WH FLOORING & TILING LTD
Facilities Management,2014-12-22,1613.00,WH FLOORING & TILING LTD
Facilities Management,2014-12-22,1398.00,WH FLOORING & TILING LTD
Facilities Management,2014-12-01,11843.00,WILLIAM COOPER LTD
Highways Asset Management,2014-12-03,2925.00,B T SNOWDEN
Highways Asset Management,2014-12-19,1116.96,COLAS LIMITED
Highways Asset Management,2014-12-22,940.64,COLAS LIMITED
Highways Asset Management,2014-12-05,1027.40,FILCRIS LTD
Highways Asset Management,2014-12-01,1723.00,G & A FABRICATIONS LIMITED
Highways Asset Management,2014-12-01,550.00,G & A FABRICATIONS LIMITED
Highways Asset Management,2014-12-22,3086.40,GLASDON UK LTD
Highways Asset Management,2014-12-17,521.84,HANSON AGGREGATES
Highways Asset Management,2014-12-22,916.76,HANSON AGGREGATES
Highways Asset Management,2014-12-08,602.68,HANSON AGGREGATES
Highways Asset Management,2014-12-08,921.23,HANSON AGGREGATES
Highways Asset Management,2014-12-15,582.93,HANSON AGGREGATES
