Organisational Unit,Payment Date,Amount,Beneficiary Name
Council Wide,2015-07-15,3789.80,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2010.90,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,629.37,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-3457.91,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-1988.78,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2887.03,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1995.79,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,3466.28,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2362.85,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,726.98,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2451.47,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1667.49,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1368.09,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1069.50,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,549.01,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1323.33,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2628.10,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1379.01,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1456.84,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-1240.33,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1389.95,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,597.62,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,676.72,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,670.93,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,560.12,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,530.49,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-4371.41,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2312.96,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,10134.07,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,3233.37,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,4182.02,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1976.09,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,3221.21,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2968.29,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,3509.74,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1115.71,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,2523.62,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-9148.59,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-1874.15,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,14018.87,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,1853.74,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-636.59,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-2000.93,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-3770.99,BRITISH GAS TRADING LTD
Council Wide,2015-07-15,-4423.60,BRITISH GAS TRADING LTD
CT&S,2015-07-01,60000.00,QDOS PANTOMIMES LTD
CT&S,2015-07-08,38226.41,ROYAL NATIONAL THEATRE
CT&S,2015-07-08,1237.09,DAMION LARKIN
CT&S,2015-07-01,24000.00,BIRMINGHAM STAGE CO (LONDON) LTD
CT&S,2015-07-20,17164.12,BIRMINGHAM STAGE CO (LONDON) LTD
CT&S,2015-07-08,132000.00,DDUK WEST END
CT&S,2015-07-15,168000.00,DDUK WEST END
CT&S,2015-07-22,192000.00,DDUK WEST END
CT&S,2015-07-31,35973.48,DDUK WEST END
CT&S,2015-07-31,32650.75,DDUK WEST END
CT&S,2015-07-01,9785.56,ENTERTAINERS (MAGIC OF MOTOWN) LTD
CT&S,2015-07-03,5498.93,SCAMP THEATRE LTD
CT&S,2015-07-08,1800.00,TAMASHA THEATRE COMPANY
CT&S,2015-07-08,3011.86,SPIRIT PRODUCTIONS (WORLDWIDE) LTD
CT&S,2015-07-15,25200.00,OFF THE KERB PRODUCTIONS
CT&S,2015-07-17,24000.00,OFF THE KERB PRODUCTIONS
CT&S,2015-07-22,3682.59,CENTRE STAGE PROMOTIONS LTD
CT&S,2015-07-24,36000.00,MOUSETRAP ON TOUR LTD
CT&S,2015-07-24,3345.66,BACK TO BROADWAY LTD
CT&S,2015-07-29,1056.97,OFF THE KERB PRODUCTIONS
CT&S,2015-07-08,2000.00,Adrian Friedli
CT&S,2015-07-20,2200.00,MIND THE GAP LTD
CT&S,2015-07-20,1750.00,THE NEW BRADFORD PLAYHOUSE
CT&S,2015-07-20,1750.00,CULTURE SQUARED CIC
CT&S,2015-07-08,1750.00,Culture Squared CIC
CT&S,2015-07-20,3500.00,KALASANGAM
CT&S,2015-07-06,3500.00,MIND THE GAP LTD
CT&S,2015-07-22,4908.27,BIFFA WASTE SERVICES
CT&S,2015-07-08,1500.00,Fuse Arts Space
CT&S,2015-07-03,10387.92,SMA Enterprises Ltd
Customer Relations,2015-07-03,530.00,PARALOGIC LTD
Customer Relations,2015-07-15,12625.00,Q-MATIC UK LTD
Democratic,2015-07-22,4028.24,OLIVER ROBERT LONGSTAFF
Democratic,2015-07-22,1221.16,MARY BURKE
Democratic,2015-07-22,1138.76,REDACTED PERSONAL DATA
Democratic Services,2015-07-17,975.00,TRANSLATE UK LIMITED
Democratic Services,2015-07-01,653.88,MEDIACOM NORTH LTD
Democratic Services,2015-07-24,667.26,MEDIACOM NORTH LTD
Democratic Services,2015-07-27,1239.10,MEDIACOM NORTH LTD
Democratic Services,2015-07-27,870.34,MEDIACOM NORTH LTD
Democratic Services,2015-07-15,1889.50,CHRISTOPHER COLLIGAN
Democratic Services,2015-07-03,572.00,G W BUTLER LTD
Democratic Services,2015-07-03,1210.00,SHEFFIELD CHILDRENS NHS FOUNDATION
Democratic Services,2015-07-03,1710.00,SHEFFIELD CHILDRENS NHS FOUNDATION
Democratic Services,2015-07-03,677.60,DR RICHARD KNIGHTS
Democratic Services,2015-07-27,3750.30,DR RICHARD KNIGHTS
Democratic Services,2015-07-27,677.60,DR RICHARD KNIGHTS
Democratic Services,2015-07-24,1829.60,DR JAMES GARVICAN
Democratic Services,2015-07-03,591.90,DR RICHARD THORLEY SHEPHERD
Democratic Services,2015-07-08,852.65,DR BRIAN RODGERS
Democratic Services,2015-07-03,2032.80,DR LISA BARKER
Democratic Services,2015-07-27,6511.60,DR LISA BARKER
Democratic Services,2015-07-27,580.80,DR LISA BARKER
Democratic Services,2015-07-10,591.90,DR K L HOPE
Democratic Services,2015-07-29,591.90,DR K L HOPE
Democratic Services,2015-07-24,1452.00,DR F ALI
Democratic Services,2015-07-24,871.20,PENTLAND PATHOLOGY LTD
Democratic Services,2015-07-24,613.60,A PADWELL
Democratic Services,2015-07-10,852.60,K L RAMSDEN
Democratic Services,2015-07-03,4800.00,WAKEFIELD MET DIST CNCL
Democratic Services,2015-07-31,743.57,NHS SUPPLIES
Democratic Services,2015-07-29,896.40,BRADFORD HOSPITAL NHS TRUST
Democratic Services,2015-07-06,680.00,CALDERDALE & HUDDERSFIELD NHS FT
Democratic Services,2015-07-06,612.00,CALDERDALE & HUDDERSFIELD NHS FT
Democratic Services,2015-07-06,612.00,CALDERDALE & HUDDERSFIELD NHS FT
Democratic Services,2015-07-29,16632.75,MR NEIL A CAMERON
Democratic Services,2015-07-03,563.50,LGC LIMITED
Democratic Services,2015-07-03,647.47,ROYAL MAIL GROUP LTD
Democratic Services,2015-07-20,2909.00,ROYAL MAIL GROUP LTD
Democratic Services,2015-07-06,2102.41,ADARE
Democratic Services,2015-07-13,1429.07,ADARE
Democratic Services,2015-07-24,12835.69,ADARE
Democratic Services,2015-07-03,500.00,ST BARNABAS PCC
Democratic Services,2015-07-03,622.50,SHREE PRAJAPATI ASSOCIATION
Democratic Services,2015-07-10,675.00,BANGLADESHI COMMUNITY ASSOCIATION
Democratic Services,2015-07-13,525.60,IMPERIAL LAUNDRY
Democratic Services,2015-07-29,668.65,MR NEIL A CAMERON+C10891
Democratic Services,2015-07-03,2820.00,D WALSH & SON FUNERAL DIRECTORS
Democratic Services,2015-07-01,2054.00,HUDDERSFIELD FUNERAL HOME
Development Services,2015-07-03,1277.86,MEDIACOM NORTH LTD
Development Services,2015-07-31,1938.53,MEDIACOM NORTH LTD
Development Services,2015-07-31,1208.78,MEDIACOM NORTH LTD
Development Services,2015-07-31,1305.52,MEDIACOM NORTH LTD
Development Services,2015-07-20,1325.00,HAYMARKET PUBLISHING SERVICES LTD
Economic Development Service,2015-07-08,3362.50,URBAN SPLASH LTD
Economic Development Service,2015-07-10,641.88,VPS (UK) LTD
Economic Development Service,2015-07-06,4000.00,GUMPTION CENTRES LIMITED
Economic Development Service,2015-07-27,6000.00,GUMPTION CENTRES LIMITED
Economic Development Service,2015-07-15,6407.50,V B JOHNSON LLP
Economic Development Service,2015-07-31,10917.14,EC HARRIS LLP
Economic Development Service,2015-07-15,750.00,WALKER SINGLETON CHARTERED SURVEYOR
Economic Development Service,2015-07-20,797.35,CANNON ELECTRICAL SERVICES LTD
Economic Development Service,2015-07-29,1465.00,CANNON ELECTRICAL SERVICES LTD
Economic Development Service,2015-07-01,2758.00,DCRS
Economic Development Service,2015-07-01,3620.00,THE EVENT SAFETY SHOP LTD
Economic Development Service,2015-07-24,1960.00,THE EVENT SAFETY SHOP LTD
Economic Development Service,2015-07-03,1606.95,EVENT EQUIPMENT HIRE LTD
Economic Development Service,2015-07-17,2885.17,EVENT EQUIPMENT HIRE LTD
Economic Development Service,2015-07-29,600.00,THE DISC DJ STORE
Economic Development Service,2015-07-01,675.00,LLOYD THOMPSON
Economic Development Service,2015-07-20,675.00,LLOYD THOMPSON
Economic Development Service,2015-07-20,1100.00,LLOYD THOMPSON
Economic Development Service,2015-07-01,1500.00,ALL STAR YOUTH ENTERTAINMENT
Economic Development Service,2015-07-08,3120.00,ALL STAR YOUTH ENTERTAINMENT
Economic Development Service,2015-07-24,8850.00,ALL STAR YOUTH ENTERTAINMENT
Economic Development Service,2015-07-15,2000.00,MIDNIGHT MANGO LTD
Economic Development Service,2015-07-17,500.00,MUSSARAT RAHMAN
Economic Development Service,2015-07-10,15967.46,CONTROLLED SPACE LTD
Economic Development Service,2015-07-24,1031.38,CONTROLLED SPACE LTD
Economic Development Service,2015-07-03,5224.00,SOROUSH
Economic Development Service,2015-07-31,1000.00,HYPE DANCE COMPANY
Economic Development Service,2015-07-15,1604.47,CANDOCO DANCE COMPANY
Economic Development Service,2015-07-03,1650.00,WET PICNIC
Economic Development Service,2015-07-03,-1650.00,WET PICNIC
Economic Development Service,2015-07-17,3100.00,ACROJOU
Economic Development Service,2015-07-17,-2780.00,ACROJOU
Economic Development Service,2015-07-31,2000.00,DEVIKA RAO
Economic Development Service,2015-07-13,5000.00,EVENT MASTER INTL LTD
Economic Development Service,2015-07-27,1757.00,JAMES DABBS & CO
Economic Development Service,2015-07-01,1000.00,ARENA ENTERTAINMENT (UK) LTD
Economic Development Service,2015-07-08,7479.30,CANNON ELECTRICAL SERVICES LTD
Economic Development Service,2015-07-08,5000.00,CANNON ELECTRICAL SERVICES LTD
Economic Development Service,2015-07-31,3750.00,SUSAN KENYON STRATEGIC MARKETING
Economic Development Service,2015-07-17,1500.00,C MCGREGOR
Economic Development Service,2015-07-03,15132.50,PRO AUDIO SYSTEMS
Economic Development Service,2015-07-29,1056.20,PRO AUDIO SYSTEMS
Economic Development Service,2015-07-31,4996.20,PRO AUDIO SYSTEMS
Economic Development Service,2015-07-29,8685.00,RAISE THE ROOF
Economic Development Service,2015-07-13,1463.00,ST JOHN AMBULANCE
Economic Development Service,2015-07-27,600.00,L SUMRAY
Economic Development Service,2015-07-29,1146.30,STEVE THORPE & SON GARDENING LTD
Economic Development Service,2015-07-08,128554.03,ISG CONSTRUCTION LTD
Economic Development Service,2015-07-15,2762.50,The West Yorkshire CRC Ltd
Economic Development Service,2015-07-27,1078.80,THE FOUNTAIN WORKSHOP (MAINTENANCE)
Economic Development Service,2015-07-03,1320.62,H M COURTS & TRIBUNALS SERVICE
