Organisational Unit,Payment Date,Amount,Beneficiary Name
Adult & Community Services,2016-09-22,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-09-22,2912.00,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-09-08,4576.60,AALPS NORTH
Adult & Community Services,2016-09-22,4576.60,AALPS NORTH
Adult & Community Services,2016-09-09,5359.00,AAT (GB) LTD
Adult & Community Services,2016-09-27,666.00,AAT (GB) LTD
Adult & Community Services,2016-09-29,958.00,AAT (GB) LTD
Adult & Community Services,2016-09-22,1700.00,ABBEY COURT
Adult & Community Services,2016-09-08,835.24,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-08,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-08,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-08,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-23,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-23,835.24,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-23,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-23,921.90,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-09-06,1222.11,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-07,2590.86,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-08,921.90,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-08,921.90,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-15,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-19,1222.11,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-22,4559.10,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-23,921.90,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-23,921.90,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-09-06,806.40,ABLE COMMUNITY CARE
Adult & Community Services,2016-09-08,804.99,ABLE COMMUNITY CARE
Adult & Community Services,2016-09-08,804.99,ABLE COMMUNITY CARE
Adult & Community Services,2016-09-15,804.99,ABLE COMMUNITY CARE
Adult & Community Services,2016-09-15,1060.50,ACTION FOR BUSINESS LTD
Adult & Community Services,2016-09-05,573.75,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-05,1522.80,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-06,2731.77,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-08,1251.60,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-08,1251.60,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-08,1251.60,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-08,1251.60,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,835.24,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,837.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-08,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,673.97,ADA CARE LTD
Adult & Community Services,2016-09-23,835.24,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,837.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-23,921.90,ADA CARE LTD
Adult & Community Services,2016-09-27,1321.04,ADA CARE LTD
Adult & Community Services,2016-09-27,1321.04,ADA CARE LTD
Adult & Community Services,2016-09-08,943.04,ADEN HOUSE CARE HOME
Adult & Community Services,2016-09-22,943.04,ADEN HOUSE CARE HOME
Adult & Community Services,2016-09-06,14055.60,AFFINITY TRUST
Adult & Community Services,2016-09-08,745.50,AFFINITY TRUST
Adult & Community Services,2016-09-13,153032.30,AFFINITY TRUST
Adult & Community Services,2016-09-23,153032.30,AFFINITY TRUST
Adult & Community Services,2016-09-14,27358.00,AGE UK BRADFORD AND DISTRICT
Adult & Community Services,2016-09-14,22700.00,AGE UK BRADFORD AND DISTRICT
Adult & Community Services,2016-09-09,839.88,AIDAPT BATHROOMS LIMITED
Adult & Community Services,2016-09-09,1000.00,AIDAPT BATHROOMS LIMITED
Adult & Community Services,2016-09-08,953.74,AIRE VIEW CARE HOME
Adult & Community Services,2016-09-22,953.74,AIRE VIEW CARE HOME
Adult & Community Services,2016-09-08,835.28,AIREDALE CARE HOME
Adult & Community Services,2016-09-22,835.28,AIREDALE CARE HOME
Adult & Community Services,2016-09-08,812.50,ALBERT HOUSE CARE HOME LTD
Adult & Community Services,2016-09-22,812.50,ALBERT HOUSE CARE HOME LTD
Adult & Community Services,2016-09-30,4239.00,ALI & CO LIMITED
Adult & Community Services,2016-09-06,819.00,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,966.42,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,850.08,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,835.24,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,963.62,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,912.94,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,835.24,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,965.86,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,526.80,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,909.72,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,1015.98,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,1361.52,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,1016.12,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,874.16,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,1301.02,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,909.72,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,909.44,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-08,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,909.44,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,1950.76,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,1016.12,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,874.16,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,1301.02,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,909.72,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,4249.87,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,963.62,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,912.94,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,835.24,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,965.86,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,963.06,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,909.72,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,1015.98,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,966.42,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,850.08,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,835.24,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,975.38,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-23,921.90,ALLERTON PARK CARE CENTRE
Adult & Community Services,2016-09-06,3116.48,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-06,729.13,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-06,2486.17,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-06,883.12,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-06,9211.94,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-06,1406.32,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,2273.44,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,2156.00,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,3339.68,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,3508.16,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,6938.27,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,6978.26,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,1399.65,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,1386.32,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,876.45,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,713.16,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,7148.21,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,833.13,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,1039.74,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,671.82,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,3506.24,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-15,2189.68,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-27,853.12,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-27,959.76,ALLIED HEALTHCARE GROUP LTD
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST
Adult & Community Services,2016-09-08,966.00,ANCHOR TRUST
Adult & Community Services,2016-09-22,921.90,ANCHOR TRUST
Adult & Community Services,2016-09-22,966.00,ANCHOR TRUST
Adult & Community Services,2016-09-01,660.52,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,909.72,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,1301.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,1174.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,1185.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,835.24,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,1174.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,1185.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,835.24,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,1843.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,1490.93,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,909.72,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1059.80,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1021.86,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1001.84,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1059.80,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,835.24,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,835.24,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1021.86,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,1301.02,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-08,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-23,1059.80,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult & Community Services,2016-09-23,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
