Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900047631,2022-07-22,2837188.71,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110118358,2022-06-28,2818015.69,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110129116,2022-07-20,2818015.69,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900047546,2022-07-08,2699271.80,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110125800,2022-06-27,2574798.76,
RAIL FOR LONDON LIMITED,LINSINGER MASCHINENBAU GESELLSCHAFT,Equipment Repairs & Maintenance,1020\5110126402,2022-07-01,2439738.60,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110129665,2022-06-28,2402515.59,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900047628,2022-07-22,2276301.64,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110128998,2022-06-28,2250000.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047625,2022-07-22,2097509.40,
LONDON BUS SERVICES LTD,STAGECOACH SERVICES LIMITED,Bus Contract Payments,1006\1900047641,2022-07-22,2015183.86,
LONDON BUS SERVICES LTD,C T PLUS COMMUNITY INTEREST COMPANY,Bus Contract Payments,1006\1900047543,2022-07-08,1987597.01,
LONDON BUS SERVICES LTD,LONDON TRANSIT LIMITED,Bus Contract Payments,1006\1900047547,2022-07-08,1976266.85,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110137153,2022-07-15,1943946.77,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110134092,2022-07-18,1899125.14,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5110121664,2022-07-06,1840550.24,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110126997,2022-06-29,1788194.67,
LONDON BUS SERVICES LTD,STAGECOACH LONDON,Bus Contract Payments,1006\1900047554,2022-07-08,1786072.75,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5110132060,2022-07-20,1781580.99,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5110134075,2022-07-14,1654875.88,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800046078,2022-06-30,1583102.80,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5110123614,2022-07-01,1486179.93,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5110138797,2022-07-21,1484273.57,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110137598,2022-07-22,1442307.58,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5110135746,2022-07-22,1425024.04,
TRANSPORT TRADING LTD,HEATHROW EXPRESS,JFT Suspense  - TTL,1004\1901685945,2022-07-06,1402993.18,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110135663,2022-07-13,1378284.14,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900047640,2022-07-22,1328202.26,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900047638,2022-07-22,1321049.30,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110135670,2022-07-13,1245720.99,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Building Maintenance & Repairs,1002\5110138366,2022-07-20,1225051.11,
TTL PROPERTIES LTD,CLL (BTR) LIMITED,Subscription shares in Connected Living London (BTR) Ltd,1040\1900001946,2022-07-01,1225000.00,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110126958,2022-07-08,1213137.89,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5110130789,2022-07-21,1210081.94,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110125797,2022-06-27,1171923.83,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110138166,2022-07-20,1166450.08,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047626,2022-07-22,1135855.08,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5110121136,2022-06-28,1129081.77,
LUL NOMINEE BCV LIMITED,SIEMENS MOBILITY LIMITED,Signalling Systems,1033\5110123142,2022-06-29,1113633.64,
DOCKLANDS LIGHT RAILWAY,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1012\5110130244,2022-07-01,1050238.91,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900047629,2022-07-22,1039397.27,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110130866,2022-07-07,1031007.53,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110133506,2022-07-22,1002568.07,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110137828,2022-07-20,997435.46,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5110129873,2022-07-19,959774.71,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110138292,2022-07-20,955670.59,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Building Maintenance & Repairs,1002\5110138290,2022-07-20,944988.95,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110134665,2022-07-21,927647.69,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110129990,2022-07-20,903153.97,
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,Vehicle Operating Leases,1012\5110129798,2022-06-30,893068.16,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900047635,2022-07-22,862654.07,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130000,2022-07-20,829107.84,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110118876,2022-06-28,815431.83,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110118875,2022-06-27,808115.01,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110118872,2022-06-27,804705.83,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5110125240,2022-07-01,795034.84,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5110122048,2022-07-06,789899.40,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900047541,2022-07-08,740255.93,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110134671,2022-07-21,737365.64,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5110130168,2022-07-04,720525.93,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5110129678,2022-06-29,719934.48,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900231371,2022-07-07,716725.16,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110129654,2022-06-28,704441.08,
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Traffic Signals,1002\5110119631,2022-06-28,694903.30,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110129994,2022-07-20,687951.62,
LUL NOMINEE SSL LIMITED,GIFFEN GROUP LTD,Civil Engineering Construction Works,1031\5110128445,2022-06-28,677720.21,
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5110122095,2022-07-13,675758.20,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5110131823,2022-07-22,675000.00,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900072121,2022-06-28,672834.17,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5110128236,2022-07-22,663600.49,
LONDON BUS SERVICES LTD,C T PLUS COMMUNITY INTEREST COMPANY,Bus Contract Payments,1006\1900047632,2022-07-22,648718.62,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110129993,2022-07-20,625310.66,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901685790,2022-06-30,601692.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900071757,2022-07-19,601000.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900071758,2022-07-19,600000.00,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5110131228,2022-07-21,589129.25,
LUL NOMINEE BCV LIMITED,SIEMENS MOBILITY LIMITED,Signalling Systems,1033\5110123139,2022-06-29,587035.53,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110130759,2022-07-01,585778.75,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900047643,2022-07-22,581382.37,
LONDON BUS SERVICES LTD,LONDON TRANSIT LIMITED,Bus Contract Payments,1006\1900047636,2022-07-22,560607.23,
SURFACE TRANSPORT CORP,P DUCKER SYSTEMS LTD,Cameras,1002\5110131331,2022-07-13,560428.60,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002\5110138184,2022-07-20,552177.84,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Professional Engineering Services,1020\5110091871,2022-07-06,548418.34,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006\1900047553,2022-07-08,547560.72,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110130765,2022-07-01,543758.84,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Building Maintenance & Repairs,1020\5110091874,2022-07-06,530509.33,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG,Track General Maintenance,1005\5110119558,2022-06-28,528100.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110137147,2022-07-15,524251.86,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110132787,2022-07-21,521637.02,
RFL (IINFRASTRUCTURE) LTD,NETWORK RAIL INFRASTRUCTURE,Building Maintenance & Repairs,1025\5110125733,2022-07-13,513531.16,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5110126768,2022-07-13,505123.62,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130010,2022-07-20,487136.62,
LUL NOMINEE BCV LIMITED,OTIS LIMITED,MR Construction Costs,1033\5110139558,2022-07-22,480599.96,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901686002,2022-07-22,476128.20,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110136916,2022-07-18,473179.32,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110130680,2022-07-01,471910.51,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900071936,2022-07-06,462128.52,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130014,2022-07-20,460278.11,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5110134262,2022-07-08,459933.84,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG,Track General Maintenance,1005\5110127219,2022-07-20,454500.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110127011,2022-06-29,448176.50,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110139955,2022-07-22,441987.46,
LONDON BUS SERVICES LTD,F M CONWAY LTD,Building Maintenance & Repairs,1006\5110138384,2022-07-20,440971.45,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110135673,2022-07-20,439068.68,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110135719,2022-07-13,439068.68,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARKING & DAGENHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900072029,2022-07-19,438000.00,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5110133753,2022-07-07,434295.29,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110137861,2022-07-20,424381.57,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110129862,2022-07-20,424116.73,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110137254,2022-07-18,422627.10,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Retentions Control Account > 1Year,1002\1900072226,2022-07-18,422444.96,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130006,2022-07-20,415690.17,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004\5110129683,2022-07-12,414901.25,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAVERING,Borough Services - Claim Against Pr Yr Accrual,1002\1900071925,2022-07-05,406617.00,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110137270,2022-07-18,404976.32,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110139954,2022-07-22,396421.12,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900231370,2022-07-07,389506.70,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110138198,2022-07-19,387608.41,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110133085,2022-07-06,382426.71,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5110124314,2022-07-12,379723.44,
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110128479,2022-07-20,374118.60,
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110128825,2022-07-20,374118.60,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130007,2022-07-20,371632.61,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900071604,2022-07-19,371504.00,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800046077,2022-06-30,367457.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110130003,2022-07-20,365785.79,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5110121218,2022-06-28,364887.29,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5110135835,2022-07-22,359720.90,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5110127878,2022-06-27,359586.24,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110137265,2022-07-18,358353.57,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110127881,2022-07-20,357029.44,
TRANSPORT TRADING LTD,PA CONSULTING SERVICES LTD,IT Consultancy,1004\5110118845,2022-06-27,354067.50,
RFL (IINFRASTRUCTURE) LTD,SIEMENS MOBILITY LIMITED,Professional Engineering Services,1025\5110118968,2022-06-28,345145.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901685764,2022-06-30,332500.00,
LONDON UNDERGROUND LTD,GT GETTAXI (UK) LTD,Travel to/from work (Unsocial Hours),1005\5110136317,2022-07-20,331617.73,
TFL CORPORATE,SAFETYCULTURE LTD PTY,Management & Support Consultancy,1001\5110130660,2022-07-05,328000.00,
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,Section 159 Payments,1002\1900072219,2022-07-07,322594.71,
TFL CORPORATE,LEMONGRASS CONSULTING LIMITED,Computer Software,1001\5110134395,2022-07-13,321775.83,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110138288,2022-07-19,320883.52,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900071762,2022-06-29,320462.00,
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5110133968,2022-07-12,318695.43,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5110131249,2022-07-22,316190.00,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5110123310,2022-06-28,305631.49,
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Recruitment Agency Fees,1001\5110093108,2022-07-21,300881.32,
SURFACE TRANSPORT CORP,O2 UK LTD,Software Maintenance,1002\5110121974,2022-07-06,298525.44,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110132077,2022-07-05,294460.00,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110129835,2022-06-29,290172.36,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,MR Construction Costs,1031\5110134415,2022-07-18,281838.91,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110136434,2022-07-14,278848.45,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110129598,2022-06-29,273855.65,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110129604,2022-06-29,273587.15,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110138042,2022-07-19,270529.79,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Civil Engineering Construction Works,1002\5110137888,2022-07-20,269066.22,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5110127215,2022-07-21,267387.70,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110130682,2022-07-01,261138.87,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900071726,2022-07-19,261092.00,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110132012,2022-07-04,258133.16,
LONDON UNDERGROUND LTD,ABELLIO LONDON LTD,Rail Replacement Service Costs,1005\5110119448,2022-07-22,256156.33,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110132597,2022-07-06,250816.08,
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,Track General Maintenance,1005\5110129716,2022-06-29,248828.60,
TFL CORPORATE,BENTLEY SYSTEMS LTD,Computer Software,1001\5110126754,2022-07-18,248416.74,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Civil Engineering Construction Works,1002\5110137923,2022-07-20,242629.29,
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,Track General Maintenance,1005\5110129726,2022-06-29,242208.36,
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5110125465,2022-06-27,241465.87,
DOCKLANDS LIGHT RAILWAY,ORTON LIFTS & ESCALATORS,Civil Engineering Construction Works,1012\5110132832,2022-07-06,241221.06,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900047630,2022-07-22,236705.99,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901685846,2022-06-30,236208.00,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110134093,2022-07-18,234479.34,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900230912,2022-07-04,234324.84,
LONDON UNDERGROUND LTD,HA MARKS LTD,Building Maintenance & Repairs,1005\5110132566,2022-07-08,233889.19,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110130722,2022-07-01,232155.32,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110127719,2022-07-20,231212.03,
TRANSPORT TRADING LTD,GLOBAL MEDIA GROUP SERVICES LTD,Purchase of Associates Loan Notes (Activity),1004\5110115840,2022-07-07,231095.59,
TFL CORPORATE,SUSTRANS LTD,External Events Roads Shows And Face To Face,1001\5110127000,2022-07-19,230769.00,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Equipment Repairs & Maintenance,1025\5110133732,2022-07-12,228788.28,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110129461,2022-06-29,228087.45,
LONDON BUS SERVICES LTD,VOLKER FITZPATRICK LTD,Civil Engineering Construction Works,1006\5110121235,2022-07-05,227566.39,
RAIL FOR LONDON LIMITED,MARSH SERVICES LTD,MR Construction Costs,1020\5110138689,2022-07-22,227006.48,
