Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110096252,2022-04-12,1256199.69,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900047215,2022-04-29,1237542.44,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5110080838,2022-04-04,1222940.30,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110096864,2022-04-12,1215815.17,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047201,2022-04-29,1210473.82,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services,1002\1900071006,2022-04-19,1187000.00,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110097297,2022-04-12,1155641.24,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110088758,2022-04-11,1153999.79,
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services,1002\1900070966,2022-04-14,1153000.00,
SURFACE TRANSPORT CORP,SIEMENS,Contracted Services - Roads,1002\5110081981,2022-04-06,1120470.10,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Civil Engineering Construction Works,1002\5110089809,2022-04-01,1099967.46,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Building Maintenance & Repairs,1002\5110090247,2022-04-01,1091356.02,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5110098186,2022-04-19,1081866.70,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5110087542,2022-04-21,1069363.24,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110102953,2022-04-26,1061978.37,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900047204,2022-04-29,1055569.05,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Building Maintenance & Repairs,1002\5110103229,2022-04-27,1045569.35,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5110095022,2022-04-12,1043750.30,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110085259,2022-04-12,1029249.00,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5110098286,2022-04-21,997356.08,
TFL CORPORATE,COMPUTACENTER PLC,Management & Support Consultancy,1001\5110087156,2022-04-19,996434.55,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800045566,2022-04-08,974679.30,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5110094065,2022-04-26,972677.77,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110087841,2022-04-13,967550.00,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110086878,2022-04-01,964181.47,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,Borough Services - Claim Against Pr Yr Accrual,1002\1900071437,2022-04-29,964000.00,
DOCKLANDS LIGHT RAILWAY,CLESHAR CONTRACT SERVICES,Civil Engineering Construction Works,1012\5110096862,2022-04-26,942057.60,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900047117,2022-04-14,937951.09,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5110094375,2022-04-27,927420.63,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110087426,2022-04-12,914579.02,
TTL PROPERTIES LTD,CLL (BTR) LIMITED,Subscription shares in Connected Living London (BTR) Ltd,1040\1900001567,2022-04-25,906500.00,
TRANSPORT TRADING LTD,HEATHROW EXPRESS,JFT Suspense  - TTL,1004\1901684128,2022-04-12,895305.80,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099126,2022-04-27,886890.27,
LONDON UNDERGROUND LTD,LONDON PENSIONS FUND AUTHORITY,Payroll Suspense,1005\1900226360,2022-04-09,883000.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5110091074,2022-04-27,877115.00,
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,Borough Services,1002\1900071286,2022-04-20,870299.95,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110104044,2022-04-28,845646.59,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110089835,2022-04-25,834694.47,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110090909,2022-04-01,830583.49,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110099020,2022-04-27,825063.29,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110100214,2022-04-28,820240.00,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110103182,2022-04-27,811659.68,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110098878,2022-04-25,808916.36,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110084563,2022-04-06,807750.27,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110084552,2022-04-06,803046.27,
DOCKLANDS LIGHT RAILWAY,DLR PENSION FUND,Exchange Loss Realised,1012\1900005310,2022-04-12,800000.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900047210,2022-04-29,797468.37,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5110088475,2022-04-20,791344.18,
LONDON UNDERGROUND LTD,TIFLEX LTD,Professional Engineering Services,1005\5110096460,2022-04-29,784543.78,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5110099090,2022-04-27,783025.38,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099107,2022-04-25,768095.76,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5110091961,2022-04-27,761957.00,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5110084537,2022-04-11,719470.78,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5110088043,2022-04-22,698863.14,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900071535,2022-04-20,688179.00,
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5110096165,2022-04-12,680957.40,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110089620,2022-04-01,675761.58,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Civil Engineering Construction Works,1002\5110102119,2022-04-28,669806.27,
TFL CORPORATE,HCL TECHNOLOGIES UK LTD,Computer Software,1001\5110088110,2022-04-20,657542.50,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110090536,2022-04-01,656856.19,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110102686,2022-04-26,656313.51,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services - Claim Against Pr Yr Accrual,1002\1900071444,2022-04-29,655000.00,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110098977,2022-04-27,648264.01,
LONDON BUS SERVICES LTD,C T PLUS COMMUNITY INTEREST COMPANY,Bus Contract Payments,1006\1900047207,2022-04-29,630694.14,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Vehicle Repairs & Maintenance,1006\5110083281,2022-04-05,624677.00,
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5110094347,2022-04-08,613612.63,
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110091138,2022-04-01,611442.49,
LONDON BUS SERVICES LTD,LONDON TRANSIT LIMITED,Bus Contract Payments,1006\1900047211,2022-04-29,610349.99,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5110092448,2022-04-27,606852.40,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901683092,2022-04-04,601692.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901684483,2022-04-29,601692.00,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110085206,2022-04-12,596835.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services - Claim Against Pr Yr Accrual,1002\1900071443,2022-04-29,590000.00,
LONDON UNDERGROUND LTD,BAI COMMUNICATIONS LTD,Maintenance of Telecommunications Equipment,1005\5110078550,2022-04-01,580600.00,
SURFACE TRANSPORT CORP,SIEMENS,Computer Software,1002\5110088060,2022-04-01,575067.90,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099105,2022-04-25,558737.30,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099158,2022-04-27,558307.79,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006\1900047129,2022-04-14,558086.93,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900047218,2022-04-29,550550.65,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5110090465,2022-04-26,543795.60,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099047,2022-04-25,540921.26,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5110090056,2022-04-01,535811.66,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110101097,2022-04-27,535677.79,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Civil Engineering Construction Works,1002\5110089933,2022-04-01,518688.48,
SURFACE TRANSPORT CORP,CITY OF LONDON POLICE,MPS Employment Costs SM,1002\5110102905,2022-04-26,494406.00,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5110092670,2022-04-27,479288.00,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5110084635,2022-04-12,475000.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5110099469,2022-04-29,465895.94,
LONDON UNDERGROUND LTD,LOWERY LTD,Civil Engineering Construction Works,1005\5110102788,2022-04-27,451374.61,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110101820,2022-04-22,448176.50,
DOCKLANDS LIGHT RAILWAY,POD-TRAK LTD,Civil Engineering Construction Works,1012\5110089075,2022-04-01,441933.83,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110103344,2022-04-27,440234.03,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5110085210,2022-04-12,437210.44,
SURFACE TRANSPORT CORP,EUROVIA CONTRACTING SOUTH,Contracted Services - Roads,1002\5110089762,2022-04-01,433003.29,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110100612,2022-04-27,429559.68,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110089186,2022-04-01,426347.95,
TRANSPORT TRADING LTD,GLOBAL MEDIA GROUP SERVICES LTD,Purchase of Associates Loan Notes (Activity),1004\5110083178,2022-04-06,423817.21,
LUL NOMINEE SSL LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1031\5110091864,2022-04-01,416240.08,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004\5110082327,2022-04-11,415016.68,
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services - Claim Against Pr Yr Accrual,1002\1900071402,2022-04-27,414386.00,
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,Cameras,1002\5110100816,2022-04-27,413799.96,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5110086093,2022-04-14,407000.00,
DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS LTD,Electricity,1012\5110089242,2022-04-01,400000.00,
LONDON UNDERGROUND LTD,MULALLEY & CO LTD,Planning & Development Consultancy,1005\5110091834,2022-04-29,392648.79,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services,1002\1900071114,2022-04-12,385000.00,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110102810,2022-04-27,378989.24,
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110095258,2022-04-22,374118.60,
LONDON UNDERGROUND LTD,OTIS LIMITED,MR Construction Costs,1005\5110089477,2022-04-12,372728.59,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Maintenance Materials,1033\5110104441,2022-04-29,371992.31,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099116,2022-04-25,371307.93,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5110099953,2022-04-27,363837.29,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5110088988,2022-04-22,360000.00,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5110094036,2022-04-26,359314.85,
VICTORIA COACH STATN LTD,TELENT TECHNOLOGY SERVICES LTD,Professional Engineering Services,1008\5110089412,2022-04-25,355238.97,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5110098835,2022-04-21,352569.03,
SURFACE TRANSPORT CORP,EUROVIA CONTRACTING SOUTH,Contracted Services - Roads,1002\5110093217,2022-04-04,349160.59,
TRANSPORT TRADING LTD,PA CONSULTING SERVICES LTD,IT Consultancy,1004\5110081274,2022-04-06,348703.75,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047142,2022-04-14,347654.80,
LONDON UNDERGROUND LTD,ENERVEO LTD,MR Construction Costs,1005\5110103154,2022-04-27,347529.45,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5110087519,2022-04-20,346498.00,
RFL (IINFRASTRUCTURE) LTD,SIEMENS,Professional Engineering Services,1025\5110080456,2022-04-04,343182.00,
RFL (IINFRASTRUCTURE) LTD,SIEMENS,Professional Engineering Services,1025\5110092754,2022-04-27,343182.00,
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Computer Hardware,1001\5110095257,2022-04-26,342946.85,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900226839,2022-04-29,342418.30,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services - Claim Against Pr Yr Accrual,1002\1900071445,2022-04-29,341000.00,
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5110103101,2022-04-26,338821.65,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,Civil Engineering Construction Works,1031\5110087322,2022-04-01,338340.76,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5110086581,2022-04-04,337406.06,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110097498,2022-04-27,337087.21,
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5110096172,2022-04-12,334547.23,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110099114,2022-04-25,333643.44,
TFL CORPORATE,TNS UK LTD,Planning & Development Consultancy,1001\5110082166,2022-04-05,333600.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901682865,2022-04-01,332500.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901684444,2022-04-29,332500.00,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110095612,2022-04-05,326453.60,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110100602,2022-04-27,323852.93,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900226838,2022-04-29,317213.04,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,MR Construction Costs,1031\5110098099,2022-04-22,316686.68,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110098092,2022-04-26,315657.38,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5110102143,2022-04-29,313305.62,
