Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5110014470,2021-10-13,5867317.94,
TFL CORPORATE,MARSH SERVICES LTD,General Insurance,1001\5110010454,2021-09-27,5828869.06,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046369,2021-10-15,4974032.34,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046301,2021-10-01,4649886.09,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5110003585,2021-10-04,4631571.53,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046358,2021-10-15,4352000.89,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900046299,2021-10-01,3955486.39,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046365,2021-10-15,3876005.23,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046288,2021-10-01,3683171.77,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046364,2021-10-15,3580837.01,
RAIL FOR LONDON LIMITED,LONDON RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5110011762,2021-09-28,3564255.29,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900046304,2021-10-01,3469299.69,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109997958,2021-09-22,3447773.26,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046367,2021-10-15,3292663.18,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110007088,2021-09-20,3224662.51,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900046291,2021-10-01,3222326.35,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046362,2021-10-15,3034865.29,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Purchases,1020\5110010361,2021-09-27,3000000.00,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5110019860,2021-10-12,2824756.48,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF CROYDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069732,2021-10-06,2671437.08,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900046297,2021-10-01,2550941.37,
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1020\5110018462,2021-10-13,2482579.27,
TUBE LINES LTD,EARLS COURT PARTNERSHIP LIMITED,Purchase of Associates Loan Notes (Activity),1040\1900000172,2021-09-28,2442000.00,
LUL NOMINEE SSL LIMITED,KIROW ARDELT GMBH,Professional Engineering Services,1031\5110006339,2021-10-07,2433245.30,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109996703,2021-09-22,2382389.34,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARINGEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900069652,2021-09-21,2380220.71,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110009940,2021-09-27,2334601.57,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901678896,2021-10-01,2295318.63,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110013690,2021-09-28,2250000.00,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046359,2021-10-15,2236380.41,
DOCKLANDS LIGHT RAILWAY,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1012\5110011572,2021-10-04,2155959.86,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046356,2021-10-15,2057277.63,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900046294,2021-10-01,1959248.53,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046371,2021-10-15,1893298.27,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110018044,2021-10-15,1761039.56,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF RICHMOND UPON THAMES,Borough Services - Claim Against Pr Yr Accrual,1002\1900069624,2021-10-11,1656193.88,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WANDSWORTH - BSP,Borough Services - Claim Against Pr Yr Accrual,1002\1900069637,2021-09-29,1631736.00,
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,Borough Services - Claim Against Pr Yr Accrual,1002\1900069650,2021-10-12,1604760.22,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110010558,2021-09-23,1584226.17,
LUL NOMINEE SSL LIMITED,THALES GRD TRANSPORTATION SYSTEMS,Civil Engineering Construction Works,1031\5110014506,2021-10-15,1559515.29,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5110019894,2021-10-12,1544901.74,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046370,2021-10-15,1532576.81,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,Borough Services - Claim Against Pr Yr Accrual,1002\1900069321,2021-10-12,1499450.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,Borough Services - Claim Against Pr Yr Accrual,1002\1900069111,2021-10-13,1484319.29,
SURFACE TRANSPORT CORP,DEPARTMENT FOR TRANSPORT,Management & Support Consultancy,1002\5110011429,2021-09-29,1464878.50,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109999746,2021-09-23,1458008.08,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5109999206,2021-09-24,1402600.89,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110004052,2021-09-20,1398773.13,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SOUTHWARK,Borough Services - Claim Against Pr Yr Accrual,1002\1900069285,2021-10-06,1354161.00,
SURFACE TRANSPORT CORP,SIEMENS,Contracted Services - Roads,1002\5109996221,2021-09-21,1352807.62,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5110000983,2021-09-23,1301774.12,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900046368,2021-10-15,1283832.83,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Building Maintenance & Repairs,1002\5110021069,2021-10-13,1274400.20,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046357,2021-10-15,1257147.44,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900069521,2021-10-12,1231856.11,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800044225,2021-09-23,1212681.50,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069671,2021-10-12,1183427.42,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110018049,2021-10-15,1161800.00,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110016719,2021-10-06,1141349.04,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900046373,2021-10-15,1134988.84,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5110012048,2021-10-01,1131356.19,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HACKNEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900069661,2021-10-12,1113259.08,
SURFACE TRANSPORT CORP,EALING COUNCIL,Borough Services - Claim Against Pr Yr Accrual,1002\1900069529,2021-09-21,1102951.00,
TFL CORPORATE,ARCADIS GEN UK LIMITED,Software Maintenance,1001\5110015961,2021-10-06,1102554.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110012056,2021-10-06,1062293.89,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5110009679,2021-10-13,1048776.18,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5110005928,2021-10-06,1028408.19,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900046360,2021-10-15,1024964.46,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069755,2021-09-22,1004090.75,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5110007682,2021-09-20,978947.05,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109997972,2021-09-22,972677.77,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900046292,2021-10-01,945908.63,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109995840,2021-09-20,944365.52,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110016450,2021-10-14,944009.66,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Maintenance Materials,1033\5110016492,2021-10-06,918159.36,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110021079,2021-10-15,862333.84,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5110007699,2021-10-13,853847.91,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5110009659,2021-09-21,821849.86,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900046366,2021-10-15,798414.05,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109993793,2021-09-23,791344.18,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5110004626,2021-10-06,791344.18,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069721,2021-09-21,790843.53,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5110014367,2021-10-14,747738.30,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110019869,2021-10-13,736851.42,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900069900,2021-10-01,718022.00,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5110011440,2021-09-27,707518.84,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110021073,2021-10-15,668288.99,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900046363,2021-10-15,629620.82,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF GREENWICH,Borough Services - Claim Against Pr Yr Accrual,1002\1900069001,2021-10-06,607791.89,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110007565,2021-09-21,602794.61,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901678968,2021-10-04,601692.00,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110003924,2021-09-23,594164.93,
TUBE LINES LTD,TALLERES ZITRON SA UK BRANCH,Equipment Repairs & Maintenance,1025\5110005854,2021-10-06,592520.70,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900046303,2021-10-01,576042.85,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999622,2021-09-27,572761.87,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999505,2021-09-27,566627.58,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999480,2021-09-27,564811.36,
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5110002864,2021-10-12,558699.66,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110009700,2021-09-27,525617.88,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE,Civil Engineering Construction Works,1005\5110012015,2021-10-13,510193.07,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF GREENWICH,Borough Services - Claim Against Pr Yr Accrual,1002\1900069824,2021-10-13,505747.92,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900069390,2021-09-22,504776.33,
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5110022289,2021-10-15,497795.98,
LONDON UNDERGROUND LTD,ALBA POWER LIMITED,Electrical Equipment Maintenance,1005\5110019935,2021-10-13,462000.00,
SURFACE TRANSPORT CORP,RIVERLINX LIMITED,Civil Engineering Construction Works,1002\5110018284,2021-10-06,454432.00,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110013778,2021-09-29,447310.20,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004\5110003988,2021-09-27,435862.32,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5110005926,2021-10-06,433564.52,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900069846,2021-10-11,429982.42,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5110012232,2021-10-01,419101.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5110014672,2021-10-13,412855.26,
SURFACE TRANSPORT CORP,SIEMENS,Computer Software,1002\5110000202,2021-09-28,410658.73,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5110015717,2021-10-14,406023.79,
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Professional Engineering Services,1020\5110019791,2021-10-13,392282.91,
LONDON UNDERGROUND LTD,THE 4OC LIMITED,Cameras,1005\5110008311,2021-09-22,389292.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109999751,2021-09-23,382572.93,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110010564,2021-09-23,382572.93,
SURFACE TRANSPORT CORP,CORPORATION OF LONDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069620,2021-10-06,374089.29,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5110020509,2021-10-12,364213.51,
LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109998245,2021-09-24,358984.44,
LONDON UNDERGROUND LTD,CARRAIG INVESTMENTS S.A.R.L,MR Construction Costs,1005\5110009670,2021-09-22,357403.49,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5110008075,2021-09-28,347869.77,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5110007225,2021-09-22,345490.15,
TUBE LINES LTD,SIEMENS,Signalling Systems,1025\5109995409,2021-09-20,343182.00,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5110004607,2021-09-29,341773.36,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110011443,2021-10-13,336814.90,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1005\5110011402,2021-09-27,333998.60,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110019806,2021-10-11,333926.14,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901678912,2021-10-04,332500.00,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110003928,2021-09-23,332182.32,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5110003874,2021-09-20,328823.25,
TFL CORPORATE,SUSTRANS LTD,External Events Roads Shows And Face To Face,1001\5110000042,2021-09-28,328331.77,
SURFACE TRANSPORT CORP,SIEMENS,Computer Software,1002\5110007274,2021-10-13,322451.00,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5110007685,2021-09-20,317157.18,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900046361,2021-10-15,305827.12,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5110007175,2021-10-13,305250.00,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Building Maintenance & Repairs,1002\5110019839,2021-10-11,303086.87,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services - Claim Against Pr Yr Accrual,1002\1900069769,2021-10-06,295000.00,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900219423,2021-09-23,294279.61,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110010586,2021-09-23,292942.35,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900219424,2021-09-23,290922.03,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109996956,2021-09-22,290469.82,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900069612,2021-09-21,273032.00,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110018257,2021-10-11,272842.44,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5110003417,2021-10-11,272507.20,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Civil Engineering Construction Works,1005\5110019202,2021-10-14,271445.97,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110003920,2021-09-23,268819.44,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Retentions Control Account > 1Year,1002\1900069937,2021-10-15,267666.48,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110022114,2021-10-14,265548.25,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901678897,2021-10-01,261058.74,
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,Borough Services - Claim Against Pr Yr Accrual,1002\1900069530,2021-09-21,258226.68,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110015941,2021-10-04,255475.31,
DOCKLANDS LIGHT RAILWAY,BCM  CONSTRUCTION LIMITED,Civil Engineering Construction Works,1012\5110010166,2021-09-27,254862.63,
SURFACE TRANSPORT CORP,EVERSHEDS,Legal Fees,1002\5110009849,2021-09-28,254068.50,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5110007652,2021-09-20,252807.11,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Software,1001\5109995648,2021-09-21,249365.34,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110012160,2021-09-28,240846.54,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,Borough Services - Claim Against Pr Yr Accrual,1002\1900068774,2021-10-11,238870.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110007613,2021-10-06,236350.45,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901678952,2021-10-04,236208.00,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900073769,2021-09-22,235438.10,
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,Borough Services - Claim Against Pr Yr Accrual,1002\1900069025,2021-10-13,233504.81,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,Civil Engineering Construction Works,1031\5110018814,2021-10-14,233483.65,
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1005\5109999358,2021-10-08,227717.12,
TUBE LINES LTD,GB RAILFREIGHT LTD,Equipment Repairs & Maintenance,1025\5110007470,2021-09-27,227269.69,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110015893,2021-10-06,226041.10,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,Civil Engineering Construction Works,1031\5109986658,2021-10-14,225561.73,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5109996141,2021-09-24,222324.73,
TUBE LINES LTD,MITIE FM LIMITED,Security Services (Guards),1025\5110007855,2021-09-27,218873.77,
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5110003887,2021-09-20,218844.30,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1020\5110007504,2021-10-13,218022.74,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110018047,2021-10-15,217430.33,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5110015938,2021-10-07,217293.60,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999476,2021-09-27,216762.51,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999643,2021-09-27,216762.51,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Civil Engineering Construction Works,1002\5110019797,2021-10-13,215805.63,
TFL CORPORATE,PROBRAND LTD,Software Maintenance,1001\5110003641,2021-10-06,215593.80,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109999473,2021-09-27,214517.58,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5110010773,2021-09-28,211414.48,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5110019898,2021-10-13,210817.99,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,Civil Engineering Construction Works,1031\5110003991,2021-10-14,209747.71,
SURFACE TRANSPORT CORP,SIEMENS,Maintenance of Plant & Equipment,1002\5110011192,2021-10-06,208451.69,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110007720,2021-10-13,206760.92,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109996953,2021-09-22,204927.25,
SURFACE TRANSPORT CORP,SIEMENS,Building Maintenance & Repairs,1002\5109998206,2021-09-22,201917.84,
DOCKLANDS LIGHT RAILWAY,VOESTALPINE RAIL TECHNOLOGY GMBH,Maintenance Materials,1012\5109996498,2021-09-23,201144.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF NEWHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900069717,2021-10-06,199202.10,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069852,2021-10-12,198466.27,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF CROYDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900069730,2021-09-20,197000.00,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800044224,2021-09-23,196377.00,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Management & Support Consultancy,1020\5109996230,2021-09-21,192552.75,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900219469,2021-10-01,190032.41,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110006537,2021-10-06,189941.16,
