Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900045230,2021-01-08,1894630.58,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109864145,2021-01-07,1807306.88,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109857177,2020-12-16,1728098.22,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Highway Bridges,1002\5109850490,2020-12-18,1681836.95,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5109858683,2021-01-06,1596904.05,
SURFACE TRANSPORT CORP,AECOM LTD,Road Maintenance,1002\5109865683,2020-12-30,1583874.01,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109865264,2020-12-29,1564877.60,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109859169,2021-01-06,1496528.71,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045228,2021-01-08,1481083.47,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045232,2021-01-08,1436579.95,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901674843,2020-12-24,1436261.11,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109858649,2020-12-15,1337969.14,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109859229,2020-12-29,1322193.02,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109853470,2020-12-24,1304181.00,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109854844,2020-12-18,1300947.79,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045215,2021-01-08,1292136.22,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109858870,2020-12-22,1268785.86,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Highway Bridges,1002\5109863579,2020-12-23,1200925.42,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045226,2021-01-08,1170305.41,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Software Maintenance,1001\5109850649,2020-12-22,1083143.00,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Road Maintenance,1002\5109864881,2020-12-29,1029862.00,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109855871,2020-12-29,1007030.27,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109865698,2020-12-30,993036.69,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5109863762,2021-01-07,978337.94,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109853351,2020-12-22,972677.77,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services,1002\1900067106,2020-12-22,971050.48,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045218,2021-01-08,962016.92,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109860642,2020-12-16,948962.41,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045174,2020-12-24,948638.88,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109850009,2020-12-21,898302.77,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109847156,2020-12-18,864571.58,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109837920,2020-12-24,853958.84,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109853779,2020-12-22,811248.60,
SURFACE TRANSPORT CORP,AECOM LTD,Contracted Services - Roads,1002\5109863302,2020-12-23,810476.04,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5109858681,2021-01-06,806696.63,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Radio Systems Equipment & Maintenance,1005\5109847817,2020-12-15,777741.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045224,2021-01-08,735954.07,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900045184,2020-12-24,733144.53,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109859101,2020-12-15,732744.27,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847852,2020-12-16,729711.89,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109864869,2020-12-30,722378.29,
LONDON UNDERGROUND LTD,INTERSERVE,Security Services (Guards),1005\5109855451,2020-12-21,718487.30,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109857800,2020-12-22,717509.51,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109844043,2020-12-16,709657.75,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109861096,2020-12-24,693541.62,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Vehicle Repairs & Maintenance,1006\5109850902,2020-12-21,674069.00,
TFL CORPORATE,4C ASSOCIATES LIMITED,Management & Support Consultancy,1001\5109858380,2020-12-16,666000.00,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109847714,2020-12-15,654675.00,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109828448,2020-12-15,651378.19,
LONDON BUS SERVICES LTD,NEL HYDROGEN A/S,Vehicle Repairs & Maintenance,1006\5109739517,2020-12-29,636997.00,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900045221,2021-01-08,632604.89,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109863619,2021-01-07,628582.31,
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Professional Engineering Services,1020\5109861000,2020-12-21,623398.17,
RAIL FOR LONDON LIMITED,LINSINGER MASCHINENBAU GESELLSCHAFT,Equipment Repairs & Maintenance,1020\5109857070,2020-12-31,609934.65,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901674955,2020-12-31,601692.00,
TFL CORPORATE,DIGITAL REALTY (UK) LTD,Manage IT Services,1001\5109854959,2020-12-29,595740.41,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109858678,2021-01-06,583311.29,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Professional Engineering Services,1020\5109858050,2020-12-15,581060.84,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109864167,2020-12-30,554789.66,
RAIL FOR LONDON LIMITED,SPERRY RAIL SERVICE,Professional Engineering Services,1020\5109864806,2020-12-29,554266.00,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109859256,2021-01-06,544610.42,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900045186,2020-12-24,540517.13,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Retentions Control Account > 1Year,1031\5109861698,2020-12-22,533516.62,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5109857803,2020-12-29,518240.59,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109853765,2020-12-24,509130.00,
DOCKLANDS LIGHT RAILWAY,POD-TRAK LTD,Civil Engineering Construction Works,1012\5109831156,2020-12-17,503169.17,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109847734,2020-12-16,500185.14,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900067420,2020-12-23,493873.20,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109857798,2020-12-17,484401.26,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5109855681,2020-12-29,482593.46,
SURFACE TRANSPORT CORP,CORPORATION OF LONDON,Borough Services,1002\1900067161,2020-12-29,477273.39,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,Operator Costs,1007\5109856908,2021-01-04,476186.25,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109848694,2020-12-16,471456.35,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109857174,2020-12-16,462500.00,
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109860533,2020-12-17,458561.03,
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Recruitment Agency Fees,1001\5109850854,2020-12-21,451322.00,
LUL NOMINEE SSL LIMITED,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1031\5109848259,2020-12-16,449282.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847755,2020-12-16,423458.11,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847866,2020-12-16,423035.70,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109850006,2020-12-21,417826.48,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045205,2021-01-08,405647.55,
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Retentions Control Account > 1Year,1031\5109849632,2020-12-14,404108.53,
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Maintenance of Telecommunications Equipment,1001\5109848325,2020-12-16,377930.03,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Borough Services,1002\1900067016,2021-01-05,375173.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847867,2020-12-16,371106.90,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109866319,2021-01-05,365031.65,
LONDON UNDERGROUND LTD,THE 4OC LIMITED,Management & Support Consultancy,1005\5109858083,2020-12-15,363405.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109860224,2020-12-22,361982.04,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5109864142,2021-01-05,361975.01,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109850334,2020-12-21,359039.75,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5109860625,2020-12-22,358479.08,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045208,2021-01-08,357230.74,
DOCKLANDS LIGHT RAILWAY,DELATIM LIMITED,Civil Engineering Construction Works,1012\5109859112,2020-12-16,354698.14,
LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109857160,2020-12-15,349550.85,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Civil Engineering Construction Works,1020\5109855724,2020-12-29,342130.64,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109859207,2021-01-06,334755.32,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901674930,2020-12-31,332500.00,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109864159,2021-01-07,315153.08,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109861582,2020-12-22,314392.47,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1005\5109848733,2020-12-16,313559.99,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045219,2021-01-08,312941.06,
DOCKLANDS LIGHT RAILWAY,HYDER CONSULTING (UK) LTD,Professional Engineering Services,1012\5109861716,2020-12-24,312136.11,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109857806,2020-12-17,309871.52,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900045229,2021-01-08,309527.80,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109863126,2020-12-24,305073.54,
LONDON UNDERGROUND LTD,1ST INRAIL LIMITED,Track General Maintenance,1005\5109863774,2020-12-22,303656.45,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109850475,2020-12-16,301042.94,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109850336,2020-12-16,297698.91,
RAIL FOR LONDON LIMITED,NETWORK RAIL,National Rail Contribution,1020\5109860197,2021-01-06,293456.44,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Vehicle Repairs & Maintenance,1006\5109849967,2020-12-16,289900.25,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900216184,2020-12-22,287326.53,
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5109854033,2020-12-31,285201.89,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900216183,2020-12-22,285111.03,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109847881,2020-12-16,284830.18,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5109850148,2020-12-22,281398.53,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847846,2020-12-16,280878.60,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109858659,2021-01-06,280343.73,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109863775,2020-12-24,275436.96,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5109853964,2020-12-24,271032.60,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045203,2021-01-08,269220.00,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109864098,2020-12-24,260114.05,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109864097,2020-12-23,260114.05,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109851549,2020-12-22,259985.88,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109864087,2020-12-23,259522.60,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109864082,2020-12-23,258714.05,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109865389,2020-12-29,256452.21,
TFL CORPORATE,ERNST & YOUNG LLP,Financial Statement Audit Fees,1001\5109848758,2020-12-16,256290.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847850,2020-12-16,253300.30,
LONDON BUS SERVICES LTD,DELOITTE,Planning & Development Consultancy,1006\5109853674,2020-12-22,253025.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSP SYSTEMS UK LTD,Civil Engineering Construction Works,1005\5109864702,2021-01-05,247951.58,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045201,2021-01-08,247834.98,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109847652,2020-12-16,244229.16,
SURFACE TRANSPORT CORP,SIEMENS,Contracted Services - Roads,1002\5109861439,2020-12-18,238596.27,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901674998,2020-12-31,236208.00,
LONDON UNDERGROUND LTD,BOMBARDIER TRANSPORT UK,Fleet Tsssa Contract,1005\5109858316,2020-12-17,235978.27,
LONDON UNDERGROUND LTD,BOMBARDIER TRANSPORT UK,Fleet Tsssa Contract,1005\5109867205,2021-01-07,235978.27,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109859246,2020-12-15,234678.00,
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Photography & Video,1004\5109845399,2020-12-29,228583.33,
TFL CORPORATE,MARSH SERVICES LTD,General Insurance,1001\5109848370,2020-12-17,224000.00,
SURFACE TRANSPORT CORP,ARCADIS GEN UK LIMITED,Professional Engineering Services,1002\5109865306,2021-01-04,222458.29,
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Retentions Control Account > 1Year,1031\5109850809,2020-12-14,222087.59,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109853944,2020-12-24,218411.70,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109858661,2021-01-06,216762.51,
LUL NOMINEE BCV LIMITED,GALLDRIS SERVICES LIMITED,Civil Engineering Construction Works,1033\5109857224,2020-12-14,216023.18,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109851498,2020-12-22,213676.97,
LONDON UNDERGROUND LTD,KN NETWORK SERVICES LTD,MR Construction Costs,1005\5109851081,2020-12-16,213347.51,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109861369,2020-12-29,213010.24,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109857175,2020-12-16,212360.08,
TFL CORPORATE,LEMONGRASS CONSULTING LIMITED,Computer Software,1001\5109861659,2020-12-22,211916.05,
LONDON UNDERGROUND LTD,GEOFFREY OSBORNE LIMITED,Civil Engineering Construction Works,1005\5109857155,2020-12-21,211575.43,
LONDON BUS SERVICES LTD,DELOITTE,Planning & Development Consultancy,1006\5109853662,2020-12-22,210523.00,
LONDON BUS SERVICES LTD,AECOM LTD,Contracted Services - Roads,1006\5109863317,2020-12-23,209337.30,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Bus Stations LBL,1006\1900045154,2020-12-15,209301.00,
SURFACE TRANSPORT CORP,SIEMENS,Maintenance of Plant & Equipment,1002\5109858060,2020-12-22,208080.27,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109847882,2020-12-16,206809.68,
DOCKLANDS LIGHT RAILWAY,CONST. Y AUX. DE FERROCARRILES S.A,Vehicle Purchases,1012\5109860427,2020-12-21,206657.42,
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,Planning & Development Consultancy,1005\5109855102,2020-12-29,203741.82,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900216234,2020-12-30,202255.30,
TFL CORPORATE,SUSTRANS LTD,External Events Roads Shows And Face To Face,1001\5109853820,2020-12-16,201086.55,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045161,2020-12-24,200944.71,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109847753,2020-12-16,198997.69,
SURFACE TRANSPORT CORP,CSTS LTD,Maintenance of Plant & Equipment,1002\5109865434,2021-01-05,194761.05,
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5109864151,2021-01-07,194646.70,
LONDON UNDERGROUND LTD,BERWIN LEIGHTON PAISNER,Legal Fees,1005\5109863315,2020-12-24,188467.00,
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,Gas,1005\1900216227,2020-12-29,187788.02,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109865398,2021-01-07,186689.68,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109859168,2020-12-15,182861.30,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900071880,2020-12-17,180748.75,
