,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2608.46,Water Charges
INSERTED DETAIL,,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,628.4,Water Charges
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1672.71,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,690.94,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,794.79,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1075.34,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1971.08,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1729.19,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1618.98,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1475.75,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,2427.73,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1596.89,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,10465.46,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,21301.47,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN LTD,0,700,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NSL LIMITED,3083412,3182.22,Security Services
INSERTED DETAIL,,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,1049.65,Ict Software Support & Maintenance
INSERTED DETAIL,,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3090369,764,Repairs - Asbestos Removal
INSERTED DETAIL,,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3091074,1463.00,Storage Costs
INSERTED DETAIL,,Economic Growth,Regulatory Services,STREBEL LTD,3091252,4436.00,Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,T P S BOILER SPARES,3090476,526.08,Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,T W WARD INDUSTRIAL BOILERS,3089670,525.61,Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,TT ELECMECH LIMITED,3089469,1733.00,Alterations & Improvements - Electrical
INSERTED DETAIL,,Economic Growth,Regulatory Services,WPS UNITED KINGDOM LTD,3090806,11717.00,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,4IMPRINT,3089573,614.95,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,ACCESS HIRE NATIONWIDE LTD,3083791,1306.43,Plant Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,5731.50,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3090160,516,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3091223,600,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3091222,690.64,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3090946,824.4,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,2209.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,3400.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,2209.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,1710.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,572,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,654.75,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,647.48,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,654.75,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,647.48,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,532.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,647.48,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,676.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,654.75,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,676.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,676.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,771.15,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,676.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,676.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,602.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,589.89,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,638.8,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,602.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,684.45,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DESCO,3091705,3840.00,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,GROUNDWORK NORTH EAST,3085199,3470.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,GROUNDWORK NORTH EAST,3085199,3470.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,GROUNDWORK NORTH EAST,3085199,3470.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3091874,945.12,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3091874,751.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3091874,984.99,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,LOVE TO RIDE,3084563,8760.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,M BISSELL DISPLAY LTD,3088823,590,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3088855,1550.03,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,39118.38,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3087848,741.48,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,6453.30,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3090842,2376.46,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,1136.00,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088770,983.68,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3086693,1020.31,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,1474.40,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MOJO PROMOTIONS,3089482,2496.15,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3090824,580.92,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NEWSQUEST MEDIA GROUP,3090761,596.81,Traffic Management
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085361,533.61,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085354,6183.03,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084531,957.98,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085352,9551.61,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084531,533.86,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085350,533.86,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3089900,533.61,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084496,745.67,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084533,1915.96,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085362,5549.41,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085362,6604.84,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085354,533.86,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,0,903.11,Chemicals
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085356,3516.54,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085355,533.86,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085358,533.61,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085363,1501.88,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085363,6670.25,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085352,1600.83,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085363,8271.58,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085355,1601.33,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,773.13,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,863.52,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,559.77,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,602.67,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,36378.60,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,1400.00,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,509.01,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PROTEUS EQUIPMENT LTD,3090940,957.6,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,S & I STRUCTURES,3090674,910,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),3086361,76781.40,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3088795,8034.88,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3091235,9664.72,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3091028,2368.43,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3091029,2212.14,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,STONEGRAVE AGGREGATES LTD,3086696,626.61,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,576,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,609.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,573.3,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,609.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,500,Waste Management
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3091792,1000.00,Waste Management
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3090409,629.15,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3085904,644.82,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC TRADING LIMITED,3087769,36574.87,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TEES VALLEY COMBINED AUTHORITY,3081546,239040.00,Concessionary Fares
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TEES VALLEY COMBINED AUTHORITY,3081546,239040.00,Concessionary Fares
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TEES VALLEY COMBINED AUTHORITY,3081546,239040.00,Concessionary Fares
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,THE CREATIVE ALCHEMIST,3088734,1397.60,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3081942,1170.00,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3089445,7930.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3089445,2600.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,705.33,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,545.71,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,544.5,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,543.15,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,1011.33,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,1196.69,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WERNICK HIRE LTD,3090830,553.55,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WILKINSONS HARDWARE STORES LTD,3091740,5630.22,Premises Insurance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,3089224,906.85,Rent Of Facilities
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,3089224,765,Rent Of Facilities
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,XMA LIMITED,3090742,533.26,Ict Hardware Purchase
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,YESSS ELECTRICAL,3089538,5372.00,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,YESSS ELECTRICAL,3089537,5530.00,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,YESSS ELECTRICAL,3089566,2370.00,Materials
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,CABINET OFFICE,3091225,3650.00,Professional Fees & Consultancy
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,ERNST & YOUNG LLP,3090781,3000.00,Professional Fees & Consultancy
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,ERNST & YOUNG LLP,3090781,3200.00,Professional Fees & Consultancy
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,ESRI (UK) LTD,3085231,1997.84,Consultancy Fees
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,INSIGHT DIRECT (UK) LTD,3091257,9690.00,Ict Hardware Purchase
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,LIQUID LOGIC,3091043,34880.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,LIQUID LOGIC,3091042,6040.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,PERMANENT FUTURES,3090763,4000.00,Consultancy Fees
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,RELIANCE HIGH TECH,0,1742.54,Ppe Clothing & Equipment
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,RELIANCE HIGH TECH,0,1789.58,Ppe Clothing & Equipment
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,8367.59,Telephone Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3913.04,Telephone Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,4200.33,Telephone Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,VODAFONE,0,2658.48,Telephone Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,3082197,2548.00,Counselling Recharge
