Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624722,ERS INVOICE99046,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624723,ERS INVOICE99047,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624724,ERS INVOICE99048,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624725,ERS INVOICE99049,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624726,ERS INVOICE99050,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624727,ERS INVOICE99051,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624728,ERS INVOICE99052,1551933.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624729,ERS INVOICE99053,1551931.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624730,ERS INVOICE99054,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624731,ERS INVOICE99055,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624732,ERS INVOICE99056,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624733,ERS INVOICE99057,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624734,ERS INVOICE99058,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624735,ERS INVOICE99059,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624736,ERS INVOICE99060,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624737,ERS INVOICE99061,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2014-04-02,3624738,ERS INVOICE99062,680586.00,SOUTH YORKSHIRE FIRE & RESCUE AUTHORITY,301094,Unclassified Non Trade,FIRE STATIONS
GRANT DD,8440,FEE EXPENSES,2014-04-02,3624739,ERS INVOICE99063,11105.95,LIGHTWORK DESIGN LTD,587905,Education,EDUCATIONAL TRAINING PROVIDERS
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2014-04-02,3624740,ERS INVOICE99064,1750.00,AQUA-FLOW PLUMBING & HEATING SPECIALISTS,590460,Construction,PLUMBERS
ARBOURTHORNE 5M'S REFURB,1143,COMPENSATION,2014-04-02,3624741,ERS INVOICE99065,4680.68,REDACTED PERSONAL DATA,594604,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2014-04-02,3624743,ERS INVOICE99067,4700.00,REDACTED PERSONAL DATA,594607,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
GRANT DD,8440,FEE EXPENSES,2014-04-02,3624751,ERS INVOICE99075,823.93,CARLTON MANUFACTURING LTD,588395,Building Construction Materials,BUILDERS' MERCHANTS
SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2014-04-02,3597028,18543,5447.28,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING,5610,AGENCY STAFF,2014-04-02,3604399,2100085224,4230.13,SHEFFIELD CARE TRUST,455262,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING,5610,AGENCY STAFF,2014-04-02,3604401,2100085223,4230.13,SHEFFIELD CARE TRUST,455262,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3606627,52071,590.95,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
PROSPECTS - YOUTH NEETS,9120,OTHER AGENCIES,2014-04-02,3615729,7219,19261.80,SHEFFIELD FUTURES,322702,Medical,COUNSELLING & ADVICE SERVICES
POST 16 TRANSPORT PARTNERSHIP,7140,PUBLIC TRANSPORT COSTS,2014-04-02,3617212,SL0066799,1170.00,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
APS - MANOR CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3618183,921494320,1154.59,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
ADULT EDUCATION ADMIN,8440,FEE EXPENSES,2014-04-02,3619014,I0055193,3279.00,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
COMMERCIAL TEAM,5750,TRAINING EXPENDITURE,2014-04-02,3621512,6155196,1970.00,RICARDO-AEA LTD,320986,Consultancy,ENVIRONMENTAL CONSULTANTS
LDD SPECIALIST PLACEMENTS,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3621824,5266,3275.60,TOUGH FURNITURE LIMITED,441270,Furniture,FURNITURE MNFRS - HOME & OFFIC
ACCOMMODATION,6020,REPAIRS AND MTCE - PROGRAMMED,2014-04-02,3621864,98368,1585.67,SOLPRO MANUFACTURING LTD,512326,Unclassified Trade,ELECTRONIC COMPONENT MNFRS & D
SHEFFIELD HOMES TREES,6370,GROUNDS MTCE AND ARBORICULTURE,2014-04-02,3622004,52,2435.00,J B HIBBERD LIMITED,510434,Environmental Services,TREE WORK & FORESTRY SERVICES
PUBLIC HEALTH COMM DEV TEAM,8550,OTHER SERVICES,2014-04-02,3622095,21781,1890.00,OPEN COLLEGE NETWORK YORKSHIRE & HUMBER,591789,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
GATEWAY PROJECT,6210,RENTS,2014-04-02,3622382,41703,657.7,TAPTON ESTATES PROPERTIES LTD,449360,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
INCOME MANAGEMENT,8270,SUBSCRIPTIONS,2014-04-02,3622447,261,600,HOUSEMARK PERFORMANCE IMPROVEMENT,551424,Education,EDUCATIONAL TRAINING PROVIDERS
CITY WIDE ALARMS SERVICE,8610,OTHER TELECOMMUNICATIONS,2014-04-02,3622459,INV/70064213,15582.84,TUNSTALL RESPONSE LTD,574413,ICT,TELECOMMUNICATIONS EQUIPMENT &
CITY WIDE ALARMS SERVICE,8610,OTHER TELECOMMUNICATIONS,2014-04-02,3622461,INV/70064422,9118.33,TUNSTALL RESPONSE LTD,574413,ICT,TELECOMMUNICATIONS EQUIPMENT &
CITY WIDE ALARMS SERVICE,8590,LANDLINE TELEPHONES,2014-04-02,3622462,INV/70064421,13497.36,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
GROUNDS MAINTENANCE,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3622469,5379,250,ENVIRONMENTAL DRAINAGE SOLUTIONS LTD,373384,Environmental Services,DRAINAGE CONTRACTORS
SCHOOLS MIS,8620,COMPUTER SOFTWARE PURCHASES,2014-04-02,3622608,151730,475,AFD SOFTWARE LTD,567836,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
CITY WIDE CHILD CARE CONTRACT,6280,HIRE OF PREMISES,2014-04-02,3622619,41719,500,MANOR COMMUNITY CHILDCARE CENTRE LTD,311892,Social Community Care,NURSERIES & CRECHES
CITY WIDE CHILD CARE CONTRACT,6280,HIRE OF PREMISES,2014-04-02,3622620,41719,360,MANOR COMMUNITY CHILDCARE CENTRE LTD,311892,Social Community Care,NURSERIES & CRECHES
ANIMAL WARDENS,8530,TIPPING CHARGES,2014-04-02,3622694,13/289,302,D S COOPER LTD,504392,Environmental Services,WASTE DISPOSAL SERVICES
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2014-04-02,3622787,173365,349.4,OSBORNE RICHARDSON LTD,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2014-04-02,3622789,173367,253.2,OSBORNE RICHARDSON LTD,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
100 APPRENTICES,9120,OTHER AGENCIES,2014-04-02,3622836,190314,429,LITTLE ANGELS NURSERY SCHOOL,311885,Social Community Care,NURSERIES & CRECHES
ADMIN & RUNNING COSTS,8350,MISCELLANEOUS EXPENSES,2014-04-02,3622904,2798,282.75,ALMEGA LIMITED,492887,Stationery,PROMOTIONAL ITEMS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2014-04-02,3622916,2237604,24935.38,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
VEHICLE & PLANT EFFICIENCY 13-,1182,PURCHASE OF VEHICLES,2014-04-02,3622918,UMT0003303,48985.37,TREKA BUS LTD,571552,Vehicles Not Buses,VEHICLE CONVERSIONS
LDD SPECIALIST PLACEMENTS,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3622945,41719,1108.33,APOLLO APPLIANCES LTD,202990,Domestic Goods,DOMESTIC APPLIANCES - SERVICIN
LDD SPECIALIST PLACEMENTS,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3622946,41719,1270.84,APOLLO APPLIANCES LTD,202990,Domestic Goods,DOMESTIC APPLIANCES - SERVICIN
SOUTH,9120,OTHER AGENCIES,2014-04-02,3623158,2014-1,400,LBJ COMMUNITY FORUM,561515,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CITY WIDE CHILD CARE CONTRACT,6280,HIRE OF PREMISES,2014-04-02,3623199,S89,960,HANDSWORTH COMMUNITY NURSERY,325463,Social Community Care,NURSERIES & CRECHES
HEALTH & SAFETY + LICENSING,5750,TRAINING EXPENDITURE,2014-04-02,3623394,CI11571,780,NORTH NOTTINGHAMSHIRE COLLEGE,305524,Unclassified Non Trade,SCHOOLS & COLLEGES - ART & DES
ICAM,8440,FEE EXPENSES,2014-04-02,3623423,C260177,1322.66,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
GATEWAY PROJECT,8050,FURNITURE PURCHASES,2014-04-02,3623464,41722,REDACTED PERSONAL DATA,PHILIP READ,492067,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
APS - MANOR CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2014-04-02,3624549,921555812,1154.59,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
BANKWOOD CHILDRENS CENTRE,8590,LANDLINE TELEPHONES,2014-04-02,3624574,108098,3383.92,ONE CLOUD (UK) LIMITED,567657,ICT,TELECOMMUNICATIONS EQUIPMENT &
INCLUSION CENTRE,8380,PHOTOCOPYING,2014-04-02,3624080,1112187025,447.66,KONICA MINOLTA BUSINESS SOLUTIONS (UK) L,592140,ICT,OFFICE EQUIPMENT MNFRS & DISTR
INCLUSION CENTRE,8380,PHOTOCOPYING,2014-04-02,3624081,1112221481,916.28,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
INCLUSION CENTRE,8380,PHOTOCOPYING,2014-04-02,3624083,1112221479,918.82,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
MEETING ROOMS SOUTH EAST AREA,6190,WATER SERVICES,2014-04-02,3624489,8311792782,1132.09,SEVERN TRENT WATER LTD,388402,Utilities,WATER COMPANIES
MEETING ROOMS SOUTH EAST AREA,6190,WATER SERVICES,2014-04-02,3624490,8311794520,855.36,SEVERN TRENT WATER LTD,388402,Utilities,WATER COMPANIES
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2014-04-02,3624410,1495,587,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2014-04-02,3624411,353,354.8,BURNGREAVE B & B,466986,Facilities Management,GUEST HOUSES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623929,J869534,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,420601,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623931,J869534,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,513156,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623932,J869534,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,541229,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623933,J869534,REDACTED PERSONAL DATA,SARAH CARE LTD,556288,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623934,J869534,REDACTED PERSONAL DATA,SHEFFIELD MIND,556296,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623935,J869534,REDACTED PERSONAL DATA,CITIZENSHIP FIRST,556890,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623937,J869534,REDACTED PERSONAL DATA,IDK SUPPORT 4 YOU LTD - SUPPORT PLANNING,562178,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623937,J869534,REDACTED PERSONAL DATA,IDK SUPPORT 4 YOU LTD - SUPPORT PLANNING,562178,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623941,J869534,362,SY CARE & SUPPORT SHEFFIELD,585426,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623943,J869534,1256.38,REDACTED PERSONAL DATA,593789,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-02,3623945,J869534,442.34,REDACTED PERSONAL DATA,594519,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623947,J869534,5850.00,REDACTED PERSONAL DATA,594615,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3623948,J869534,280,REDACTED PERSONAL DATA,594633,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,SUPPORT PLANNING COSTS,2014-04-02,3623949,J869535,REDACTED PERSONAL DATA,PENDERELS TRUST,556454,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-02,3624200,J872065,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,525516,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3624202,J872065,348.61,A4E,547567,Human Resources,TRAINING SERVICES
ADULT SOCIAL CARE PURCHASING,4260,DIRECT PAYMENTS,2014-04-02,3624206,J872065,REDACTED PERSONAL DATA,NOMAD OPENING DOORS,568571,Social Community Care,HOME SUPPORT SERVICES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3624207,J872065,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,573241,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2014-04-02,3624208,J872065,REDACTED PERSONAL DATA,MY CHOICE LOCAL,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-02,3624209,J872065,1417.65,REDACTED PERSONAL DATA,594526,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3623951,NOVDECJAN,669.55,PARK CARE MEALS LTD,341246,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624076,33,3712.16,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-04-02,3624076,33,1780.60,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING,9230,CCSP OTHER,2014-04-02,3624076,33,603.6,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2014-04-02,3624076,33,8188.94,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2014-04-02,3624077,33EP,1849.05,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-04-02,3624078,34A,1780.60,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624078,34A,3712.16,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2014-04-02,3624078,34A,11154.97,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING,9230,CCSP OTHER,2014-04-02,3624078,34A,603.6,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2014-04-02,3624079,34SAW,2966.03,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624210,SB1403,420,ORCHARD CARE RESIDENTIAL HOME,362100,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624211,A06208,6745.76,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624212,A06212,6745.76,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624213,A06224,2013.92,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2014-04-02,3624214,A06225,402.8,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624214,A06225,1611.12,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624215,A06228,2013.92,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-04-02,3624216,A06229,1749.72,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624217,16553,400,SIGNATURE AT LOXLEY PARK (OPERATIONS) LT,514730,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624218,2100085642,1356.12,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624219,2100085643,1356.12,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624220,2100085644,1888.12,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624221,2100085645,713,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624222,210589,522,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624223,210591,812,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624224,210595,522,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624226,210672/17377,3065.64,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624227,210673/17336,4472.14,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2014-04-02,3624228,SCC0027,REDACTED PERSONAL DATA,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624228,SCC0027,REDACTED PERSONAL DATA,BLISS SUPPORT LTD,387589,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624229,16559,400,SIGNATURE AT LOXLEY PARK (OPERATIONS) LT,514730,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624230,210679,1825.16,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624234,210777,2143.68,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2014-04-02,3624235,210791,909.44,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624236,210795,844.48,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-04-02,3624237,210803,649.6,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
