Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238647,32875,1729.64,MHH CONTRACTING LTD,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238648,32876,600.00,MHH CONTRACTING LTD,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238649,32878,6619.32,MHH CONTRACTING LTD,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238650,32879,57629.80,MHH CONTRACTING LTD,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238652,32880,13589.84,MHH CONTRACTING LTD,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238654,501519,500.00,STAGECOACH SUPERTRAM MAINTENANCE LTD,367504,Transport,BUS & COACH OPERATORS & STATIO
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238660,79191,1047.56,PROTEUS  EQUIPMENT LTD,467322,Vehicles Not Buses,ROAD CONSTRUCTION EQUIPMENT MN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238663,MFG062,8508.60,MFG CONSTRUCTION LTD,526453,Construction,CONSTRUCTION CONTRACTORS - GEN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238664,SCC24,1150.00,H.R.SKIP HIRE,541284,Environmental Services,SKIP HIRE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238665,UBM0001732,1080.00,COMMAND ALKON LIMITED,504021,Unclassified Trade,CONTROL PANELS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3238669,2012/006,786.50,AMP CONSTRUCTION LTD,455715,Construction,STEEL FABRICATORS & ERECTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239016,16553,686.00,CARRYLIAM & CO,203751,Environmental Services,SKIP HIRE & RUBBISH CLEARANCE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239017,16563,752.00,CARRYLIAM & CO,203751,Environmental Services,SKIP HIRE & RUBBISH CLEARANCE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239019,20002844,1178.19,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239020,20002845,1356.30,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239021,79544,1031.99,HAGUE PLANT LTD,205330,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239022,20002864,1041.70,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239023,20002865,1002.10,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239024,20002896,1116.50,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239025,20002897,783.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239026,20002962,1161.60,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239027,20002964,998.80,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239028,20002965,1390.40,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239029,20002966,585.47,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239030,20002967,977.90,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239031,20002968,872.30,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239032,79545,687.99,HAGUE PLANT LTD,205330,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239033,20002969,948.87,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239034,20002970,581.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239035,20003042,4983.03,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239036,20003044,1053.80,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239037,20003045,974.60,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239038,20003071,8053.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239039,20003072,1337.60,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239040,20003074,578.90,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239041,2001/03087025,670.00,TIMBER SPECIALISTS (SHEFFIELD) LTD.,209055,Building Construction Materials,"TIMBER MERCHANTS, IMPORTERS &"
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239042,2150269,892.80,EAST RIDING HORTICULTURE LTD,204576,Horticultural,HORTICULTURAL EQUIPMENT & SUPP
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239044,2814,1648.81,MOTUS TRAFFIC LIMITED,343110,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239060,6626,733.58,A & W HELLIWELL & SONS LTD,202556,Unclassified Trade,FARMING - LIVESTOCK & OTHER AN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239064,7065,740.20,TRAFFIC SYSTEMS CO-OPERATIVE LTD.,209116,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239067,7483674,501.64,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239068,79188,793.53,PROTEUS  EQUIPMENT LTD,467322,Vehicles Not Buses,ROAD CONSTRUCTION EQUIPMENT MN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239072,1203/19443,1015.00,HATHER PLANT HIRE LIMITED,493155,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239075,9027981182,987.83,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239083,SCC25,1500.00,H.R.SKIP HIRE,541284,Environmental Services,SKIP HIRE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239084,SCCH2,988.00,H.R.SKIP HIRE,541284,Environmental Services,SKIP HIRE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3239086,SL0307511,582.90,SIKA LIMITED,493109,Building Construction Materials,WATERPROOF MATERIAL MNFRS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240773,1088,4130.50,K PLANT,561948,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240774,4053,1672.31,B C ROBERTS (CONTRACTING) LTD,203217,Construction,PAINTERS & DECORATORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240775,9078,717.20,ARTHURS SKIPS LIMITED,308308,Environmental Services,SKIP HIRE & RUBBISH CLEARANCE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240776,1917,4427.50,HSBC INVOICE FINANCE (UK) LTD,299229,Financial Services,FACTORING SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240777,25,8500.00,J & R SMITH,546065,Unclassified Trade,FARMING - MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240779,1406,1590.00,LAND-MARK LANDSCAPING SYSTEMS,520188,Construction,FENCING CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240784,DT3012,9619.20,TRAFFIC TECHNOLOGY LTD,530232,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-04-04,3240785,INV0070813,2280.00,CROMWELL POLYTHENE LTD,204145,Environmental Services,PLASTIC PRODUCTS - MNFRS
16 - 19 BURSARY FUNDS,8440,FEE EXPENSES,2012-04-04,3239362,ERS INVOICE65189,500.00,REDACTED PERSONAL DATA,566460,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
AFFORDABLE HOUSING,8440,FEE EXPENSES,2012-04-04,3239669,ERS INVOICE65200,1092.00,REDACTED PERSONAL DATA,566292,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
KIRKLEES - WY SUB REGION HAL,1194,OTHER FEES,2012-04-04,3239685,ERS INVOICE65217,3575.00,REDACTED PERSONAL DATA,559734,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HAMBLETON RHB LOANS HAL,1194,OTHER FEES,2012-04-04,3239694,ERS INVOICE65226,3542.70,REDACTED PERSONAL DATA,566256,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2012-04-04,3239695,ERS INVOICE65227,2450.00,REDACTED PERSONAL DATA,566028,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
16 - 19 BURSARY FUNDS,8440,FEE EXPENSES,2012-04-04,3239713,ERS INVOICE65246,500.00,REDACTED PERSONAL DATA,565382,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2012-04-04,3239715,ERS INVOICE65248,3000.00,D H ATKINSON,543717,Construction,BUILDERS
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2012-04-04,3239721,ERS INVOICE65254,1527.60,CLASSICAL GAS LTD,546540,Construction,GAS INSTALLERS
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2012-04-04,3239731,ERS INVOICE65264,3480.00,REDACTED PERSONAL DATA,566258,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
DELEGATED BUDGETS,9120,OTHER AGENCIES,2012-04-04,3239747,ERS INVOICE65280,24823.43,AON LIMITED,319158,Financial Services,INSURANCE - OTHER
CLAIMS,8740,PUBLIC LIABILITY,2012-04-04,3239993,ERS INVOICE65291,2300.00,REDACTED PERSONAL DATA,566446,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
FINANCE CONTRACT,5340,TEACHING STAFF SUPERANN,2012-04-04,3239994,ERS INVOICE65292,2475.22,HM REVENUE & CUSTOMS ONLY,473131,Unclassified Non Trade,CUSTOMS & EXCISE
FINANCE CONTRACT,5340,TEACHING STAFF SUPERANN,2012-04-04,3239995,ERS INVOICE65293,1330.56,HM REVENUE & CUSTOMS ONLY,473131,Unclassified Non Trade,CUSTOMS & EXCISE
COMPLAINTS,8460,CONSULTANTS FEES,2012-04-04,3227829,211167,2289.67,VOICE,328689,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ENVIRONMENTAL COMM SERVICES,8060,MATERIALS AND SUPPLIES GENERAL,2012-04-04,3232994,5050,727.44,URBAN HYGIENE LIMITED,330464,Cleaning and Janitorial,CLEANING MATERIALS & EQUIPMENT
VACANTS,8420,ADVERTISING AND PUBLICITY,2012-04-04,3235005,57142611,1572.12,AD MAG,297595,Education,NEWSPAPER & MAGAZINE PUBLISHER
POSITIVE ACTIVITIES FOR 8-13'S,9120,OTHER AGENCIES,2012-04-04,3235247,10/4941/55PA/40306,21857.61,THE WILDLIFE TRUSTS,380500,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ACCES2NATURE,8260,WOODLAND DEVELOPMENT EXPENSES,2012-04-04,3235638,1935,1200.00,STEEL VALLEY PROJECT,386046,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PARTNERSHIP & GRANT AID MH,9160,PARTNERSHIP CONTRACTS,2012-04-04,3235885,22804,5000.00,VOLUNTARY ACTION SHEFFIELD,295283,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
BRIGHTSIDE/SHIREGREEN COM FORE,8060,MATERIALS AND SUPPLIES GENERAL,2012-04-04,3235986,5/648/25LM/40823,737.00,WILDSCAPES LTD,472494,Consultancy,LANDSCAPE ARCHITECTS & DESIGNE
FAMILIES TOGETHER,8440,FEE EXPENSES,2012-04-04,3236484,642,46002.25,SHEFFIELD ALCOHOL ADVISORY SERVICE,335752,Medical,ALCOHOL MISUSE - ADVICE & COUN
PFI 1 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3236486,696,7727.54,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
SEN PUPIL PLACEMENTS - EDUCAT,9120,OTHER AGENCIES,2012-04-04,3236822,8500328580,640.80,MANCHESTER CITY COUNCIL,311077,Unclassified Non Trade,LOCAL GOVERNMENT
ENVIRONMENTAL COMM SERVICES,8060,MATERIALS AND SUPPLIES GENERAL,2012-04-04,3236837,916398315,2979.96,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2012-04-04,3237154,C110305,1204.52,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
SCT - WOODBOURN ROAD ATHLETICS,8180,GRANTS,2012-04-04,3237158,3018381,8000.00,SHEFFIELD CITY TRUST,315865,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ARCHAEOLOGY,8440,FEE EXPENSES,2012-04-04,3237202,38007750,3650.00,DONCASTER MBC,334689,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2012-04-04,3238102,561,13481.79,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
WOODLAND MGMT FOR BIRDS EM,1164,NC&A LANDSCAPING,2012-04-04,3238154,1592,2275.00,STOURTON ESTATES LTD,438927,Environmental Services,TREE WORK & FORESTRY SERVICES
SCC BALANCE SHEET,1540,DEMOLITION CONTROL ACCOUNT,2012-04-04,3238166,3124,3175.00,DSR DEMOLITION LIMITED,561662,Construction,DEMOLITION & DISMANTLING CONTR
PFI 1 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3238291,661,5090.27,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2012-04-04,3238370,XS12381,4857.45,XNE MARKETING & DISTRIBUTION LTD,308684,Unclassified Trade,PACKAGING MATERIALS MNFRS & SU
SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2012-04-04,3238371,XS12386,4857.45,XNE MARKETING & DISTRIBUTION LTD,308684,Unclassified Trade,PACKAGING MATERIALS MNFRS & SU
SEN TRANSPORT,7140,PUBLIC TRANSPORT COSTS,2012-04-04,3238393,61009325,1134.00,HALTON BOROUGH COUNCIL,326177,Unclassified Non Trade,LOCAL GOVERNMENT
PFI 1 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3238986,641,3238.01,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
PFI 1 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3238990,632,2556.37,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
PFI 4 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3239132,905,2578.85,SHEFFIELD LEP LIMITED,471227,Financial Services,LEASING SERVICES
PFI 4 UNITARY CHARGE,8350,MISCELLANEOUS EXPENSES,2012-04-04,3239135,904,1786.87,SHEFFIELD LEP LIMITED,471227,Financial Services,LEASING SERVICES
WELCOME TO SHEFFIELD,8250,MARKETING EXPENSES,2012-04-04,3239138,SINV.23453,2500.00,DERBYSHIRE & NOTTINGHAMSHIRE CHAMBER,469555,Human Resources,BUSINESS INFORMATION SERVICES
PLAYGROUND MAINTENANCE & INSPE,8010,EQUIPMENT PURCHASE AND REPAIR,2012-04-04,3239294,90120078,987.90,EIBE PLAY LTD,456065,Sports & Playground,PLAYGROUND EQUIPMENT
HIGHWAYS DEV CONTROL,9650,OTHER SERVICE RECHARGES,2012-04-04,3239447,1034231,3972.52,TELENT (TRAFFIC SIGNALS UK) LTD,503759,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
ENVIRONMENTAL COMM SERVICES,8060,MATERIALS AND SUPPLIES GENERAL,2012-04-04,3239518,177173,2306.40,THE HELPING HAND COMPANY,328447,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
OLIVE GROVE WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2012-04-04,3239758,526914,779.43,DAWSON RENTALS SWEEPERS,446765,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
OLIVE GROVE WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2012-04-04,3239760,526924,647.32,DAWSON RENTALS SWEEPERS,446765,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
CONTRACT,6190,WATER SERVICES,2012-04-04,3238988,391000000000000,565.84,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
CONTRACT,6190,WATER SERVICES,2012-04-04,3238994,391000000000000,516.50,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
CONTRACT,6190,WATER SERVICES,2012-04-04,3238995,391000000000000,628.88,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
CONTRACT,6190,WATER SERVICES,2012-04-04,3238996,391000000000000,508.27,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
CONTRACT,6190,WATER SERVICES,2012-04-04,3239004,391000000000000,807.04,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
CONTRACT,6190,WATER SERVICES,2012-04-04,3239125,391000000000000,538.43,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
VERDON RECREATION CENTRE,6150,ELECTRICITY,2012-04-04,3239127,79149227900,1303.31,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239352,A3644459/S1795523,4410.29,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239356,A3644459/S1862593,1097.03,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239369,A3644459/S1863023,3773.40,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239372,A3644459/S1863023,4154.57,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239374,A3644459/S1863024,8497.72,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 3 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239376,A3644459/S1863024,10023.03,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 2 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239380,A3643547/S1862893,1096.30,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 2 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239383,A3643547/S1862954,1278.97,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 4 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239384,A3540955/S1724960,2728.73,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 4 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239385,A3540955/S1724961,2615.32,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PFI 4 UNITARY CHARGE,6150,ELECTRICITY,2012-04-04,3239387,A3540955/S1862566,699.66,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
URBAN TRAFFIC CONTROL,6390,NETWORK COMMUNICATIONS,2012-04-04,3239650,145442,800.87,POWER INTERNET LTD,391741,ICT,INTERNET SERVICE PROVIDERS
URBAN TRAFFIC CONTROL,6390,NETWORK COMMUNICATIONS,2012-04-04,3239651,145443,800.87,POWER INTERNET LTD,391741,ICT,INTERNET SERVICE PROVIDERS
URBAN TRAFFIC CONTROL,6390,NETWORK COMMUNICATIONS,2012-04-04,3239652,145444,800.87,POWER INTERNET LTD,391741,ICT,INTERNET SERVICE PROVIDERS
URBAN TRAFFIC CONTROL,6390,NETWORK COMMUNICATIONS,2012-04-04,3239653,145441,800.87,POWER INTERNET LTD,391741,ICT,INTERNET SERVICE PROVIDERS
FM SITES TRADED,6160,GAS,2012-04-04,3239657,A3645517/S1862611,1506.57,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
