Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
FAMILY & COMM MANAGEMENT,9120,OTHER AGENCIES,2013-04-04,3435080,ERS INVOICE81602,440.00,REDACTED PERSONAL DATA,576340,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PRECEPTS & LEVIES,9130,PTA LEVY,2013-04-04,3435089,ERS INVOICE81611,2956968.00,S YORKS INTEGRATED TRANSPORT AUTHORITY,511634,Unclassified Non Trade,LOCAL GOVERNMENT
PARENT REIMBURSEMENTS,7060,EXTERNAL VEHICLE HIRE,2013-04-04,3435090,ERS INVOICE81612,253.44,REDACTED PERSONAL DATA,501295,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CUSTOMER FIRST PROGRAMME,5750,TRAINING EXPENDITURE,2013-04-04,3435116,ERS INVOICE81638,900.00,STUART J PYBUS,557974,Human Resources,TRAINING SERVICES
OUTDOOR EDUCATION,8440,FEE EXPENSES,2013-04-04,3435117,ERS INVOICE81639,300.00,PETER D MORTON,517818,Leisure Services,OUTDOOR PURSUIT ORGANISERS & E
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435118,ERS INVOICE81640,590.00,J PECK BUILDERS,557099,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435120,ERS INVOICE81642,2666.30,COOPERMAN,568688,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435121,ERS INVOICE81643,850.00,WHITE KNIGHT HOME IMPROVEMENTS,577041,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435122,ERS INVOICE81644,257.20,ALAN WOOD & PARTNERS,568189,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435123,ERS INVOICE81645,2383.31,HUMBERSIDE ARTEXING & BUILDING SERVICES,581468,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435124,ERS INVOICE81646,4076.28,KENTBUILD LTD,552626,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435129,ERS INVOICE81651,3650.00,WINDOWS DIRECT,574848,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435131,ERS INVOICE81653,299.00,WAKE SMITH & TOFIELDS SOLICITORS,209393,Legal Services,SOLICITORS
BRADFORD RF FUNDS HAL,1194,OTHER FEES,2013-04-04,3435132,ERS INVOICE81654,299.00,WAKE SMITH & TOFIELDS SOLICITORS,209393,Legal Services,SOLICITORS
BRADFORD RF FUNDS HAL,1194,OTHER FEES,2013-04-04,3435133,ERS INVOICE81655,299.00,WAKE SMITH & TOFIELDS SOLICITORS,209393,Legal Services,SOLICITORS
YORK - NY SUB REGION HAL,1194,OTHER FEES,2013-04-04,3435134,ERS INVOICE81656,299.00,WAKE SMITH & TOFIELDS SOLICITORS,209393,Legal Services,SOLICITORS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-04-04,3435347,ERS INVOICE81661,600.00,MISS N G ERLEN,465151,Legal Services,BARRISTERS
SWAN COMMISSIONED,1143,COMPENSATION,2013-04-04,3435348,ERS INVOICE81662,4700.00,REDACTED PERSONAL DATA,575475,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2013-04-04,3435349,ERS INVOICE81663,4700.00,REDACTED PERSONAL DATA,580838,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HOME CARE - GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3419190,918775911,288.00,ARCO LIMITED,493127,Clothing,WORKWEAR & PROTECTIVE EQUIPMEN
HOME CARE - GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3419277,918775910,3357.00,ARCO LIMITED,493127,Clothing,WORKWEAR & PROTECTIVE EQUIPMEN
HOME CARE - GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3420401,918803496,2583.00,ARCO LIMITED,493127,Clothing,WORKWEAR & PROTECTIVE EQUIPMEN
MANAGEMENT & SUPPORT SERVICES,8390,STATIONERY,2013-04-04,3421057,SINV00246257,620.14,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3421534,210771368,302.76,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3421788,220187138,1219.00,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3421932,210771379,449.20,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3422169,210771382,2306.10,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3422211,210771392,363.38,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3422213,210771170,987.15,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
HR & ORG DEVELOPMENT,8460,CONSULTANTS FEES,2013-04-04,3422787,94353,3890.25,HEALTH MANAGEMENT LTD,531359,Medical,OCCUPATIONAL HEALTH
EAST AREA ESTATE OFFICERS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3424319,8753,3448.00,OVERTON UK LTD.,394279,Cleaning and Janitorial,"VACUUM CLEANERS, INDUSTRIAL &"
RANGERS (MANAGER),5750,TRAINING EXPENDITURE,2013-04-04,3424890,AS00229SP,540.00,ACTIVE LEARNING YORKSHIRE LTD,524629,Leisure Services,SPORTS COACHING & INSTRUCTION
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3425810,210764517,423.62,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
WINTER GARDEN,6270,SERVICE / PFI UNITARY CHARGE,2013-04-04,3425863,7820-369269,830.00,GVA GRIMLEY,516199,Consultancy,SURVEYORS & VALUERS
MANAGEMENT & SUPPORT SERVICES,5750,TRAINING EXPENDITURE,2013-04-04,3426701,4090041,1485.00,CENTRAL LAW TRAINING LTD,203817,Legal Services,LEGAL SERVICES
GREEN SPACE FOR HEALTH MANAGER,8460,CONSULTANTS FEES,2013-04-04,3427666,3859,4519.50,"KNIGHT, KAVANAGH & PAGE",568426,Consultancy,BUSINESS & MANAGEMENT CONSULTA
PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2013-04-04,3428074,51097,10122.00,D FROST PLANT HIRE,501645,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
MANAGEMENT & SUPPORT SERVICES,8570,POSTAGE & DELIVERY,2013-04-04,3428176,1108017357,255.60,ROYAL MAIL GROUP LTD,384080,Mail Services,DELIVERY SERVICES
OUT OF HOURS SERVICE,8550,OTHER SERVICES,2013-04-04,3428365,42406,24981.25,SOUTH YORKSHIRE POLICE,346385,Unclassified Non Trade,POLICE
OUTDOOR EDUCATION,6220,RATES,2013-04-04,3429388,70000931,12010.50,DERBYSHIRE DALES DISTRICT COUNCIL,325291,Unclassified Non Trade,LOCAL GOVERNMENT
OUTDOOR EDUCATION,6220,RATES,2013-04-04,3429392,30003796,1200.51,DERBYSHIRE DALES DISTRICT COUNCIL,325291,Unclassified Non Trade,LOCAL GOVERNMENT
NW AREA ESTATE OFFICERS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3429640,8989,600.00,SMARTLIFT BULK PACKAGING LIMITED,490589,Unclassified Trade,PACKAGING MATERIALS MNFRS & SU
NORBURY,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3429665,931002,289.00,ARJOHUNTLEIGH UK,203033,Medical,HOSPITAL EQUIPMENT & SUPPLIES
RESOURCES MANAGER,5750,TRAINING EXPENDITURE,2013-04-04,3431591,347884,495.00,YORKSHIRE AMBULANCE SERVICE NHS TRUST,329215,Unclassified Non Trade,HOSPITALS
SPORTS EVENTS,8250,MARKETING EXPENSES,2013-04-04,3431702,5147,402.50,UK ATHLETICS LTD,580525,Leisure Services,"CLUBS & ASSOCIATIONS - SOCIAL,"
FURNISHED ACCOMMODATION,8050,SOFT FURNISHINGS,2013-04-04,3431781,15990,1577.00,ALLEN UPHOLSTERY,295763,Furniture,FURNITURE MNFRS - HOME & OFFIC
HURLFIELD,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-04,3431810,1800003401,303.73,DUNELM FABRICS,408889,Furniture,SOFT FURNISHINGS - RETAIL
HEALTH & SAFETY + LICENSING,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3431952,343163,408.00,KANE INTERNATIONAL LTD,579998,Unclassified Trade,Electronic Equipment - Mnfrs & Assemblers
NORBURY,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-04,3431977,256161937,250.66,YORKSHIRE PURCHASING ORGANISATION,295997,Unclassified Trade,PURCHASING SERVICES
EXTERNAL PROJECTS,8440,FEE EXPENSES,2013-04-04,3431987,1800090807,2000.00,THE UNIVERSITY OF SHEFFIELD,316392,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
FURNISHED ACCOMMODATION,8050,SOFT FURNISHINGS,2013-04-04,3432013,15993,504.00,ALLEN UPHOLSTERY,295763,Furniture,FURNITURE MNFRS - HOME & OFFIC
FURNISHED ACCOMMODATION,8050,SOFT FURNISHINGS,2013-04-04,3432021,15992,432.00,ALLEN UPHOLSTERY,295763,Furniture,FURNITURE MNFRS - HOME & OFFIC
COMMUNITY ENGAGE & GOVERNANCE,9120,OTHER AGENCIES,2013-04-04,3432035,997985,1148.34,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
EXECUTOR SERVICES,8090,BEREAVEMENT SUPPLIES,2013-04-04,3432455,F49960-04968,415.00,SHEFFIELD CO-OPERATIVE FUNERALCARE,203171,Environmental Services,FUNERAL SERVICES
CENTRAL AREA,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3432482,116608,928.00,BDF SOLUTIONS LTD,433921,ICT,DICTATION MACHINES & SYSTEMS
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-04,3432504,210775164,423.62,MITIE,370338,Facilities Management,FACILITIES MANAGEMENT
OTHER LOCAL AUTHORITY PLACEMEN,9120,OTHER AGENCIES,2013-04-04,3432571,1857670,306.72,COVENTRY CITY COUNCIL,329395,Unclassified Non Trade,LOCAL GOVERNMENT
OTHER LOCAL AUTHORITY PLACEMEN,9050,OTHER LOCAL AUTHORITIES,2013-04-04,3432572,227023,2309.42,CUMBRIA COUNTY COUNCIL,480296,Unclassified Non Trade,LOCAL GOVERNMENT
SPORTS EVENTS,8440,FEE EXPENSES,2013-04-04,3432582,ASAINV42785,7500.00,THE ASA,525038,Unclassified Non Trade,NATIONAL ASSOCIATIONS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3432976,769526-S,2215.50,INTOPRINT (UK) LIMITED,319560,Facilities Management,PRINTERS
RANGERS (MANAGER),8440,FEE EXPENSES,2013-04-04,3433030,WEBINV002579,291.52,LANTRA AWARDS,206353,Education,EXAMINATION BOARDS
RANGERS (MANAGER),8440,FEE EXPENSES,2013-04-04,3433057,WEBINV001999,266.09,LANTRA AWARDS,206353,Education,EXAMINATION BOARDS
MARKETING,8390,STATIONERY,2013-04-04,3433063,8066,1391.00,KITLOCKER.COM,438398,Sports & Playground,SPORTS GOODS SHOPS
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-04-04,3433075,307,799.00,NEIL CONSTRUCTION,453315,Construction,BUILDING SERVICES
SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2013-04-04,3433086,1697675,818.10,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-04-04,3433090,91307538765,4300.00,WAKEFIELD MDC,301741,Unclassified Non Trade,LOCAL GOVERNMENT
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-04-04,3433093,110463,580.00,COBWEB INFORMATION LTD,385975,Human Resources,BUSINESS INFORMATION SERVICES
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-04-04,3433094,306,297.00,NEIL CONSTRUCTION,453315,Construction,BUILDING SERVICES
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-04-04,3433097,5157,288.75,BOOKS ASIA,315708,Education,BOOKSELLERS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433136,INV158807,596.00,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433137,INV158808,386.40,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433146,INV158809,446.40,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433147,INV158810,446.40,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
PURCHASING & PAYMENTS TEAM,8370,PRINTING,2013-04-04,3433169,998253,1000.00,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
ACCES2NATURE,8260,WOODLAND DEVELOPMENT EXPENSES,2013-04-04,3433177,10/5206/57EC/40801,3672.00,SHEFFIELD WILDLIFE TRUST,270716,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ACCES2NATURE,8260,WOODLAND DEVELOPMENT EXPENSES,2013-04-04,3433178,10/5213/57EC/40801,2937.00,SHEFFIELD WILDLIFE TRUST,270716,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ECCLESALL WOODS SAWMILL SITE,8260,WOODLAND DEVELOPMENT EXPENSES,2013-04-04,3433179,10/5214/57EC/40310,4980.00,SHEFFIELD WILDLIFE TRUST,270716,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433196,1800099126,3219.87,BAUER RADIO LTD,366884,Unclassified Trade,RADIO & TELEVISION STATIONS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433197,1800099126,1100.00,BAUER RADIO LTD,366884,Unclassified Trade,RADIO & TELEVISION STATIONS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433199,174185,6303.50,REAL RADIO YORKSHIRE LTD,427629,Unclassified Trade,RADIO & TELEVISION STATIONS
LENDING SERVICES GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3433295,A005081,1288.50,SPECIALISED MOVERS,303661,Transport,REMOVALS - INDUSTRIAL & BUSINE
ACCOMMODATION,8350,MISCELLANEOUS EXPENSES,2013-04-04,3433352,997991,11511.00,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
PURCHASING & PAYMENTS TEAM,5610,AGENCY STAFF,2013-04-04,3433361,C0224981104,16311.14,REED EMPLOYMENT,317819,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
INCOME MANAGEMENT,8370,PRINTING,2013-04-04,3433389,998241,987.00,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433452,65514,296.00,INTOPRINT (UK) LIMITED,319560,Facilities Management,PRINTERS
LENDING SERVICES GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3433469,123612,2286.00,SHEFFIELD VENETIAN BLIND COMPANY,208402,Building Construction Materials,"BLINDS, AWNINGS & CANOPIES"
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433476,62705,610.00,PRINT AND DESIGN FACTORY LTD.,207663,Facilities Management,PRINTERS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433493,INV158811,265.20,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
NORTH WEST AREA,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3433507,INV0071597,639.00,POSTURITE (UK) LTD.,207615,Consultancy,ERGONOMICS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433635,INV158814,324.20,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
LENDING SERVICES GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3433644,1808,950.00,THE DESIGNCONCEPT LTD,549521,Facilities Management,INTERIOR DESIGNERS & FURNISHER
PARKS OPERATIONS WEST,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-04,3433645,22089,654.50,STREETMASTER (SOUTH WALES) LTD,516590,Construction,GARDEN & PATIO FURNITURE MNFRS
SH GENERAL,9650,LEGAL AND GOVERNANCE,2013-04-04,3433774,999023,20000.00,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-04-04,3433775,67907,511.68,WHITESPRINT GROUP LIMITED,202894,Facilities Management,PRINTERS
ACCESS TO HOUSING,8270,SUBSCRIPTIONS,2013-04-04,3433828,12304,8516.00,HOUSING PARTNERS LIMITED,565100,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
WORKFORCE DEVELOPMENT,8440,FEE EXPENSES,2013-04-04,3433869,22047720-003,2305.00,SHEFFIELD HALLAM UNIVERSITY,301311,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
WORKFORCE DEVELOPMENT,8440,FEE EXPENSES,2013-04-04,3433870,21053242-002,1465.00,SHEFFIELD HALLAM UNIVERSITY,301311,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
WORKFORCE DEVELOPMENT,8440,FEE EXPENSES,2013-04-04,3433871,20045883-009,825.00,SHEFFIELD HALLAM UNIVERSITY,301311,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
TREE MANAGEMENT,1165,NC&A OTHER,2013-04-04,3433910,1337,395.00,DRONFIELD TREE SERVICES LTD,405525,Environmental Services,TREE WORK & FORESTRY SERVICES
HURLFIELD,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-04,3434025,575499,1918.80,COUNTRYWIDE HEALTHCARE SUPPLIES,337212,Medical,FIRST AID & MEDICAL SUPPLIES
TAMHS,5750,TRAINING EXPENDITURE,2013-04-04,3434031,19789,280.00,ST MARY'S (CONFERENCE & CATERING) LTD,376186,Catering,CATERERS
TAMHS,5750,TRAINING EXPENDITURE,2013-04-04,3434032,19784,280.00,ST MARY'S (CONFERENCE & CATERING) LTD,376186,Catering,CATERERS
INTELLIGENT TRANSPORT SYSTEMS,6390,NETWORK COMMUNICATIONS,2013-04-04,3434033,DRL00155,745.00,DIGITAL REGION LIMITED,580027,ICT,INTERNET SERVICE PROVIDERS
INTELLIGENT TRANSPORT SYSTEMS,6390,NETWORK COMMUNICATIONS,2013-04-04,3434034,DRL00178,5567.04,DIGITAL REGION LIMITED,580027,ICT,INTERNET SERVICE PROVIDERS
TENANCY MANAGE & ENFORCEMENT,8440,FEE EXPENSES,2013-04-04,3434047,13221,750.00,WIRELESS CCTV LIMITED,372357,Facilities Management,CCTV & VIDEO EQUIPMENT
LA MUSIC SERVICES,8240,CONFERENCE EXPENSES,2013-04-04,3434061,230,600.00,RENTON PRODUCTIONS,545082,Leisure Services,FILM STUDIOS & PRODUCTION SERV
CREATIVE SERVICES,5750,TRAINING EXPENDITURE,2013-04-04,3434087,ITFI03280,2280.00,SHEFFIELD HALLAM UNIVERSITY,430923,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
SCHOOL DRINKING MILK,8140,GROCERIES,2013-04-04,3434091,8,20282.94,MEDINA CAPITAL DAIRY CO LTD,524568,Catering,DAIRIES
NORTHERN VALLEYS STAFF,8440,FEE EXPENSES,2013-04-04,3434094,497,23250.00,NORTH SHEFFIELD CONSERVATION GROUP,310661,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
HIST,8620,COMPUTER MAINTENANCE,2013-04-04,3434262,998687,72671.96,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
SH GENERAL,9650,CORPORATE MAIL,2013-04-04,3434262,998687,18684.50,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
ENFORCEMENT TEAM,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-04,3434290,INV0060085,1899.95,DAVID HORN COMMUNICATIONS LTD,483767,Facilities Management,CCTV & VIDEO EQUIPMENT
