Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525461,ERS INVOICE90706,317.50,IN2CHANGE SOUTH YORKS LTD,558793,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525462,ERS INVOICE90707,381.00,SHEFFIELD INDUSTRIAL MUSEUMS TRUST LTD,307272,Leisure Services,MUSEUMS
MCA SUPPORT TEAM,8440,FEE EXPENSES,2013-10-01,3525465,ERS INVOICE90712,255.00,DR V SIVAKUMAR,345375,Unclassified Non Trade,HOSPITALS
CLAIMS,8740,PUBLIC LIABILITY,2013-10-01,3525589,ERS INVOICE90719,14500.00,REDACTED PERSONAL DATA,584595,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
OFF THE SHELF,8440,FEE EXPENSES,2013-10-01,3525591,ERS INVOICE90721,2500.00,LESLEY VICTORIA MORRIS,463184,Stationery,PROMOTIONAL ITEMS
CLAIMS,8740,PUBLIC LIABILITY,2013-10-01,3525592,ERS INVOICE90722,13000.00,WIXTED & CO SOLICITORS,479668,Legal Services,SOLICITORS
VSP DELIVER,9120,OTHER AGENCIES,2013-10-01,3525593,ERS INVOICE90723,1143.00,WHIRLOW HALL FARM TRUST LTD,318019,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9120,OTHER AGENCIES,2013-10-01,3525594,ERS INVOICE90724,2059.89,SHEFFIELD COLLEGE,394141,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
VSP DELIVER,9120,OTHER AGENCIES,2013-10-01,3525595,ERS INVOICE90725,1003.98,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
VSP DELIVER,9120,OTHER AGENCIES,2013-10-01,3525596,ERS INVOICE90726,1500.00,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
VSP DELIVER,9120,OTHER AGENCIES,2013-10-01,3525597,ERS INVOICE90727,1666.88,WHIRLOW HALL FARM TRUST LTD,318019,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525598,ERS INVOICE90729,875.00,A MIND APART THEATRE COMPANY LTD,508180,Education,DRAMA SCHOOLS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525599,ERS INVOICE90730,1270.00,SHEFFIELD INDUSTRIAL MUSEUMS TRUST LTD,307272,Leisure Services,MUSEUMS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525600,ERS INVOICE90731,2032.00,HEELEY CITY FARM,301277,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525601,ERS INVOICE90732,1492.25,HEELEY DEVELOPMENT TRUST,363241,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525602,ERS INVOICE90733,1875.00,SHEFFIELD TEACHING HOSPITALS NHS TRUST,299675,Unclassified Non Trade,HOSPITALS - POST MORTEM
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525603,ERS INVOICE90734,937.50,MANOR AND CASTLE DEVELOPMENT TRUST,486881,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525604,ERS INVOICE90735,1250.00,HEELEY DEVELOPMENT TRUST,363241,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-10-01,3525605,ERS INVOICE90736,2476.50,WHIRLOW HALL FARM TRUST LTD,318019,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
MCA SUPPORT TEAM,8440,FEE EXPENSES,2013-10-01,3525606,ERS INVOICE90738,900.00,REDACTED PERSONAL DATA,584366,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
MCA SUPPORT TEAM,8440,FEE EXPENSES,2013-10-01,3525608,ERS INVOICE90744,551.28,DR ROSEMARY LETHEM,584362,Medical,Doctors
MCA SUPPORT TEAM,8440,FEE EXPENSES,2013-10-01,3525609,ERS INVOICE90746,373.20,DR CATRIONA MURRAY,570269,Medical,DOCTORS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525610,ERS INVOICE90750,250.00,HC ONE (HEAD OFFICE),208451,Social Community Care,NURSING HOMES
MCA SUPPORT TEAM,8440,FEE EXPENSES,2013-10-01,3525611,ERS INVOICE90751,730.88,REDACTED PERSONAL DATA,585545,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2013-10-01,3525612,ERS INVOICE90754,1056.50,DR MINI C VARGHESE,567541,Medical,DOCTORS
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2013-10-01,3525613,ERS INVOICE90755,1064.80,REDACTED PERSONAL DATA,579914,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PLANNING & PERFORMANCE,7140,PUBLIC TRANSPORT COSTS,2013-10-01,3514403,01/4339358,309.00,CO-OPERATIVE TRAVEL MANAGEMENT,202987,Facilities Management,TRAVEL AGENTS & HOLIDAY COMPAN
LA MUSIC SERVICES,8040,LEARNING RESOURCES,2013-10-01,3514440,ETIN2405,618.00,ENHANCEMENT TRAINING LTD,470353,Human Resources,TRAINING SERVICES
VISION SUPPORT SERVICE,8040,LEARNING RESOURCES,2013-10-01,3516450,OP/I422033,552.01,RNIB SERVICES LTD,340080,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
RIVELIN VALLEY PARK,8550,OTHER SERVICES,2013-10-01,3518455,8639,1100.00,H2O SERVICING LIMITED,374161,Construction,"SWIMMING POOL CONTRACTORS, REP"
FSSG,8620,COMPUTER SOFTWARE LICENCES,2013-10-01,3518792,97067742,1100.00,MICRO FOCUS LIMITED,541055,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
WINTER GARDEN,6370,GROUNDS MTCE AND ARBORICULTURE,2013-10-01,3520335,45785,1422.95,TILLAGE SPECIALIST GROWERS,454097,Horticultural,NURSERIES - WHOLESALE
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3520383,1793781,985.17,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
CRYSTAL PEAKS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3522327,3837302,402.25,CONNEXIONS PR & MARKETING LTD,537096,Facilities Management,ADVERTISING - AGENCIES
MILLENNIUM SQUARE,8060,MATERIALS AND SUPPLIES GENERAL,2013-10-01,3522596,17578,359.43,TOTAL POOL CHEMICALS LTD,552673,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2013-10-01,3522597,84,2160.00,J B HIBBERD LIMITED,510434,Environmental Services,TREE WORK & FORESTRY SERVICES
SF GRNI LIABILITY TAKEN,8060,MATERIALS AND SUPPLIES GENERAL,2013-10-01,3522881,3600000665NR,536.79,CEMEX PAVING SOLUTIONS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
CRYSTAL PEAKS,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2013-10-01,3522908,466150,1196.00,BANNER PLANT  LTD,203248,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
CASTLE MARKET,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3522910,129329653,289.42,NEWEY & EYRE LTD,207097,Building Construction Materials,ELECTRICAL WHOLESALERS
LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3522926,GR133,719.75,SHEFFIELD CREDIT UNION,400397,Financial Services,CREDIT UNIONS
CATERING PREMISES & EQUIPMENT,8030,EQUIPMENT MAINTENANCE CONTRACT,2013-10-01,3522940,50543,268.68,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
CATERING PREMISES & EQUIPMENT,8030,EQUIPMENT MAINTENANCE CONTRACT,2013-10-01,3522942,50542,279.00,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
VACANTS,8420,ADVERTISING AND PUBLICITY,2013-10-01,3522966,58621129,1685.04,LOCAL WORLD LTD (FORMERLY NORTHCLIFFE ME,477885,Education,NEWSPAPER & MAGAZINE PUBLISHER
LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3522968,GR147,982.00,SHEFFIELD CREDIT UNION,400397,Financial Services,CREDIT UNIONS
LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3522970,GR130,498.00,SHEFFIELD CREDIT UNION,400397,Financial Services,CREDIT UNIONS
WYBOURNE MR PARK PHILL & WDTHO,9030,HEALTH,2013-10-01,3523079,167,4125.75,MANOR & CASTLE - HEALTHY LIVING/PHS,376896,Unclassified Non Trade,DEVELOPMENT AGENCIES
HEALTH TRAINERS,9030,HEALTH,2013-10-01,3523081,168,2759.87,MANOR & CASTLE - HEALTHY LIVING/PHS,376896,Unclassified Non Trade,DEVELOPMENT AGENCIES
TINSLEY GREEN SURE START,6030,REPAIRS AND MTCE - RESPONSIVE,2013-10-01,3523381,9001,395.00,ACCESS TESTING,443706,Clothing,SAFETY EQUIPMENT & CLOTHING
REGISTRATION & REGULATION,8350,MISCELLANEOUS EXPENSES,2013-10-01,3523420,PSH060708/13,832.30,PAKISTAN ADVICE & COMMUNITY ASSOCIATION,342669,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2013-10-01,3523434,SIN064561,3025.00,WHITELEAF FURNITURE LTD,441448,Furniture,FURNITURE MNFRS - HOME & OFFIC
SCHOOLS ACCESS INITIATIVE,1183,PURCHASE OF EQUIPMENT,2013-10-01,3523452,IN01540734,2145.00,BT BUSINESS DIRECT LTD,324105,ICT,COMPUTER SYSTEMS & SOFTWARE (S
CASTLE MARKET,6090,WASTE DISPOSAL,2013-10-01,3523485,232,300.00,R L DEAR (WASTE MERCHANTS) LTD,360135,Environmental Services,WASTE MERCHANTS
CASTLE MARKET,6090,WASTE DISPOSAL,2013-10-01,3523486,233,300.00,R L DEAR (WASTE MERCHANTS) LTD,360135,Environmental Services,WASTE MERCHANTS
OFF STREET CAR PARKS,6280,HIRE OF PREMISES,2013-10-01,3523505,FINI01043,5768.51,SHEFFIELD HALLAM UNIVERSITY,501783,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3523532,1795802,531.14,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
MARKETING SHEFFIELD,8270,SUBSCRIPTIONS,2013-10-01,3523909,342,1700.00,HOSPITALITY SHEFFIELD LIMITED,482786,Leisure Services,CORPORATE AND BUSINESS HOSPITA
BANNERDALE,6330,PREMISES SECURITY SERVICES,2013-10-01,3523995,INV063739,730.05,CONSTANT SECURITY SERVICES LIMITED,571090,Facilities Management,SECURITY SERVICES
BANNERDALE,6330,PREMISES SECURITY SERVICES,2013-10-01,3523996,INV063146,1262.28,CONSTANT SECURITY SERVICES LIMITED,571090,Facilities Management,SECURITY SERVICES
BANNERDALE,8410,GENERAL OFFICE EXPENSES,2013-10-01,3524038,177831,1458.80,AQUAID (SOUTH YORKSHIRE),203007,Catering,WATER COOLERS
REGISTRATION & REGULATION,8270,SUBSCRIPTIONS,2013-10-01,3524139,4500408896,913.00,THOMSON REUTERS,340190,Human Resources,INFORMATION SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-10-01,3524163,46/386,370.31,WOODTHORPE DEVELOPMENT TRUST,419565,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PFI 4,8350,MISCELLANEOUS EXPENSES,2013-10-01,3524185,185,1981.27,PARADIGM (SHEFFIELD BSF) LIMITED,472691,Facilities Management,FACILITIES MANAGEMENT
29) COMM ST SMOK - BURNGREAVE,9030,HEALTH,2013-10-01,3524409,236/F13,4659.00,FURNIVAL BURNGREAVE COMMUNITY PROJECTS,296257,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-10-01,3524420,INV001650,700.00,FIRSHILL COMM PRIMARY SCHOOL FUND,394542,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
GRAFITTI REMOVAL,8060,MATERIALS AND SUPPLIES GENERAL,2013-10-01,3524422,1266,695.00,PRECISION BLAST SYSTEMS LTD,580298,Cleaning and Janitorial,BLAST CLEANING
STRATEGY AND SKILLS,8550,OTHER SERVICES,2013-10-01,3524440,SLF01/13,150000.00,DONBAC LIMITED,580672,Consultancy,BUSINESS & MANAGEMENT CONSULTA
SCHOOLS ACCESS INITIATIVE,1183,PURCHASE OF EQUIPMENT,2013-10-01,3524441,93051,457.50,CRICK SOFTWARE LIMITED,326469,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
DISTRICT HEATING GENERAL,6170,COMBINED HEAT AND POWER,2013-10-01,3524456,INVA010009,725.00,ENER-G SWITCH2 LTD,546534,Unclassified Non Trade,INSTRUMENTATION ENGINEERS
STREET SPORTS,8490,COACHING FEES,2013-10-01,3524457,MA003,1840.00,OLYMPIC STYLE BOXING,557825,Leisure Services,SPORTS COACHING & INSTRUCTION
72 GREGG HOUSE ROAD,6210,RENTS,2013-10-01,3524463,SHA020774,360.20,SANCTUARY GROUP,351140,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
GRAVES PARK - ANIMAL FARM INC,8110,"CLOTHING, UNIFORM AND LAUNDRY",2013-10-01,3524521,920201788,312.18,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
EXECUTIVE,7140,PUBLIC TRANSPORT COSTS,2013-10-01,3524732,01/4385789,412.00,CO-OPERATIVE TRAVEL MANAGEMENT,202987,Facilities Management,TRAVEL AGENTS & HOLIDAY COMPAN
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-10-01,3524817,92694,8070.34,ATS EUROMASTER LTD,545966,Vehicles Not Buses,TYRE DEALERS
COMMERCIAL TEAM,8010,EQUIPMENT PURCHASE AND REPAIR,2013-10-01,3524818,122883,820.03,TOYS R US LTD,387668,Education,TOY SHOPS
CARILLION CONTROL ACCOUNT,9620,FINANCIAL PROCESSES,2013-10-01,3524823,131205,41618.79,CARILLION (AMBS) LTD,541917,Facilities Management,FACILITIES MANAGEMENT
OBSOLETE HEATING,1157,DWELLINGS MAIN CONTRACT,2013-10-01,3524827,13030054,80640.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
HEATING BREAKDOWNS,1157,DWELLINGS MAIN CONTRACT,2013-10-01,3524828,13030055,12600.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
PLAYGROUND MAINTENANCE & INSPE,8060,MATERIALS AND SUPPLIES GENERAL,2013-10-01,3524844,5/912/25LM/40813,466.98,WILDSCAPES LTD,472494,Consultancy,LANDSCAPE ARCHITECTS & DESIGNE
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-10-01,3524860,20,540.00,BRIGHT STARS MOBILE CRECHE SERVICES,402718,Social Community Care,NURSERIES & CRECHES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-10-01,3524862,INV001227,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2013-10-01,3525118,SSYJS004,2201.92,THE MUSICAL WORKS,368576,Unclassified Non Trade,COMMUNITY PROJECTS
CAPITA CONTROL A/C,9620,FINANCIAL PROCESSES,2013-10-01,3525126,93197056,597131.59,CAPITA BUSINESS SERVICES LTD,505663,Human Resources,BUSINESS INFORMATION SERVICES
COMMUNICATIONS,9120,OTHER AGENCIES,2013-10-01,3525327,260973,641.70,OTW IMAGING LTD.,303282,Facilities Management,PRINTERS
BENTS GREEN,1161,NC&A MAIN CONTRACT,2013-10-01,3525405,1207,15324.14,SHEFFIELD LEP LTD,482230,Unclassified Non Trade,LOCAL GOVERNMENT
NLDC (AUG 12 - JULY 13),9120,OTHER AGENCIES,2013-10-01,3525406,SOARCO/941,3780.00,SOAR WORKS ENTERPRISE CENTRE,449096,Unclassified Non Trade,COMMUNITY NETWORKS
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2013-10-01,3525407,54,35162.50,REMEDI,329612,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2013-10-01,3525409,1183313,25013.01,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525420,1798594,544.23,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525422,1798996,529.53,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525423,1798342,750.55,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525424,1797766,289.69,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525499,1799150,836.25,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525501,1800193,621.53,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525502,1799044,420.60,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525505,1801563,368.41,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,MEDIA,2013-10-01,3525535,1805107,323.95,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-10-01,3525538,1800715,382.55,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
CITY WIDE ALARM - GENERAL,8590,LANDLINE TELEPHONES,2013-10-01,3525127,VP79239170M1410152,913.63,BRITISH TELECOMMUNICATIONS PLC,295860,ICT,TELECOMMUNICATION SERVICES
PURCHASING LEARNING DISABILITI,4260,DIRECT PAYMENTS,2013-10-01,3525048,J711995,3638.08,REDACTED PERSONAL DATA,483029,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525049,J711995,281.62,REDACTED PERSONAL DATA,558152,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525050,J711995,5666.50,IBK INITIATIVES,561085,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525051,J711995,720.00,REDACTED PERSONAL DATA,563890,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525053,J711995,1059.04,REDACTED PERSONAL DATA,587630,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525054,J711995,1190.01,REDACTED PERSONAL DATA,587820,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-10-01,3525055,J711995,353.75,REDACTED PERSONAL DATA,587862,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-10-01,3525056,J711995,544.37,REDACTED PERSONAL DATA,587907,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,SUPPORT PLANNING COSTS,2013-10-01,3525058,J711996,276.75,SMART SUPPORT SERVICES (SHEFFIELD) LTD,565200,Social Community Care,CAREFIRST DIRECT PAYMENTS
DRUG & ALCOHOL MH -PURCHASING,9250,INDEPENDENT DAY CARE,2013-10-01,3525060,S13-1270,6500.00,TTP COUNSELLING CENTRE LTD,534399,Medical,DRUG ABUSE - ADVICE & COUNSELL
DRUG & ALCOHOL MH -PURCHASING,9250,INDEPENDENT DAY CARE,2013-10-01,3525061,S13-1287,2357.19,TTP COUNSELLING CENTRE LTD,534399,Medical,DRUG ABUSE - ADVICE & COUNSELL
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-10-01,3525062,SB1310,420.00,ORCHARD CARE RESIDENTIAL HOME,362100,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-10-01,3525065,402,1040.00,ITS MY LIFE LTD,558028,Social Community Care,HOME HELP SERVICES - PRIVATE
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-10-01,3525066,454,754.00,DOMUS HEALTHCARE (ROTHERHAM) LIMITED,574392,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9190,CITYWIDE SPOT,2013-10-01,3525067,100765,372.78,TOGETHER,453139,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-10-01,3525068,514,754.00,DOMUS HEALTHCARE (ROTHERHAM) LIMITED,574392,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-10-01,3525069,554,565.50,DOMUS HEALTHCARE (ROTHERHAM) LIMITED,574392,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-10-01,3525070,A05411,7260.00,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-10-01,3525071,A05433,279.36,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-10-01,3525072,100766,367.04,TOGETHER,453139,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525032,15501,2813.96,THE FOSTER CARE CO-OPERATIVE LTD.,433761,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525033,16232,3158.40,FOSTERING PEOPLE LIMITED,329839,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525034,4591,11784.92,TREEHOUSE CARE FOSTERING SOLUTIONS LTD,452499,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525035,116451,3514.84,CAPSTONE FOSTER CARE (NORTH) LTD,586224,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525036,135879,874.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-10-01,3525037,135880,830.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-10-01,3525038,14885,2000.00,REDACTED PERSONAL DATA,519053,Social Community Care,CHILDCARE SERVICES
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-10-01,3525040,25991,9636.76,THE KEYS GROUP,328876,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-10-01,3525043,A1423,453.30,JUST ONE RECRUITMENT & TRAINING LTD,583918,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-10-01,3525044,121107,7499.94,QUALITY TIME CARE LTD,505285,Social Community Care,CHILDCARE SERVICES
