Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
ARBOURTHORNE 5M'S REFURB,1143,COMPENSATION,2014-01-02,3575571,ERS INVOICE94850,4700.00,REDACTED PERSONAL DATA,591065,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
THE MOOR INDOOR MARKET,6030,REPAIRS AND MTCE - RESPONSIVE,2014-01-02,3554631,P03626208,417.97,ARNOLD LAVER DIY LTD,203047,Building Construction Materials,"TIMBER MERCHANTS, IMPORTERS &"
CAR PARKING MANAGEMENT,8370,PRINTING,2014-01-02,3556062,218641,1360.00,NAGELS UK LIMITED,413367,Facilities Management,PRINTERS
CAR PARKING MANAGEMENT,8370,PRINTING,2014-01-02,3567101,218802,2050.00,NAGELS UK LIMITED,413367,Facilities Management,PRINTERS
CAR PARKING MANAGEMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2014-01-02,3567109,133968,1410.00,H HARROLD & SONS LTD,205285,Facilities Management,LOCK SMITHS
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567902,13/3279,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567903,13/3280,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567904,13/3281,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567905,13/3282,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-01-02,3567976,13/3277,568.89,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567978,13/3278,945.43,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567980,13/3276,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567982,13/3275,945.43,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-01-02,3567984,13/3274,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567985,13/3273,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2014-01-02,3567987,13/3272,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2014-01-02,3567989,13/3271,1321.75,PACES SHEFFIELD LIMITED,295794,Social Community Care,RESIDENTIAL CARE HOMES
LOWFIELD,8010,EQUIPMENT PURCHASE AND REPAIR,2014-01-02,3568122,SIN404808,387.24,POWERHOUSE FITNESS LTD,508929,Sports & Playground,SPORTS EQUIPMENT MNFRS & DISTR
CITY DEAL,9120,OTHER AGENCIES,2014-01-02,3568624,SINV.28760,5391.00,CHESTERFIELD COLLEGE,317687,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
HME,6030,REPAIRS TO TENANTED PROPERTIES,2014-01-02,3569419,SSH/CAPITAL/234/13/14,3037.74,TELSTAR SECURITY,299814,Facilities Management,SECURITY EQUIPMENT
DECRIMINALISED PARKING,8440,FEE EXPENSES,2014-01-02,3569421,25464,861.60,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,556259,Consultancy,COMPUTER CONSULTANTS
SUPPORTED HOUSING,8050,ELECTRICAL GOODS,2014-01-02,3569490,CMD2370645,339.00,DOMESTIC APPLIANCE DISTRIBUTORS,527171,Domestic Goods,ELECTRICAL GOODS - SALES
PEST CONTROL,8010,EQUIPMENT PURCHASE AND REPAIR,2014-01-02,3569559,133406,739.12,SX ENVIRONMENTAL SUPPLIES LTD,306758,Environmental Services,PEST & VERMIN CONTROL PRODUCTS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2014-01-02,3570763,5042666,1000.00,TCV EMPLOYMENT & TRAINING SRVS,316075,Environmental Services,CONSERVATION ORGANISATIONS
LDD SPECIALIST PLACEMENTS,8390,STATIONERY,2014-01-02,3570828,SINV00260918,349.74,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
LICENSING,8390,STATIONERY,2014-01-02,3571046,SINV00260828,767.00,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
DISADVANTAGED AREA FUNDING,8440,FEE EXPENSES,2014-01-02,3571054,1077,10000.00,SHEFFIELD CAB DEBT SUPPORT UNIT,330174,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2014-01-02,3571060,23440,1000.00,CATCH22 - NCAS,487933,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CITY WIDE CHILD CARE CONTRACT,8440,FEE EXPENSES,2014-01-02,3571483,R81IN1/00005301,10251.81,ACTION FOR CHILDREN,326212,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ELECTORAL REGISTRATION,8400,PUBLICATIONS AND PERIODICALS,2014-01-02,3571567,801755835,290.00,THOMSON REUTERS,340190,Human Resources,INFORMATION SERVICES
SCHEME DESIGN,8380,PHOTOCOPYING,2014-01-02,3571571,1107580816,271.26,KONICA MINOLTA BUSINESS SOLUTIONS,375732,ICT,PHOTOCOPIERS
CITY DEAL,9120,OTHER AGENCIES,2014-01-02,3571598,T131,5391.00,THE EMPLOYERS FORUM,353566,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LDD SPECIALIST PLACEMENTS,9120,OTHER AGENCIES,2014-01-02,3571609,2720,700.00,YOUTH ASSOCIATION SOUTH YORKSHIRE,313174,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
COMMUNICATIONS,9120,OTHER AGENCIES,2014-01-02,3574068,19502,605.00,P & N CORPORATE MEDIA LTD,308965,Facilities Management,DESIGNERS - GRAPHIC
MULTISYSTEMIC THERAPY TEAM,9120,OTHER AGENCIES,2014-01-02,3574078,2100154326,87021.00,SHEFFIELD CHILDRENS HOSPITAL NHS TRUST,306287,Unclassified Non Trade,HOSPITALS
MULTISYSTEMIC THERAPY TEAM,9120,OTHER AGENCIES,2014-01-02,3574081,2100154817,43511.00,SHEFFIELD CHILDRENS HOSPITAL NHS TRUST,306287,Unclassified Non Trade,HOSPITALS
EXTENDED LEARNING & SUPPORT,8440,FEE EXPENSES,2014-01-02,3574094,8012,727.65,MUDDY FACES LTD,470667,Leisure Services,OUTDOOR PURSUIT ORGANISERS & E
CREMATORIA,8090,SANCTUM NICHES,2014-01-02,3574112,INV0034772,425.00,THE COLUMBARIA COMPANY,315866,Construction,STONEMASONS
TREE MANAGEMENT,1165,NC&A OTHER,2014-01-02,3574124,1280,420.00,SHEFFIELD TREE CARE,462546,Environmental Services,TREE WORK & FORESTRY SERVICES
TREE MANAGEMENT,1165,NC&A OTHER,2014-01-02,3574129,1277,420.00,SHEFFIELD TREE CARE,462546,Environmental Services,TREE WORK & FORESTRY SERVICES
CASTLE MARKET,8550,OTHER SERVICES,2014-01-02,3574144,CN18559521,1535.70,OCS GROUP UK LTD TA CANNON HYGIENE LTD,203709,Cleaning and Janitorial,HYGIENE & CLEANSING SERVICES
SCC BALANCE SHEET,1540,PUBLIC SAFETY CONTROL ACCOUNT,2014-01-02,3574169,83002,457.00,HAGUE PLANT LTD,205330,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2014-01-02,3574180,3082/13,709.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2014-01-02,3574181,3081/13,654.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2014-01-02,3574182,3083/13,529.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR WORKS & ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2014-01-02,3574183,3084/13,738.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
CITY DEAL,9120,OTHER AGENCIES,2014-01-02,3574355,4305,5391.00,FERN GLOBAL LTD,517222,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
CREMATORIA,6020,REPAIRS AND MTCE - PROGRAMMED,2014-01-02,3574376,494/13,1397.00,IFZW MAINTENANCE LTD,563612,Cemetery & Crematorium,CEMETERIES & CREMATORIA
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2014-01-02,3574385,1660103,5576.82,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
DECRIMINALISED PARKING,8440,FEE EXPENSES,2014-01-02,3574387,25503,684.13,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,556259,Consultancy,COMPUTER CONSULTANTS
DISTRICT HEATING GENERAL,6170,COMBINED HEAT AND POWER,2014-01-02,3574389,SMS11949,318.10,ENER-G SWITCH2 LTD,546534,Unclassified Non Trade,INSTRUMENTATION ENGINEERS
DELEGATED BUDGETS,8470,LEGAL FEES,2014-01-02,3574401,143768,690.00,REDACTED PERSONAL DATA,583880,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
RECRUITMENT ADVERTISING,5720,RECRUITMENT ADVERTISING,2014-01-02,3574402,TARINV/15258179,590.62,TIMES EDUCATIONAL SUPPLEMENT,297123,Education,NEWSPAPER & MAGAZINE PUBLISHER
INCOME MANAGEMENT,9140,CO-OP RENT PAYMENT CARDS,2014-01-02,3574403,7254,668.00,PSC SYSTEMS,525464,Facilities Management,DIRECT MAIL
CNG REFUELLING INFRASTRUCTURE,1193,CONSULTANTS FEES,2014-01-02,3574404,41628,1000.00,JOULEVERT LIMITED,578657,Consultancy,ENERGY CONSERVATION CONSULTANT
PARKS OPS EAST & NORTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2014-01-02,3574407,10027,900.00,J C PLANT HIRE LTD,324417,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
PARKS OPS EAST & NORTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2014-01-02,3574408,10026,900.00,J C PLANT HIRE LTD,324417,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
MARKETING SHEFFIELD,8250,MARKETING EXPENSES,2014-01-02,3574409,1050490,905.00,PREMIER TRAVEL INN,434638,Facilities Management,HOTELS
CITY DEAL,9120,OTHER AGENCIES,2014-01-02,3574425,SINV.29053,5391.00,CHESTERFIELD COLLEGE,317687,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
LOCALITY 1 MANAGEMENT+O/HEADS,8060,MATERIALS AND SUPPLIES GENERAL,2014-01-02,3574428,256717767,365.95,YORKSHIRE PURCHASING ORGANISATION,295997,Unclassified Trade,PURCHASING SERVICES
LDD SPECIALIST PLACEMENTS,5610,AGENCY STAFF,2014-01-02,3574466,226021858,291.64,REED,341818,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
THE MOOR INDOOR MARKET,8420,ADVERTISING AND PUBLICITY,2014-01-02,3574483,I176135,613.00,BRASS FOUNDERS (SHEFFIELD) LTD,532429,Building Construction Materials,ENGINEERING MATERIALS
YOUTH JUSTICE SERVICE,6210,RENTS,2014-01-02,3574515,18230,1108.00,THE BURTON STREET FOUNDATION,568070,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PARK HILL REV,8440,FEE EXPENSES,2014-01-02,3574517,44378,27096.00,SOUTH YORKSHIRE POLICE,346012,Unclassified Non Trade,POLICE
DEVELOPMENT CONTROL,8470,LEGAL FEES,2014-01-02,3574520,113956,1250.00,CORNERSTONE BARRISTERS,452847,Legal Services,BARRISTERS
GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2014-01-02,3575019,629,1390.00,S & R BURDEN,327368,Unclassified Trade,FARMING - CROPS
LOCAL ELECTIONS,8570,POSTAGE & DELIVERY,2014-01-02,3575396,76305,2980.34,FACILITIES & CORPORATE SOLUTIONS LTD,204806,Facilities Management,DIRECT MAIL
MINIBUSES - TENDERED,7060,EXTERNAL VEHICLE HIRE,2014-01-02,3575426,41628,3594.00,MINIBUS MASTER,586794,Transport,TAXIS & PRIVATE HIRE
STADIA TECHNOLOGY PARK,6150,ELECTRICITY,2014-01-02,3575284,A3570940/1496829,269.46,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
STADIA TECHNOLOGY PARK,6150,ELECTRICITY,2014-01-02,3575292,A3558451/1368142,410.13,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
STADIA TECHNOLOGY PARK,6150,ELECTRICITY,2014-01-02,3575299,A3558478/381362,323.14,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
STADIA TECHNOLOGY PARK,6150,ELECTRICITY,2014-01-02,3575301,A3558478/381359,990.31,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2014-01-02,3575306,9046114477,283.33,ROYAL MAIL GROUP LTD,295326,Mail Services,DELIVERY SERVICES
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2014-01-02,3575307,9046108924,8042.72,ROYAL MAIL GROUP LTD,295326,Mail Services,DELIVERY SERVICES
CITY WIDE CHILD CARE CONTRACT,6150,ELECTRICITY,2014-01-02,3575390,291565273/0003,545.57,SOUTHERN ELECTRIC,318926,Utilities,ELECTRICITY COMPANIES
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-01-02,3575208,J797250,1839.69,A4E,547567,Human Resources,TRAINING SERVICES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-01-02,3575209,J797250,466.40,REDACTED PERSONAL DATA,555064,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-01-02,3575210,J797250,300.00,SHEFFIELD MIND,556296,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-01-02,3575211,J797250,2090.83,REDACTED PERSONAL DATA,567939,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-01-02,3575212,J797250,748.05,REDACTED PERSONAL DATA,591196,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-01-02,3575213,J797250,6647.14,REDACTED PERSONAL DATA,591209,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-01-02,3575214,J797250,3500.24,REDACTED PERSONAL DATA,591212,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,SUPPORT PLANNING COSTS,2014-01-02,3575216,J797251,258.50,SHEFFIELD MENCAP LTD,577009,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-01-02,3575217,18153,339.60,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-01-02,3575218,18154,914.40,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2014-01-02,3575220,18157,339.60,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575221,18152,1190.60,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575222,265-006741,1094.75,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575223,265-006742,471.25,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575224,AB/11/237262,2596.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-01-02,3575224,AB/11/237262,442.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575225,AB/11/237263,590.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575227,AB/11/237265,472.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575228,AB/11/237592,4425.24,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575229,AB/11/237593,850.76,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575230,AB/11/237594,1612.32,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575231,AB/11/237595,334.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575232,AB/11/237596,1027.80,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575233,AB/11/237597,2800.04,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575234,AB/11/237598,1118.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575235,AB/11/237599,472.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575236,AB/11/237602,2299.96,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575237,AB/11/237603,1472.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575238,AB/11/237604,2749.40,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575239,AB/11/237605,1413.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575240,AB/11/237606,1266.56,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-01-02,3575240,AB/11/237606,1031.96,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575241,AB/11/237607,1770.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575242,AB/11/237608,4087.72,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-01-02,3575242,AB/11/237608,1054.28,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575243,AB/11/237609,2800.04,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575244,AB/11/238524,1418.88,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2014-01-02,3575245,AB/11/238525,1216.44,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2014-01-02,3575202,18560,3084.20,PARALLEL PARENTS LTD,521940,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2014-01-02,3575203,18918,9665.88,CARE TODAY,382727,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2014-01-02,3575204,6344,3700.00,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-01-02,3575201,J793849 050114,24726.00,LITTLEDALE NURSING HOME,361783,Social Community Care,NURSING HOMES
CARELEAVER SUPPORT,9270,CARELEAVERS INDEPENDENT LIVING,2014-01-02,3575257,100523667X,1261.50,ESSEX COUNTY COUNCIL,375923,Unclassified Non Trade,LOCAL GOVERNMENT
CORONIAL SERVICES,8440,WITNESS FEES,2014-01-03,3575986,ERS INVOICE94851,278.50,REDACTED PERSONAL DATA,591096,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,WITNESS FEES,2014-01-03,3575988,ERS INVOICE94853,273.84,REDACTED PERSONAL DATA,591098,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,DOCTORS ATTENDANCE,2014-01-03,3575989,ERS INVOICE94854,1320.00,REDACTED PERSONAL DATA,591104,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2014-01-03,3575992,ERS INVOICE94857,301.88,DR J PILGRIM,478242,Medical,DOCTORS
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-01-03,3575993,ERS INVOICE94858,3000.80,REDACTED PERSONAL DATA,579914,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-01-03,3575994,ERS INVOICE94859,287.70,HIGH PEAK FORENSICS,575858,Medical,DOCTORS
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-01-03,3575996,ERS INVOICE94860,938.80,HIGH PEAK FORENSICS,575858,Medical,DOCTORS
PRIVATE RENTED SOLUTIONS,9120,OTHER AGENCIES,2014-01-03,3575997,ERS INVOICE94861,459.00,MR ARSHAD REHMAN,570681,Unclassified Trade,LETTING AGENTS
CAR PARKING MANAGEMENT,4190,PARKING PENALTY CHARGE NOTICES,2014-01-03,3575998,ERS INVOICE94862,330.00,REDACTED PERSONAL DATA,591285,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
DECRIMINALISED PARKING,8470,LEGAL FEES,2014-01-03,3575999,ERS INVOICE94863,7000.00,TRAFFIC ENFORCEMENT CENTRE,448749,Unclassified Non Trade,COURTS
WOOD LANE,8060,MATERIALS AND SUPPLIES GENERAL,2014-01-03,3470396,SINV00245260,664.94,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
